name,n,point_err_mean,point_err_std,point_drift_mean,point_drift_std,E_F_T_mean,E_F_T_std,E_F_TQ_mean,E_F_TQ_std,damage_vs_base_mean,damage_vs_base_std,mse_ratio_mean,mse_ratio_std,rank_Q_mean,rank_Q_std,candidate_dim_mean,candidate_dim_std,r_T_mean,r_T_std,rho_TQ_mean,rho_TQ_std,reach_alpha_mean,reach_alpha_std
base,1,0.129804267053287,0.0,0.0,0.0,0.10288674690014035,0.0,0.153792516234766,0.0,0.0,0.0,0.9075906119817901,0.0,21.0,0.0,47.0,0.0,21.0,0.0,0.041184083672541845,0.0,1.0,0.0
keep_Q,1,0.2694275316590378,0.0,0.2457657612296979,0.0,0.22663048802944935,0.0,0.1941283661759353,0.0,0.22012182938335667,0.0,0.9075906119817901,0.0,21.0,0.0,47.0,0.0,21.0,0.0,0.041184083672541845,0.0,1.0,0.0
remove_Q,1,1.1566127144113063,0.0,1.1680722760254016,0.0,0.6324879156213378,0.0,0.6389385890313125,0.0,0.6106050349708267,0.0,0.9075906119817901,0.0,21.0,0.0,47.0,0.0,21.0,0.0,0.041184083672541845,0.0,1.0,0.0
