exp,checkpoint,checkpoint_file,sweep,sweep_val,d_x,d_model,n_layers,n_heads,episode,probe_kind,selection_mode,span_mode,kernel_family,kernel_lengthscale,kernel_signal_var,gamma,min_explainable_frac,n_causal,causal_damage_tau,causal_max_keep,tau_sv,n_build,n_val,n_eval,B_nat,dim_R_nat,dim_over_nctx,dim_over_rT,r_eff_T_task,mean_s,mean_hidden_s,sum_candidate_rank,mean_candidate_rank,max_causal_damage,mean_causal_damage,sum_kept_causal_damage,E_F_T,E_TQ_T,E_F_TQ,X_use,X_sub,max_val_closure,mean_val_closure,max_build_closure,mean_build_closure,max_val_refinement,mean_val_refinement,max_build_refinement,mean_build_refinement,s_list,candidate_ranks,mse_model,mse_krr,mse_ratio,E_pointwise_F_T
rbf,rbf_l3,model_rbf_fixed_l3.pt,rbf,3.0,5,128,8,4,0,task,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,0.001,16,16,16,18,18,0.3829787234042553,0.6,30,2.0,23.88888888888889,254,28.22222222222222,0.7996502769353553,0.02459330726916586,2.5049251130857257,0.0991992157138242,0.14032566300097832,0.16183437865726633,0.9757688622280077,0.9803087083033752,0.05420003288281795,0.04587008727774828,0.031794708339334295,0.02479942875504477,0.9998742628372458,0.8887169244922989,0.9999862359149092,0.8888604826394775,"[13, 4, 1, 0, 0, 0, 0, 0, 0]","[16, 34, 30, 29, 29, 29, 29, 29, 29]",0.04600955334860863,0.055453895192954294,0.8296901991918935,0.05295116229421874
rbf,rbf_l3,model_rbf_fixed_l3.pt,rbf,3.0,5,128,8,4,1,task,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,0.001,16,16,16,23,23,0.48936170212765956,0.7419354838709677,31,2.5555555555555554,21.555555555555557,218,24.22222222222222,0.9424395217528558,0.028256519644998448,3.005825368961985,0.10885978359355568,0.15408484635901654,0.1706631506086447,0.9696426112608819,0.9762578601225658,0.047777125104266974,0.03727082476530106,0.01709503034545293,0.011607286616698614,0.999987919613461,0.8888237877284352,0.9999999327228897,0.8888862308935581,"[13, 10, 0, 0, 0, 0, 0, 0, 0]","[16, 34, 24, 24, 24, 24, 24, 24, 24]",0.09329119355056509,0.07882265714695483,1.1835580901140583,0.07164656613772526
rbf,rbf_l3,model_rbf_fixed_l3.pt,rbf,3.0,5,128,8,4,2,task,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,0.001,16,16,16,20,20,0.425531914893617,0.6451612903225806,31,2.2222222222222223,23.22222222222222,242,26.88888888888889,0.8321621172617512,0.02795796068841143,2.7851475187381913,0.10930856076812985,0.1662253894826945,0.18563258127568694,0.9618105249523816,0.9723691198913818,0.04357248003613922,0.03461901004637358,0.029071241917246332,0.022922190100024952,0.9999536598925103,0.8887741055561375,0.9999907119148164,0.8888559160805556,"[11, 8, 1, 0, 0, 0, 0, 0, 0]","[16, 36, 28, 27, 27, 27, 27, 27, 27]",0.06642065211452226,0.06456901235222716,1.028676910097282,0.1114353370591204
rbf,rbf_l3,model_rbf_fixed_l3.pt,rbf,3.0,5,128,8,4,3,task,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,0.001,16,16,16,28,28,0.5957446808510638,0.9032258064516129,31,3.111111111111111,16.88888888888889,181,20.11111111111111,0.765276981020766,0.03379188533699134,3.865532841184615,0.14246496623324678,0.1272055650190084,0.1664610137965078,0.9674163843266899,0.9838187442282271,0.055243948698252124,0.03840729886842403,0.021443732018575745,0.011821000890403575,0.9999999999999967,0.8888601636343534,0.9999999999999969,0.8888885815503118,"[16, 11, 1, 0, 0, 0, 0, 0, 0]","[16, 31, 20, 19, 19, 19, 19, 19, 19]",0.11716197406519224,0.10172852796023046,1.151712075407159,0.1108171418387475
rbf,rbf_l3,model_rbf_fixed_l3.pt,rbf,3.0,5,128,8,4,4,task,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,0.001,16,16,16,18,18,0.3829787234042553,0.5625,32,2.0,23.88888888888889,254,28.22222222222222,0.8677521399081994,0.028773272349647463,2.851412771614272,0.09381672055810311,0.16175009508984903,0.1829999341028275,0.9628059232228419,0.9738369067384771,0.04120662382861943,0.03708845541546704,0.026971703853040718,0.0194288750567461,0.9999035718034198,0.8887334902087101,0.9999869128086907,0.8888649395606308,"[13, 4, 1, 0, 0, 0, 0, 0, 0]","[16, 34, 30, 29, 29, 29, 29, 29, 29]",0.09432318891424393,0.07977620578185653,1.1823473928073904,0.10617114427268078
rbf,rbf_l3,model_rbf_fixed_l3.pt,rbf,3.0,5,128,8,4,5,task,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,0.001,16,16,16,23,23,0.48936170212765956,0.7419354838709677,31,2.5555555555555554,20.555555555555557,216,24.0,0.6837017610012005,0.03054419206737713,3.2043099030224607,0.0802317337050046,0.12918712963663218,0.1357233895140571,0.9807657248140669,0.9833106855362813,0.04798804056433258,0.043340646502631225,0.029592757543830662,0.017713759511122057,0.9999835806688612,0.8888368001416791,0.9999997778772745,0.8888882526268987,"[16, 6, 1, 0, 0, 0, 0, 0, 0]","[16, 31, 25, 24, 24, 24, 24, 24, 24]",0.04291692385372836,0.051074948772737425,0.8402734586125787,0.08688363246234009
rbf,rbf_l3,model_rbf_fixed_l3.pt,rbf,3.0,5,128,8,4,6,task,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,0.001,16,16,16,30,30,0.6382978723404256,0.9375,32,3.3333333333333335,16.22222222222222,168,18.666666666666668,0.6352184362111474,0.03931950879674647,4.6347431214977695,0.08724902692578422,0.07992116900864243,0.1086239714739174,0.9867109241384352,0.9936126067443047,0.05679244844602984,0.03215968736971987,0.017036980977372003,0.009926037028219984,0.9999999999999973,0.8888556812390686,0.9999999999999976,0.8888879395716263,"[15, 14, 1, 0, 0, 0, 0, 0, 0]","[16, 32, 18, 17, 17, 17, 17, 17, 17]",0.14590713971290176,0.13496668266274503,1.0810604279094178,0.11508654635011357
rbf,rbf_l3,model_rbf_fixed_l3.pt,rbf,3.0,5,128,8,4,7,task,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,0.001,16,16,16,24,24,0.5106382978723404,0.8,30,2.6666666666666665,20.555555555555557,213,23.666666666666668,0.7729004076355017,0.03665376575746494,3.8488151428197184,0.1056479121919948,0.0919373411190106,0.1349640633463925,0.9794384018046197,0.9915475253079836,0.041307453538044166,0.0335805946513491,0.02423804725569706,0.01831986314319367,0.9999999999999941,0.8888461287149187,0.9999999999999942,0.8888802749281074,"[13, 9, 2, 0, 0, 0, 0, 0, 0]","[16, 34, 25, 23, 23, 23, 23, 23, 23]",0.05865751232645591,0.06810788294510792,0.8612440996548284,0.15011305480967996
rbf,rbf_l3,model_rbf_fixed_l3.pt,rbf,3.0,5,128,8,4,8,task,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,0.001,16,16,16,17,17,0.3617021276595745,0.5862068965517241,29,1.8888888888888888,24.22222222222222,262,29.11111111111111,0.9486270649538593,0.02639508153065344,2.6095984126242753,0.10077617832349421,0.19153104492856698,0.1954853291868301,0.9620681209387814,0.9633158588286446,0.05178691228714905,0.04358638338502036,0.025995638675949794,0.017890633145854724,0.9998514316576863,0.8886827229177368,0.9999938532704051,0.8888717518565703,"[12, 4, 1, 0, 0, 0, 0, 0, 0]","[16, 35, 31, 30, 30, 30, 30, 30, 30]",0.05527205014809325,0.05942304663244818,0.9301450073734816,0.08658154558303392
rbf,rbf_l3,model_rbf_fixed_l3.pt,rbf,3.0,5,128,8,4,9,task,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,0.001,16,16,16,26,26,0.5531914893617021,0.8387096774193549,31,2.888888888888889,18.88888888888889,196,21.77777777777778,0.5105390339917331,0.03229959682411819,3.592549040520479,0.0878101019566038,0.09271795725063467,0.12055081582628455,0.9843683559773793,0.9914033804032867,0.06302698701954108,0.03981939907632412,0.020414341840824156,0.01274910101892649,0.9999999999999961,0.8888438377798903,0.9999999999999969,0.8888869830114519,"[15, 10, 1, 0, 0, 0, 0, 0, 0]","[16, 32, 22, 21, 21, 21, 21, 21, 21]",0.10249993161147518,0.09304536371836364,1.1016124556375457,0.06121104486486739
