bank_index,base_mse,krr_mse,base_mse_ratio,sampling_mode,profile,tau_actual,log10_lambda1,lambda1,gamma,n_ctx_actual,n_tgt_actual
97,0.1269266078644069,0.05975040798160927,2.124280187400126,train_distribution,minimal_step,15.356938362121582,0.43047571182250977,2.694484637478948,8,123,8
98,0.5440602429637541,0.3511329679232283,1.5494422132492767,train_distribution,minimal_step,12.263083457946777,-0.5789210796356201,0.2636810505749424,4,49,8
99,0.0689263151788132,0.015109298209141902,4.561847560670239,train_distribution,minimal_smooth,11.719574928283691,1.0919668674468994,12.35853145965249,12,141,8
100,0.02706495626088712,0.03286390411598097,0.8235465928019808,train_distribution,minimal_smooth,13.318649291992188,0.5394587516784668,3.4630499177030707,12,160,8
101,0.42089242123748427,0.1376602364644992,3.05747274628594,train_distribution,minimal_smooth,15.883840560913086,1.9224236011505127,83.64184443863203,4,64,8
102,0.27343983775792324,0.10038253159675425,2.723978299893411,train_distribution,minimal_step,15.773569107055664,0.3551309108734131,2.2653270499800535,4,63,8
103,0.019654951552116856,0.024080148718584708,0.8162304885163542,train_distribution,minimal_smooth,12.26671028137207,0.27486443519592285,1.8830612011332877,8,98,8
104,0.06565318007466203,0.023129789859389925,2.8384685063625437,train_distribution,minimal_smooth,14.399216651916504,1.745971441268921,55.714911020994634,8,115,8
105,0.018607951213505565,0.016808782602881496,1.10703741330533,train_distribution,minimal_smooth,6.612362861633301,0.05635237693786621,1.138550706014363,8,53,8
106,0.3912802063740113,0.3509133450588563,1.1150337024326746,train_distribution,minimal_step,6.9477314949035645,1.1046700477600098,12.725359132723485,4,28,8
107,0.05638743887795572,0.022033154601074228,2.559208606252259,train_distribution,minimal_step,10.953522682189941,0.40125083923339844,2.5191315043001143,12,131,8
108,0.2009972757490962,0.16132986788075207,1.2458776442912884,train_distribution,minimal_step,4.03038215637207,-0.9882330894470215,0.1027464701297614,4,16,8
109,0.060293609207033416,0.08900557040059105,0.6774138847228042,train_distribution,minimal_smooth,7.067404747009277,-0.21771574020385742,0.6057372196469317,8,57,8
110,0.3448649736909246,0.0465590266688832,7.407048608286484,train_distribution,minimal_smooth,14.476177215576172,1.6458206176757812,44.24056020530689,4,58,8
111,0.3045072608639946,0.28210499971199093,1.0794110745108196,train_distribution,minimal_smooth,10.313129425048828,-0.6400930881500244,0.22903766730578776,4,41,8
112,0.12143592970762873,0.07985800668239207,1.5206481447827598,train_distribution,minimal_step,15.07086181640625,-0.44820117950439453,0.3562860517626603,8,121,8
113,0.04429313747182562,0.007760259649440601,5.707687561075162,train_distribution,minimal_smooth,14.614448547363281,1.6434261798858643,43.99731561210455,12,175,8
114,0.23857291551382787,0.025640728097952765,9.304451675569863,train_distribution,minimal_smooth,14.899881362915039,1.8535020351409912,71.36775494685179,8,119,8
115,0.11498269552011131,0.04869853885117734,2.361111816342134,train_distribution,minimal_step,13.077539443969727,0.45044851303100586,2.821295089907675,8,105,8
116,0.2971751127140654,0.06868479100727341,4.326650898342194,train_distribution,minimal_step,13.700176239013672,1.8899428844451904,77.61450364242792,8,110,8
117,0.6771072956966169,0.16285888086770356,4.1576320068578685,train_distribution,minimal_step,5.6357269287109375,1.880690574645996,75.97847539718187,8,45,8
118,0.25856315675180674,0.07150809674992484,3.6158584622388026,train_distribution,minimal_smooth,14.968826293945312,1.923736810684204,83.89514146250043,4,60,8
119,0.37126469695013675,0.06608388000851083,5.61808260807813,train_distribution,minimal_step,5.846916198730469,1.967029094696045,92.6891916582007,8,47,8
