selection_rank,bank_index,name,replicate,state_idx,basis_layer,sampling_mode,profile,tau_actual,log10_lambda1,gamma,n_ctx,n_tgt,r_T,rank_Q,candidate_dim,rank_to_alpha,best_rank,rho_TQ,best_rho,reach_alpha,krr_mse,base_mse,mse,mse_ratio,mse_repair_factor,point_err,point_drift,E_F_T,E_F_TQ,damage_vs_base
6,143,keep_krr_oracle,keep_krr_oracle,1,8,train_distribution,minimal_step,8.992897987365723,1.9402694702148438,8,72,8,8,8,10,8,8,0.005037340766746423,0.005037340766746423,1.0,0.009212946715558005,0.1214795586300852,1.0967526347867818,119.04471703224804,0.11076295125901556,0.044106634785483725,0.04669792336878676,,,
6,143,keep_random_A,keep_random_A_00,1,8,train_distribution,minimal_step,8.992897987365723,1.9402694702148438,8,72,8,8,8,10,8,8,0.005037340766746423,0.005037340766746423,1.0,0.009212946715558005,0.1214795586300852,1262936604337121.2,1.3708280784956525e+17,9.618816828406545e-17,1540528.4801465378,1522961.9189920132,,,
6,143,keep_random_A,keep_random_A_01,1,8,train_distribution,minimal_step,8.992897987365723,1.9402694702148438,8,72,8,8,8,10,8,8,0.005037340766746423,0.005037340766746423,1.0,0.009212946715558005,0.1214795586300852,1.7077753655407498e+17,1.853668992415652e+19,7.11332187366574e-19,17914072.571822874,17709799.313271657,,,
6,143,keep_random_A,keep_random_A_02,1,8,train_distribution,minimal_step,8.992897987365723,1.9402694702148438,8,72,8,8,8,10,8,8,0.005037340766746423,0.005037340766746423,1.0,0.009212946715558005,0.1214795586300852,45995024322494.25,4992433554925694.0,2.6411456547632395e-15,293991.2324295105,290638.8736288874,,,
6,143,keep_random_A,keep_random_A_03,1,8,train_distribution,minimal_step,8.992897987365723,1.9402694702148438,8,72,8,8,8,10,8,8,0.005037340766746423,0.005037340766746423,1.0,0.009212946715558005,0.1214795586300852,1.3056136263875507e+18,1.4171509579912652e+20,9.304403398898497e-20,49532049.00873246,48967237.57278898,,,
6,143,keep_random_A,keep_random_A_04,1,8,train_distribution,minimal_step,8.992897987365723,1.9402694702148438,8,72,8,8,8,10,8,8,0.005037340766746423,0.005037340766746423,1.0,0.009212946715558005,0.1214795586300852,1.3488813854780772e+16,1.4641150406310354e+18,9.005948183281498e-18,5034610.041351398,4977200.635598969,,,
7,127,base,base,1,8,train_distribution,minimal_step,15.15468978881836,1.4154863357543945,4,61,8,8,34,43,,34,0.2858027618193804,0.2858027618193804,0.0,0.08050913468142777,1.0498691903560768,1.0498691903560768,13.040373549043567,1.0,0.06508758896279469,0.0,0.07042901611199165,0.06687813901990472,0.0
7,127,keep_Q,keep_Q,1,8,train_distribution,minimal_step,15.15468978881836,1.4154863357543945,4,61,8,8,34,43,,34,0.2858027618193804,0.2858027618193804,0.0,0.08050913468142777,1.0498691903560768,3.738141704985931e+16,4.643127416258597e+17,2.808532348989772e-17,13240981.67932793,13605724.100076625,16726628.882548513,16726628.880530784,16726628.878638892
7,127,remove_Q,remove_Q,1,8,train_distribution,minimal_step,15.15468978881836,1.4154863357543945,4,61,8,8,34,43,,34,0.2858027618193804,0.2858027618193804,0.0,0.08050913468142777,1.0498691903560768,2.316504801771746e+16,2.8773192146929488e+17,4.53212611324224e-17,10423388.059632817,10710515.6776714,184378234.2121662,184378234.21780434,184378234.2260888
7,127,zero_context,zero_context,1,8,train_distribution,minimal_step,15.15468978881836,1.4154863357543945,4,61,8,8,34,43,,34,0.2858027618193804,0.2858027618193804,0.0,0.08050913468142777,1.0498691903560768,119.84492867042496,1488.5879614114317,0.008760230424461515,0.7491712152860582,0.7518061072691535,,,
7,127,keep_response_svd,keep_response_svd,1,8,train_distribution,minimal_step,15.15468978881836,1.4154863357543945,4,61,8,8,34,43,,34,0.2858027618193804,0.2858027618193804,0.0,0.08050913468142777,1.0498691903560768,0.9793286749458616,12.164193278452634,1.072029459786945,0.0646030071814652,0.012937024141559807,,,
7,127,keep_krr_oracle,keep_krr_oracle,1,8,train_distribution,minimal_step,15.15468978881836,1.4154863357543945,4,61,8,8,34,43,,34,0.2858027618193804,0.2858027618193804,0.0,0.08050913468142777,1.0498691903560768,3.158693862079625e+16,3.92339810206442e+17,3.3237446748475415e-17,12171555.200274928,12506838.666636303,,,
7,127,keep_random_A,keep_random_A_00,1,8,train_distribution,minimal_step,15.15468978881836,1.4154863357543945,4,61,8,8,34,43,,34,0.2858027618193804,0.2858027618193804,0.0,0.08050913468142777,1.0498691903560768,197684963494878.4,2455435203435136.5,5.310819658690312e-15,962895.4268694138,989419.7956964206,,,
