basis,layer,n,best_model_excess_mean,best_model_excess_std,best_op_excess_mean,best_op_excess_std,best_op_signal_error_mean,best_op_signal_error_std,best_rank_mean,best_rank_std,candidate_dim_mean,candidate_dim_std,layer_mean,layer_std,model_excess_at_oracle_mean,model_excess_at_oracle_std,model_excess_at_strict_mean,model_excess_at_strict_std,op_excess_at_oracle_mean,op_excess_at_oracle_std,op_excess_at_strict_mean,op_excess_at_strict_std,op_signal_error_at_oracle_mean,op_signal_error_at_oracle_std,op_signal_error_at_strict_mean,op_signal_error_at_strict_std,r_eff_T_task_mean,r_eff_T_task_std,r_eff_T_task_strict_mean,r_eff_T_task_strict_std,rank_at_oracle_mean,rank_at_oracle_std,rank_at_strict_mean,rank_at_strict_std,reach_alpha_mean,reach_alpha_std,rank_to_alpha_mean,rank_to_alpha_std
combined,0,16,0.23724953070529003,0.03795224771028739,0.19612564826023363,0.024287876485705746,0.12518605969415939,0.008719578934772407,23.0,0.0,23.0,0.0,0.0,0.0,0.24560014375751432,0.03755012783962288,0.23724953070529003,0.03795224771028739,0.20806519610775673,0.023645562750408407,0.19612564826023363,0.024287876485705746,0.1290234729223718,0.009106745059328299,0.12518605969415939,0.008719578934772407,17.0625,0.7719024117939607,27.6875,1.3022416570411703,17.0625,0.7719024117939607,23.0,0.0,0.0,0.0,,
combined,1,16,0.2075953871360272,0.029708939263414162,0.16044562213279773,0.01630266618910701,0.11341813622612529,0.008933013224772692,24.5625,1.2093386622447824,24.5625,1.2093386622447824,1.0,0.0,0.21978159645828116,0.02984263942458538,0.2075953871360272,0.029708939263414162,0.175898501137204,0.015442782077733664,0.16044562213279773,0.01630266618910701,0.11881691665893265,0.009211376145878603,0.11341813622612529,0.008933013224772692,17.0625,0.7719024117939607,27.6875,1.3022416570411703,17.0625,0.7719024117939607,24.5625,1.2093386622447824,0.0,0.0,,
combined,2,16,0.17473563574576656,0.030814881491444703,0.12481985054495322,0.018722831483550313,0.09982445680373633,0.00865676197827322,26.625,1.6278820596099706,26.625,1.6278820596099706,2.0,0.0,0.19132044661878883,0.02892782224093484,0.17474302459052654,0.030818407228734825,0.1444198126300618,0.015365797120296521,0.12482325512771515,0.018721049907600137,0.10756967428026586,0.008264686892808753,0.09982579215658666,0.00865526217084994,17.0625,0.7719024117939607,27.6875,1.3022416570411703,17.0625,0.7719024117939607,26.5625,1.5903353943953669,0.0,0.0,,
combined,3,16,0.13819515486302186,0.027341650453500982,0.08145156723804013,0.019179065215125767,0.08033570796652365,0.011280640333474415,30.25,1.7320508075688772,30.25,1.7320508075688772,3.0,0.0,0.1606678395074431,0.026001760966917104,0.13856225958398388,0.027269054824160872,0.10701494535840325,0.016013699738200445,0.08158673551056086,0.019121388399673183,0.09253033379683676,0.009729905378645503,0.08040746908678867,0.011236537646560525,17.0625,0.7719024117939607,27.6875,1.3022416570411703,17.0625,0.7719024117939607,27.6875,1.3022416570411703,0.0625,0.25,20.0,0.0
combined,4,16,0.12706022090422583,0.025413616330055313,0.06546070181806339,0.021279430062436367,0.07177365177587605,0.01288125571126104,32.25,1.983263304085802,32.25,1.983263304085802,4.0,0.0,0.1512808566269557,0.02376471088497362,0.12771289029556535,0.025266619885599084,0.09306829469576632,0.017642863285660587,0.0657037060608236,0.021189274182379092,0.08624968386187265,0.01066903288442502,0.07191877317565543,0.012810577678110164,17.0625,0.7719024117939607,27.6875,1.3022416570411703,17.0625,0.7719024117939607,27.6875,1.3022416570411703,0.25,0.4472135954999579,22.25,2.753785273643051
combined,5,16,0.1044618238784149,0.018791681066083234,0.0405782184197042,0.010694324326385536,0.05670643625541581,0.009447241571728998,35.25,1.61245154965971,35.25,1.61245154965971,5.0,0.0,0.13219719770301297,0.01882764844741097,0.10542136306176761,0.018706285316581278,0.07264965796324202,0.00942612947360349,0.04098232916936964,0.010618309316275784,0.07641337615646776,0.008522683942251502,0.057003091728944646,0.009350158236865453,17.0625,0.7719024117939607,27.6875,1.3022416570411703,17.0625,0.7719024117939607,27.6875,1.3022416570411703,0.8125,0.4031128874149275,20.76923076923077,2.385855756810896
combined,6,16,0.0968609126422274,0.021411917331123693,0.031054642752662023,0.008840435109505627,0.04957900633205186,0.00919252541678782,36.9375,1.6111590031195968,36.9375,1.6111590031195968,6.0,0.0,0.12620416695669795,0.021512812164444495,0.09807181189506398,0.02131643274402646,0.06537293762141311,0.008335276232318521,0.031556573306842584,0.008746137603112651,0.07250796046397595,0.008235180165443983,0.050003129363704976,0.009045363057019857,17.0625,0.7719024117939607,27.6875,1.3022416570411703,17.0625,0.7719024117939607,27.6875,1.3022416570411703,1.0,0.0,19.375,1.9621416870348585
combined,7,16,0.0851105440654068,0.01767989185828589,0.01873153512960727,0.00737378523707455,0.03809904058379741,0.009266837025363508,39.125,1.927865832122834,39.125,1.927865832122834,7.0,0.0,0.11724382951909243,0.019956172739076686,0.08654511319666013,0.01768225264564939,0.05564608254226404,0.00661623086968496,0.019370716114633705,0.007256336552071916,0.06689731542193839,0.0073040739334044,0.03882413241724444,0.008958117114539787,17.0625,0.7719024117939607,27.6875,1.3022416570411703,17.0625,0.7719024117939607,27.6875,1.3022416570411703,1.0,0.0,18.1875,0.75
combined,8,16,0.08446348326320821,0.018300528615099943,0.017886388632863424,0.006887735969632655,0.037256654461869355,0.008863966055848787,39.375,1.7841898254763513,39.375,1.7841898254763513,8.0,0.0,0.116804753089084,0.020462283831521853,0.0859351684270276,0.01830520726935941,0.05506731715841024,0.006463052468867607,0.01854137821750987,0.006794935989368043,0.06654810541044935,0.007222400284874115,0.03800730167793735,0.008576347482854527,17.0625,0.7719024117939607,27.6875,1.3022416570411703,17.0625,0.7719024117939607,27.6875,1.3022416570411703,1.0,0.0,18.0625,0.7719024117939607
raw,0,16,0.6680288967525367,0.12987948488472745,0.6804429566073017,0.08458723353697661,0.23298368522845897,0.013402114015910493,7.0,0.0,7.0,0.0,0.0,0.0,0.6680288967525367,0.12987948488472745,0.6680288967525367,0.12987948488472745,0.6804429566073017,0.08458723353697661,0.6804429566073017,0.08458723353697661,0.23298368522845897,0.013402114015910493,0.23298368522845897,0.013402114015910493,17.0625,0.7719024117939607,27.6875,1.3022416570411703,7.0,0.0,7.0,0.0,0.0,0.0,,
