probe_kind,eps,n,additivity_defect_mean,additivity_defect_std,eps_mean,eps_std
isotropic,0.001,4,0.0013302734788944249,0.0009711356921256908,0.001,0.0
isotropic,0.01,4,0.005421993641835382,0.0010682492292897463,0.01,0.0
label,0.001,4,0.0008171484773289338,0.0006127045979061194,0.001,0.0
label,0.01,4,0.0011532862038663816,0.00024715069634871146,0.01,0.0
