model_key,n,krr_pred_norm_mean,krr_pred_norm_std,model_pred_norm_mean,model_pred_norm_std,mse_krr_true_mean,mse_krr_true_std,mse_model_krr_mean,mse_model_krr_std,mse_model_true_mean,mse_model_true_std,ratio_model_krr_mean,ratio_model_krr_std,rel_model_krr_norm_mean,rel_model_krr_norm_std,rel_model_true_norm_mean,rel_model_true_norm_std
dx40,4,5.953899157322551,3.091114863311165,5.904226656876916,3.089460315472111,0.09594539752011966,0.0634703529433189,0.013196539137583396,0.017693662952657077,0.09441959339178495,0.06015475681777193,0.9864008574815781,0.0860568436146891,0.10094065315428886,0.018479401389000977,0.3207520391998878,0.06080231575992753
