episode,probe_kind,method,operator_kind,rank,point_model_to_T,point_operator_to_T,point_model_to_operator,E_model_to_T,E_model_to_operator,E_operator_to_T,E_model_to_zero,E_zero_to_T,R_use,R_sub,X_use,X_sub,cos_res,basis_source,nominal_rank,response_basis_probe_kind,control,actlr_fit_probe_kind
0,isotropic,raw,galerkin_main,40,0.08917641542682452,0.0014041479642291715,0.0885828925327476,0.2638680327805634,0.26332303308792493,0.08134232999489054,0.9804637807884323,0.9999999999999992,0.2685698730002114,0.08134232999480925,0.9278702233166504,0.9933834253510155,-0.14774649510324064,raw,40,,,
0,isotropic,resp,galerkin_main,40,0.08917641542682452,0.07542640189102486,0.09217382939174215,0.2638680327805634,0.44362663691556675,0.37523677690737617,0.9804637807884323,0.9999999999999992,0.4524661141060972,0.37523677690700125,0.7952744155857282,0.8591973612564454,-0.8049164860303345,response,40,label,,
0,isotropic,raw_euclidean,galerkin_control,40,0.08917641542682452,0.0014135810124996317,0.08859676786776059,0.2638680327805634,0.26328360903798587,0.08160156388992816,0.9804637807884323,0.9999999999999992,0.26852966340684187,0.08160156388984663,0.9278918198706082,0.9933411847707313,-0.14779907326311265,raw,40,,euclidean_svd,
0,isotropic,resp_euclidean,galerkin_control,40,0.08917641542682452,0.08461120603214918,0.09799853600277711,0.2638680327805634,0.46251316805890647,0.4016768629483936,0.9804637807884323,0.9999999999999992,0.47172896859740027,0.40167686294799226,0.7774717801860329,0.8386556977722599,-0.8225724373264524,response,40,label,euclidean_svd,
0,isotropic,raw_random,galerkin_control,40,0.08917641542682452,0.10722797421235794,0.137130023440869,0.2638680327805634,0.495439738763793,0.42173854117449444,0.9804637807884323,0.9999999999999992,0.5053116172887934,0.42173854117407306,0.744660169432984,0.8221366028883647,-0.846385041682103,raw,40,,random_A_orthonormal,
0,isotropic,resp_random,galerkin_control,40,0.08917641542682452,0.12779722333436958,0.15998276314692617,0.2638680327805634,0.5625217325712573,0.4831475023263573,0.9804637807884323,0.9999999999999992,0.5737302525528644,0.4831475023258745,0.6708335973056265,0.7665684909962691,-0.8834979684668033,response,40,label,random_A_orthonormal,
0,isotropic,raw_poly_y,galerkin_control,3,0.08917641542682452,0.4593437314732049,0.4271587767428985,0.2638680327805634,0.9166511645500978,0.9381312501184469,0.9804637807884323,0.9999999999999992,0.9349158862472665,0.9381312501175095,0.12593228564248826,0.11990975755295874,-0.9597849752311215,raw,40,,single_seed_polynomial_y,
0,isotropic,resp_poly_y,galerkin_control,3,0.08917641542682452,0.4593437314732049,0.4271587767428985,0.2638680327805634,0.9166511645500978,0.9381312501184469,0.9804637807884323,0.9999999999999992,0.9349158862472665,0.9381312501175095,0.12593228564248826,0.11990975755295874,-0.9597849752311215,response,40,label,single_seed_polynomial_y,
0,isotropic,raw_shuffled_labels,galerkin_control,40,0.08917641542682452,0.010905428237230704,0.08472534391851616,0.2638680327805634,0.2674848512151295,0.08081679591496531,0.9804637807884323,0.9999999999999992,0.27281461738419427,0.08081679591488455,0.9255721845415157,0.9934686454980519,-0.1955187205273164,raw,40,,shuffled_labels,
0,isotropic,resp_shuffled_labels,galerkin_control,40,0.08917641542682452,0.11443420483397074,0.13378575315697813,0.2638680327805634,0.4370034485905146,0.3597281352235744,0.9804637807884323,0.9999999999999992,0.44571095552214685,0.35972813522321495,0.8013417441275348,0.8705956687288283,-0.797538554650109,response,40,label,shuffled_labels,
0,isotropic,raw_shuffled_Kt,galerkin_control,40,0.08917641542682452,4.844899729587558,4.830298618774362,0.2638680327805634,23.447552172753028,23.437098482339618,0.9804637807884323,0.9999999999999992,23.91475609009641,23.4370984823162,-570.9155588488034,-548.2975852697882,-0.9999367500714085,raw,40,,shuffled_Kt,
0,isotropic,resp_shuffled_Kt,galerkin_control,40,0.08917641542682452,6.642441280464414,6.620795285398845,0.2638680327805634,24.275359119614237,24.27611843434433,0.9804637807884323,0.9999999999999992,24.75905749426933,24.27611843432007,-612.0109280045343,-588.3299262371348,-0.9999409261799668,response,40,label,shuffled_Kt,
0,isotropic,raw_actLR,activation_low_rank,40,0.08917641542682452,1.2040223465300355,1.20967017477376,0.2638680327805634,1.453230303219895,1.4670902678901745,0.9804637807884323,0.9999999999999992,1.4821866260575265,1.4670902678887086,-1.1968771944637937,-1.1523538541337626,-0.983716325604913,raw,40,,,label
0,isotropic,resp_actLR,activation_low_rank,40,0.08917641542682452,1.1378836529903527,1.1436612169483271,0.2638680327805634,1.5132301161655477,1.5214631980738258,0.9804637807884323,0.9999999999999992,1.5433819645506457,1.5214631980723055,-1.3820278885002106,-1.3148502630884074,-0.984893838325679,response,40,,,label
0,isotropic,raw_best_rank,best_rank_control,40,0.08917641542682452,1.7891624987990543e-15,0.08917641542682367,0.2638680327805634,0.2638680327805635,1.819105061445119e-15,0.9804637807884323,0.9999999999999992,0.2691257320776367,1.8191050614433013e-15,0.9275713403336762,1.0,-0.007794588039092004,raw,,,,
0,isotropic,resp_best_rank,best_rank_control,40,0.08917641542682452,1.7891624987990543e-15,0.08917641542682367,0.2638680327805634,0.2638680327805635,1.819105061445119e-15,0.9804637807884323,0.9999999999999992,0.2691257320776367,1.8191050614433013e-15,0.9275713403336762,1.0,-0.007794588039092004,response,,,,
0,label,raw,galerkin_main,40,0.08917641542682452,0.0014041479642291715,0.0885828925327476,0.08197565026851399,0.0822363903259856,0.017652080860013783,1.021357524009388,0.9999999999999997,0.08051675186479479,0.017652080859996137,0.993517052669143,0.9996884040413122,-0.12207289088397928,raw,40,,,
0,label,resp,galerkin_main,40,0.08917641542682452,0.07542640189102486,0.09217382939174215,0.08197565026851399,0.12301044159341515,0.09245403249418302,1.021357524009388,0.9999999999999997,0.12043818026660372,0.0924540324940906,0.9854946447340691,0.9914522518755816,-0.7456076200243371,response,40,label,,
0,label,raw_euclidean,galerkin_control,40,0.08917641542682452,0.0014135810124996317,0.08859676786776059,0.08197565026851399,0.08222976503033182,0.01769049529833934,1.021357524009388,0.9999999999999997,0.0805102651101589,0.017690495298321656,0.9935180972118919,0.9996870463761001,-0.12190975285511349,raw,40,,euclidean_svd,
0,label,resp_euclidean,galerkin_control,40,0.08917641542682452,0.08461120603214918,0.09799853600277711,0.08197565026851399,0.1270211352132185,0.09838414803731672,1.021357524009388,0.9999999999999997,0.12436500659873398,0.09838414803721837,0.9845333451336968,0.9903205594149908,-0.7639436110681229,response,40,label,euclidean_svd,
0,label,raw_random,galerkin_control,40,0.08917641542682452,0.14893909444660225,0.16679242031691077,0.08197565026851399,0.14026567445484098,0.1272874152052917,1.021357524009388,0.9999999999999997,0.1373325903588432,0.12728741520516446,0.9811397596253302,0.9837979139303881,-0.8165242581815924,raw,40,,random_A_orthonormal,
0,label,resp_random,galerkin_control,40,0.08917641542682452,0.21242054384520861,0.21876070209592627,0.08197565026851399,0.14071583542746302,0.12321946360009753,1.021357524009388,0.9999999999999997,0.13777333805202557,0.12321946359997435,0.9810185073220022,0.9848169637901346,-0.8150438262891075,response,40,label,random_A_orthonormal,
0,label,raw_poly_y,galerkin_control,3,0.08917641542682452,0.4593437314732049,0.4271587767428985,0.08197565026851399,0.6317349710606979,0.6242731660382298,1.021357524009388,0.9999999999999997,0.6185248125261499,0.6242731660376057,0.6174270562894911,0.6102830141653839,-0.9915507759316413,raw,40,,single_seed_polynomial_y,
0,label,resp_poly_y,galerkin_control,3,0.08917641542682452,0.4593437314732049,0.4271587767428985,0.08197565026851399,0.6317349710606979,0.6242731660382298,1.021357524009388,0.9999999999999997,0.6185248125261499,0.6242731660376057,0.6174270562894911,0.6102830141653839,-0.9915507759316413,response,40,label,single_seed_polynomial_y,
0,label,raw_shuffled_labels,galerkin_control,40,0.08917641542682452,0.010905428237230704,0.08472534391851616,0.08197565026851399,0.0824963690594456,0.017889345626809293,1.021357524009388,0.9999999999999997,0.08077129420413076,0.01788934562679141,0.9934759980325898,0.9996799713130452,-0.13744094473357477,raw,40,,shuffled_labels,
0,label,resp_shuffled_labels,galerkin_control,40,0.08917641542682452,0.11443420483397074,0.13378575315697813,0.08197565026851399,0.11626471013675109,0.08244080551959392,1.021357524009388,0.9999999999999997,0.11383350825109169,0.08244080551951151,0.9870419323992486,0.9932035135852941,-0.7091300937838133,response,40,label,shuffled_labels,
0,label,raw_shuffled_Kt,galerkin_control,40,0.08917641542682452,6.671832080804735,6.667503274902995,0.08197565026851399,4.690555073757691,4.687154533452476,1.021357524009388,0.9999999999999997,4.5924712585854355,4.68715453344779,-20.090792260933295,-20.969417620420174,-0.9998474338233003,raw,40,,shuffled_Kt,
0,label,resp_shuffled_Kt,galerkin_control,40,0.08917641542682452,7.068840879681228,7.055388636985553,0.08197565026851399,4.872826776823926,4.870793463423731,1.021357524009388,0.9999999999999997,4.770931492912139,4.870793463418862,-21.76178731006085,-22.724628963283916,-0.9998585210645077,response,40,label,shuffled_Kt,
0,label,raw_actLR,activation_low_rank,40,0.08917641542682452,1.2040223465300355,1.20967017477376,0.08197565026851399,0.8242139321510918,0.8073214099173366,1.021357524009388,0.9999999999999997,0.8069788617356961,0.8073214099165296,0.34878511671176027,0.3482321410903868,-0.9951648660782908,raw,40,,,label
0,label,resp_actLR,activation_low_rank,40,0.08917641542682452,1.1378836529903527,1.1436612169483271,0.08197565026851399,0.8710563134864544,0.8539156707186694,1.021357524009388,0.9999999999999997,0.8528417258495616,0.8539156707178157,0.2726609906499411,0.27082802730254296,-0.9956802023464053,response,40,,,label
0,label,raw_best_rank,best_rank_control,40,0.08917641542682452,0.435556092885485,0.41151299276760195,0.08197565026851399,0.343359998382739,0.33793462704013644,1.021357524009388,0.9999999999999997,0.3361800254180599,0.3379346270397986,0.8869829905099126,0.8858001878474722,-0.9711695847383257,raw,,,,
0,label,resp_best_rank,best_rank_control,40,0.08917641542682452,0.435556092885485,0.41151299276760195,0.08197565026851399,0.343359998382739,0.33793462704013644,1.021357524009388,0.9999999999999997,0.3361800254180599,0.3379346270397986,0.8869829905099126,0.8858001878474722,-0.9711695847383257,response,,,,
1,isotropic,raw,galerkin_main,40,0.11324845987734097,0.0013900546437355626,0.11258097017939982,0.22994134480113104,0.22627263770809644,0.04672126287816107,1.0269663584684803,0.9999999999999989,0.22033111001349404,0.0467212628781144,0.9514542019602216,0.9978171235950741,-0.024081218804038067,raw,40,,,
