checkpoint,episode,d_x,d_model,n_layers,n_heads,n_ctx,n_tgt,sigma2,eps,rank_Q,k_remove,control,state_idx,state_label,agg_leverage_task,agg_leverage_iso,pred_drift,base_pointwise_F_T,surg_pointwise_F_T,krr_err_inflation,mse_model,mse_krr,mse_ratio,base_E_task_F_T,base_E_task_F_TQ,base_E_task_TQ_T,surg_E_task_F_T,surg_E_task_F_TQ,surg_E_task_damage,delta_E_task_F_T,base_E_iso_F_T,base_E_iso_F_TQ,base_E_iso_TQ_T,surg_E_iso_F_T,surg_E_iso_F_TQ,surg_E_iso_damage,delta_E_iso_F_T
model_L8.pt,0,5,128,8,4,47,16,0.1,0.001,12,1,high_variance_low_task,1,after_layer_1,0.0005934946560279636,0.022733281302366414,0.0033681940247469373,0.004915776687816433,0.003638678258035477,0.7402041404878711,0.017719347259035526,0.011782966928681866,1.503810319275652,0.0073072529614554614,0.007231089543391502,0.0007096439230062483,0.0062417974872457024,0.006152703731676012,0.0034413142215262388,-0.001065455474209759,0.19388258875111483,0.19020403649391718,0.030132957227489307,0.18922899964588843,0.18495646027990842,0.04320830924131608,-0.004653589105226397
model_L8.pt,0,5,128,8,4,47,16,0.1,0.001,12,1,high_variance_low_task,2,after_layer_2,0.0005934946560279636,0.022733281302366414,0.002275526125064782,0.004915776687816433,0.003549642612551666,0.7220919171021989,0.017719347259035526,0.011782966928681866,1.503810319275652,0.0073072529614554614,0.007231089543391502,0.0007096439230062483,0.006269937491894226,0.006160321218251013,0.0028907269132487762,-0.0010373154695612358,0.19388258875111483,0.19020403649391718,0.030132957227489307,0.1906010107193435,0.18617809705544616,0.03908613559444142,-0.0032815780317713428
model_L8.pt,0,5,128,8,4,47,16,0.1,0.001,12,1,high_variance_low_task,3,after_layer_3,0.0005934946560279636,0.022733281302366414,0.0022219313958753064,0.004915776687816433,0.00374783752747861,0.7624100453479677,0.017719347259035526,0.011782966928681866,1.503810319275652,0.0073072529614554614,0.007231089543391502,0.0007096439230062483,0.00648922914527338,0.006375932450446896,0.0024845941672930524,-0.0008180238161820813,0.19388258875111483,0.19020403649391718,0.030132957227489307,0.18957985895249538,0.18498046703280652,0.03856588562259477,-0.0043027297986194535
model_L8.pt,0,5,128,8,4,47,16,0.1,0.001,12,1,high_variance_low_task,4,after_layer_4,0.0005934946560279636,0.022733281302366414,0.002050691382815623,0.004915776687816433,0.0036478889586683536,0.7420778424922166,0.017719347259035526,0.011782966928681866,1.503810319275652,0.0073072529614554614,0.007231089543391502,0.0007096439230062483,0.006493901949971479,0.006379704627481648,0.002315160779148421,-0.0008133510114839825,0.19388258875111483,0.19020403649391718,0.030132957227489307,0.19028726102918886,0.1857468279349965,0.03727090376973545,-0.0035953277219259727
model_L8.pt,0,5,128,8,4,47,16,0.1,0.001,12,1,high_variance_low_task,5,after_layer_5,0.0005934946560279636,0.022733281302366414,0.0018274869989424515,0.004915776687816433,0.0036840286389712676,0.7494296167077714,0.017719347259035526,0.011782966928681866,1.503810319275652,0.0073072529614554614,0.007231089543391502,0.0007096439230062483,0.006414123769078304,0.00630879703912544,0.002366809675632876,-0.0008931291923771571,0.19388258875111483,0.19020403649391718,0.030132957227489307,0.19014315077416596,0.18594302161508866,0.0310073393704389,-0.0037394379769488673
model_L8.pt,0,5,128,8,4,47,16,0.1,0.001,12,1,high_variance_low_task,6,after_layer_6,0.0005934946560279636,0.022733281302366414,0.0017466414901007672,0.004915776687816433,0.003881250448451033,0.7895497893691074,0.017719347259035526,0.011782966928681866,1.503810319275652,0.0073072529614554614,0.007231089543391502,0.0007096439230062483,0.006299946070529815,0.006204651435962074,0.002579728341053529,-0.001007306890925646,0.19388258875111483,0.19020403649391718,0.030132957227489307,0.19037644979631307,0.18636856773728833,0.02305286075522045,-0.0035061389548017574
model_L8.pt,0,5,128,8,4,47,16,0.1,0.001,12,1,high_variance_low_task,7,after_layer_7,0.0005934946560279636,0.022733281302366414,0.0013968295439168712,0.004915776687816433,0.004244077664557964,0.8633585156699144,0.017719347259035526,0.011782966928681866,1.503810319275652,0.0073072529614554614,0.007231089543391502,0.0007096439230062483,0.006502232358498903,0.006424761065644913,0.0018381401274876728,-0.0008050206029565589,0.19388258875111483,0.19020403649391718,0.030132957227489307,0.1907882120510152,0.18717928686340599,0.014652038239093987,-0.003094376700099627
model_L8.pt,0,5,128,8,4,47,16,0.1,0.001,12,1,high_variance_low_task,8,final,0.0005934946560279636,0.022733281302366414,0.0,0.004915776687816433,0.004915776687816433,1.0,0.017719347259035526,0.011782966928681866,1.503810319275652,0.0073072529614554614,0.007231089543391502,0.0007096439230062483,0.0073072529614554614,0.007231089543391502,0.0,0.0,0.19388258875111483,0.19020403649391718,0.030132957227489307,0.19388258875111483,0.19020403649391718,0.0,0.0
model_L8.pt,0,5,128,8,4,47,16,0.1,0.001,12,1,random_A,0,embedding,0.4802766079383813,1.3428007774005528,0.1934402275841652,0.004915776687816433,0.1919498868867711,39.04772309175712,0.017719347259035526,0.011782966928681866,1.503810319275652,0.0073072529614554614,0.007231089543391502,0.0007096439230062483,0.22802070594501728,0.22798260275348836,0.22634183106903538,0.22071345298356182,0.19388258875111483,0.19020403649391718,0.030132957227489307,2.225236790071997,2.225259815309808,2.23332323073974,2.031354201320882
model_L8.pt,0,5,128,8,4,47,16,0.1,0.001,12,1,random_A,1,after_layer_1,0.4802766079383813,1.3428007774005528,14.293927861988017,0.004915776687816433,14.245026968893166,2897.8181625294183,0.017719347259035526,0.011782966928681866,1.503810319275652,0.0073072529614554614,0.007231089543391502,0.0007096439230062483,26.66897518764437,26.66893767642455,26.66882101201077,26.661667934682914,0.19388258875111483,0.19020403649391718,0.030132957227489307,35.14481144013627,35.14373051869439,35.112879398311605,34.95092885138516
model_L8.pt,0,5,128,8,4,47,16,0.1,0.001,12,1,random_A,2,after_layer_2,0.4802766079383813,1.3428007774005528,367.1636502506078,0.004915776687816433,365.8474455306615,74423.12146469155,0.017719347259035526,0.011782966928681866,1.503810319275652,0.0073072529614554614,0.007231089543391502,0.0007096439230062483,607.611356805526,607.6113199643182,607.6101610727624,607.6040495525646,0.19388258875111483,0.19020403649391718,0.030132957227489307,934.4446738575475,934.4447887557873,934.4402117732017,934.2507912687964
model_L8.pt,0,5,128,8,4,47,16,0.1,0.001,12,1,random_A,3,after_layer_3,0.4802766079383813,1.3428007774005528,2.096854632702764,0.004915776687816433,2.089817969206368,425.12467549347855,0.017719347259035526,0.011782966928681866,1.503810319275652,0.0073072529614554614,0.007231089543391502,0.0007096439230062483,4.69136414642681,4.691373007993801,4.692370449589595,4.684056893465355,0.19388258875111483,0.19020403649391718,0.030132957227489307,12.190301911062404,12.187225683850128,12.173966516478947,11.99641932231129
model_L8.pt,0,5,128,8,4,47,16,0.1,0.001,12,1,random_A,4,after_layer_4,0.4802766079383813,1.3428007774005528,1.7218812742157368,0.004915776687816433,1.7158353096659267,349.04663466885296,0.017719347259035526,0.011782966928681866,1.503810319275652,0.0073072529614554614,0.007231089543391502,0.0007096439230062483,25.13520812243001,25.13518362639803,25.133910941695166,25.127900869468554,0.19388258875111483,0.19020403649391718,0.030132957227489307,52.417827827223384,52.418162278670174,52.40625802399316,52.22394523847227
model_L8.pt,0,5,128,8,4,47,16,0.1,0.001,12,1,random_A,5,after_layer_5,0.4802766079383813,1.3428007774005528,0.01334603956900579,0.004915776687816433,0.016763434125935846,3.4101293021473866,0.017719347259035526,0.011782966928681866,1.503810319275652,0.0073072529614554614,0.007231089543391502,0.0007096439230062483,0.05342298319284514,0.05332878519637608,0.0502990009432032,0.04611573023138968,0.19388258875111483,0.19020403649391718,0.030132957227489307,0.5887880153118125,0.5870335845690589,0.5346235555911203,0.3949054265606976
model_L8.pt,0,5,128,8,4,47,16,0.1,0.001,12,1,random_A,6,after_layer_6,0.4802766079383813,1.3428007774005528,0.012237670039395014,0.004915776687816433,0.012654815938338254,2.5743268545340428,0.017719347259035526,0.011782966928681866,1.503810319275652,0.0073072529614554614,0.007231089543391502,0.0007096439230062483,0.0410173742392391,0.04103289841249605,0.0408991280165805,0.03371012127778364,0.19388258875111483,0.19020403649391718,0.030132957227489307,0.7194357411639706,0.7181246759673121,0.7012263940162057,0.5255531524128557
