exp,checkpoint,checkpoint_file,sweep,sweep_val,d_x,d_model,n_layers,n_heads,episode,probe_kind,smax,tau_sv,B_nat,dim_R_nat,dim_over_nctx,r_eff_T_task,E_F_T,E_TQ_T,E_F_TQ,X_use,X_sub,max_closure,mean_closure,max_refinement,mean_refinement,s_list,mse_model,mse_krr,mse_ratio,E_pointwise_F_T
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,dx,40,40,128,8,4,0,task,2,0.001,90,47,1.0,16,0.2039498792220172,3.424212031881705e-15,0.20394987922201702,0.9577939810691992,1.0,0.41524568454939914,0.12768451349092974,0.9999999999999825,0.861721642288604,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.05985089313319907,0.059705853325577415,1.0024292393382397,0.20338147006688534
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,dx,40,40,128,8,4,1,task,2,0.001,90,47,1.0,16,0.09655476786521687,4.786501762350807e-15,0.09655476786521662,0.9904323842312837,1.0,0.6014452677132103,0.13704839876440722,0.9999999999999843,0.8622540400862183,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.05116367734048537,0.05553016798819656,0.9213672350380908,0.0857589682576925
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,dx,40,40,128,8,4,2,task,2,0.001,90,6,0.1276595744680851,16,0.07579227247294475,0.4928252368374517,0.49265162983632654,0.7494326255339754,0.7571232859365953,0.4245992986730706,0.2238106014204145,0.9999371851410861,0.8776289075927303,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.14288909102583558,0.157174524133868,0.9091110140987906,0.05043570179515434
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,dx,40,40,128,8,4,3,task,2,0.001,90,5,0.10638297872340426,15,0.03362188744227232,0.34192324362784643,0.3419546513118075,0.8839591811206762,0.8830884954672462,0.2940730475060839,0.13630218921269824,0.9999836163172416,0.8837047232005387,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.03989326561646846,0.04577963938009143,0.8714193942256604,0.03972022801829438
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,dx,40,40,128,8,4,4,task,2,0.001,90,11,0.23404255319148937,16,0.10004883695335447,0.44073661658557456,0.44985139069118407,0.7978286478333572,0.8057512348010887,0.5903036727582268,0.19512073367427288,0.9999999999999879,0.8675647213826818,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.16794776181352916,0.2099898483995995,0.7997899093385387,0.11045074777067353
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,dx,40,40,128,8,4,5,task,2,0.001,90,47,1.0,16,0.16094176013478528,3.991329515817354e-15,0.1609417601347853,0.9746481572305019,1.0,0.6823206296846882,0.1651829071255701,0.9999999999999871,0.8508513472829851,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.11586987444699803,0.08490082328088155,1.36476738351123,0.07819543225865443
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,dx,40,40,128,8,4,6,task,2,0.001,87,45,0.9574468085106383,16,0.14080911876522084,0.06224616051222832,0.1617302304939015,0.9708223834832265,0.9961254155014936,0.43161973102901935,0.11804913841340195,0.9999999999999803,0.8689690292487895,"[2, 2, 2, 2, 2, 2, 2, 1, 1]",0.0960233577424523,0.09429820241581274,1.018294678821473,0.08827913611568931
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,dx,40,40,128,8,4,7,task,2,0.001,90,47,1.0,16,0.22970922033661056,4.01183200520551e-15,0.22970922033660954,0.9255336927605257,1.0,0.6996940151129624,0.18028676642178815,0.9999999999999851,0.8411191389591819,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.04771116767687668,0.05305997918503186,0.8991931095656353,0.3300511676719475
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,dx,40,40,128,8,4,8,task,2,0.001,90,14,0.2978723404255319,16,0.10599136817887136,0.3409135909233034,0.361543257457898,0.8787757746970851,0.8837779235240109,0.5699534439557512,0.18856303798737378,0.9999999999999888,0.8682294618689151,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.13631823312061508,0.1603255903246415,0.8502587319004148,0.08003103841203557
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,dx,40,40,128,8,4,9,task,2,0.001,90,5,0.10638297872340426,16,0.07268452391929679,0.22640380736659102,0.21680816139530332,0.9515086633939646,0.9487413160100141,0.40268444826607835,0.1540146214558841,0.999682868272576,0.8757058875106343,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.3094618834937548,0.20322668713748349,1.5227423516696057,0.1169157787102436
