probe_kind,basis,n,TQ_E_model_to_operator_mean,TQ_E_model_to_operator_std,TQ_E_operator_to_T_mean,TQ_E_operator_to_T_std,TQ_X_sub_mean,TQ_X_sub_std,TQ_X_use_mean,TQ_X_use_std,actLR_E_model_to_operator_mean,actLR_E_model_to_operator_std,actLR_E_operator_to_T_mean,actLR_E_operator_to_T_std,actLR_KRR_cost_mean,actLR_KRR_cost_std,actLR_X_sub_mean,actLR_X_sub_std,actLR_X_use_mean,actLR_X_use_std,actLR_model_fit_gain_mean,actLR_model_fit_gain_std,rank_mean,rank_std
isotropic,raw,1,0.993868013109522,0.0,0.9722913020763306,0.0,0.05464962390858519,0.0,0.0967705796021523,0.0,1.4027614208143941,0.0,1.3255992819757711,0.0,0.3533079798994405,0.0,-0.757213456371201,0.0,-0.7993194516610262,0.0,-0.40889340770487215,0.0,9.0,0.0
isotropic,response,1,1.0248533817052397,0.0,0.9798142720994721,0.0,0.03996399219208224,0.0,0.03957352027348937,0.0,1.0543880666363308,0.0,0.9874755624030129,0.0,0.007661290303540791,0.0,0.024892013658783685,0.0,-0.016580119884950673,0.0,-0.029534684931091126,0.0,9.0,0.0
label,raw,1,0.3161903720805437,0.0,0.314340635044633,0.0,0.9011899651599338,0.0,0.9059276679948561,0.0,0.6122558976120637,0.0,0.5946049116900274,0.0,0.2802642766453944,0.0,0.6464449989947991,0.0,0.6472795976491769,0.0,-0.29606552553152,0.0,9.0,0.0
label,response,1,0.3405608273783447,0.0,0.33678071965488043,0.0,0.8865787468689668,0.0,0.8908675233045995,0.0,0.4520875841936228,0.0,0.4364016471658812,0.0,0.09962092751100077,0.0,0.8095536023512852,0.0,0.8076864933310904,0.0,-0.11152675681527813,0.0,9.0,0.0
