model_key,n,krr_pred_norm_mean,krr_pred_norm_std,model_pred_norm_mean,model_pred_norm_std,mse_krr_true_mean,mse_krr_true_std,mse_model_krr_mean,mse_model_krr_std,mse_model_true_mean,mse_model_true_std,ratio_model_krr_mean,ratio_model_krr_std,rel_model_krr_norm_mean,rel_model_krr_norm_std,rel_model_true_norm_mean,rel_model_true_norm_std
dx40,1,1.4808673783757615,0.0,1.5171748543194226,0.0,0.12318007543393855,0.0,0.0038970126766212673,0.0,0.10100987284578385,0.0,0.8200179492498803,0.0,0.07301471096269083,0.0,0.2780125876265067,0.0
