exp,checkpoint,checkpoint_file,sweep,sweep_val,d_x,d_model,n_layers,n_heads,episode,probe_kind,smax,tau_sv,B_nat,dim_R_nat,dim_over_nctx,r_eff_T_task,E_F_T,E_TQ_T,E_F_TQ,X_use,X_sub,max_closure,mean_closure,max_refinement,mean_refinement,s_list,mse_model,mse_krr,mse_ratio,E_pointwise_F_T
2a,L2,model_L2.pt,depth,2,5,128,2,4,0,task,1,0.001,6,6,0.1276595744680851,5,0.9287618266542744,0.027250097925576672,0.930645950189581,0.57691968379711,0.999257432163048,0.6192603346583124,0.28899406010317924,0.9987379896020407,0.646686085184477,"[1, 1, 1]",0.6142766147049976,0.007042147687357055,87.2285901938444,0.08458956740384559
2a,L2,model_L2.pt,depth,2,5,128,2,4,1,task,1,0.001,6,6,0.1276595744680851,5,0.1492059932060537,0.016026229335201342,0.1502247904845455,0.978012096310888,0.999743159973296,0.6174432847873456,0.28385588093812403,0.9997457373943611,0.6241443261456026,"[1, 1, 1]",0.2046823857043929,0.007665781971381429,26.70078362110104,0.08335923472504922
2a,L2,model_L2.pt,depth,2,5,128,2,4,2,task,1,0.001,6,6,0.1276595744680851,5,0.1627398517016904,0.00965490420032133,0.16244807802116512,0.9756666868515469,0.9999067828248828,0.6240443211845511,0.3137844450107886,0.9996060115725806,0.6129945562669086,"[1, 1, 1]",0.210621739626383,0.026270064947083758,8.017556867508397,0.0888941813532216
2a,L2,model_L2.pt,depth,2,5,128,2,4,3,task,1,0.001,6,6,0.1276595744680851,5,0.1296376780089658,0.012215198791948373,0.13000173975468274,0.9833265453973558,0.9998507889184735,0.6720054894086369,0.3523322945530802,0.9970969892370318,0.6200396065647058,"[1, 1, 1]",0.3296183871126912,0.006403176324289366,51.47732475558101,0.1197752972679784
2a,L2,model_L2.pt,depth,2,5,128,2,4,4,task,1,0.001,6,6,0.1276595744680851,5,0.17189449381725128,0.010148928085489856,0.17186932969814278,0.9701026988456722,0.9998969992587158,0.6221915204579148,0.2888474864719862,0.9992585000008001,0.6168138096871261,"[1, 1, 1]",0.724259459992521,0.012371277358682504,58.543628034029624,0.112453516322195
2a,L2,model_L2.pt,depth,2,5,128,2,4,5,task,1,0.001,6,6,0.1276595744680851,5,0.2051642698705168,0.014187934528210287,0.2058122282320775,0.9577051418919903,0.9997987025138236,0.6690255723305708,0.33263254242090556,0.999439096238354,0.5888634112642769,"[1, 1, 1]",0.20312466428485856,0.004980597350851428,40.78319325494855,0.1577569781170683
2a,L2,model_L2.pt,depth,2,5,128,2,4,6,task,1,0.001,6,6,0.1276595744680851,5,0.1158935978148804,0.01896101282531436,0.11797052171679255,0.9851952372656086,0.9996404799926389,0.6783252071895884,0.3560203369329477,0.9993947251405648,0.607974894392289,"[1, 1, 1]",0.1217040393467083,0.005578462320992307,21.81677178112756,0.07641649093354491
2a,L2,model_L2.pt,depth,2,5,128,2,4,7,task,1,0.001,6,6,0.1276595744680851,5,0.18120381551540285,0.02694558924961225,0.1873182580315581,0.9645594112713859,0.9992739352199926,0.7383829614710222,0.3934242397984257,0.9345064086260005,0.5715730553452139,"[1, 1, 1]",0.37760528514906877,0.014356137230516814,26.302707969828678,0.10748706287419876
2a,L2,model_L2.pt,depth,2,5,128,2,4,8,task,1,0.001,6,6,0.1276595744680851,5,0.09053017832385701,0.017579586854012657,0.09202610495115805,0.9916205520088208,0.9996909581260428,0.6997613022385104,0.3490716185904965,0.9804963787485039,0.5669811247979072,"[1, 1, 1]",0.14576450587098214,0.0067170298429364075,21.70073816543592,0.038084563852684196
2a,L2,model_L2.pt,depth,2,5,128,2,4,9,task,1,0.001,6,6,0.1276595744680851,5,0.13307601622678739,0.03952812555265298,0.14083867003118206,0.9800129795253646,0.9984375272902968,0.6585447270281956,0.38262760055075146,0.9979824224537837,0.5711641869160807,"[1, 1, 1]",0.15976478319432985,0.06896607014443677,2.316570784151277,0.053561186122409926
2a,L2,model_L2.pt,depth,2,5,128,2,4,10,task,1,0.001,6,6,0.1276595744680851,5,0.10447221859911668,0.011506712248081823,0.10491112073313054,0.9887305739599694,0.9998675955732401,0.7593733851466488,0.39865196912243955,0.9965612042502633,0.6056854351131135,"[1, 1, 1]",0.04181463586586509,0.005916398462018793,7.067582775957437,0.08396291311270765
2a,L2,model_L2.pt,depth,2,5,128,2,4,11,task,1,0.001,6,6,0.1276595744680851,5,0.13458098707419686,0.013345199169171155,0.13534390191726636,0.9819401254303965,0.9998219056591355,0.6012293518098137,0.3251157678132067,0.9996875852200728,0.6337602329121144,"[1, 1, 1]",0.2871710293262444,0.03806241745190439,7.544739629034684,0.06253117085762486
2a,L2,model_L2.pt,depth,2,5,128,2,4,12,task,1,0.001,6,6,0.1276595744680851,5,0.2524197488939014,0.04671559613687076,0.2556116226980404,0.929399694359876,0.9978176530775812,0.7267771846678985,0.4114639253682874,0.9449670142111759,0.5840493790935005,"[1, 1, 1]",0.37076955335540984,0.008356347981672053,44.36980774001003,0.19005048872304497
2a,L2,model_L2.pt,depth,2,5,128,2,4,13,task,1,0.001,6,6,0.1276595744680851,5,0.19386189529383843,0.013591885494025208,0.19424927265305125,0.9626088464398076,0.9998152606487177,0.7377144024436532,0.4010966879566518,0.9989052128808152,0.5849273545472017,"[1, 1, 1]",0.5045811376022729,0.0084926258310595,59.414031377304156,0.1889017764982303
2a,L2,model_L2.pt,depth,2,5,128,2,4,14,task,1,0.001,6,6,0.1276595744680851,5,0.12163349049166135,0.017980845897884182,0.12166157866068868,0.9850626269980365,0.9996766891807972,0.7123599695332543,0.3482247068831245,0.9990040553758242,0.5670323628261283,"[1, 1, 1]",0.08682817423593342,0.007587858592236001,11.443040639262463,0.06369335485843393
2a,L2,model_L2.pt,depth,2,5,128,2,4,15,task,1,0.001,6,6,0.1276595744680851,5,0.1201908677147811,0.01656870392277247,0.12382949622555524,0.9859048562201201,0.9997254780503201,0.6838721887742258,0.35501240125771294,0.9622543281849552,0.6104317355539824,"[1, 1, 1]",0.13386049692922403,0.031641696855436816,4.230509430034677,0.1505309172124771
