name,n,point_err_mean,point_err_std,point_drift_mean,point_drift_std,E_F_T_mean,E_F_T_std,E_F_TQ_mean,E_F_TQ_std,damage_vs_base_mean,damage_vs_base_std
base,8,0.007834435846991276,0.0024158213811248577,0.0,0.0,0.008734749233991621,0.0016905297490423961,0.008653877846818115,0.0017262199586785517,0.0,0.0
keep_Q,8,0.007472557196718096,0.0022785784952069196,0.0009406351975697833,0.00039771689482111624,0.01836109812144117,0.011628315336487706,0.018353793169976165,0.01161608999643837,0.01634493693044351,0.011197196483784156
remove_Q,8,4.012589898065171,3.7518467825299253,4.009584193960217,3.745244885860857,106.46161962075443,252.5165397505117,106.46163212354566,252.51652728866085,106.46156719240695,252.51677832202563
