exp,checkpoint,checkpoint_file,episode,d_x,n_layers,n_heads,selection_mode,kernel_family,kernel_lengthscale,kernel_signal_var,gamma,min_explainable_frac,n_causal,causal_damage_tau,causal_max_keep,ell,s,hidden_s,candidate_rank,participation_rank,entropy_rank,val_total_norm,val_explainable_frac,val_capture,val_resid_ratio,val_full_resid_ratio,top_singular_values_json,causal_max_damage,causal_mean_damage,causal_min_kept_damage,causal_sum_kept_damage,causal_selected_indices_json,causal_damages_json
rbf,rbf_l3,model_rbf_fixed_l3.pt,3,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,5.0,14.0,0.0,16.0,2.1200002431577054e-35,2.2376039691232226,1.9621449605458985e-12,0.0,0.0,0.0,0.0,"[2.0071946662829053e-12, 2.6022114012570717e-13, 2.0406406821499723e-13, 1.9273623888527683e-13, 1.8477352281256709e-13, 1.751272435193847e-13, 1.5848717941510414e-13, 1.5035795069786612e-13]",4.820227566022707,0.7541930766052858,0.07922115757446906,11.998373610605608,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14]","[4.820227566022707, 4.610593003426448, 0.12728310328172995, 0.334788513134494, 0.448568392105734, 0.2553502883323561, 0.3015100051862007, 0.16503722034885596, 0.1806447310041221, 0.371300257753526, 0.09842534418947674, 0.09859069228717024, 0.1068333359583171, 0.04106852152375369, 0.07922115757446906, 0.0276470935552093]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,3,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,6.0,14.0,0.0,16.0,1.9174584378117795e-35,2.2342499943144514,1.9255726280949877e-12,0.0,0.0,0.0,0.0,"[1.9573835694270075e-12, 2.455774482495841e-13, 2.077058345005602e-13, 1.98191881162537e-13, 1.8227981574068329e-13, 1.6695729527225995e-13, 1.5512322280895072e-13, 1.4537660069621343e-13]",1.4321542877963478,0.35619348358019504,0.05254649487519237,5.660022382877048,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 13, 14, 15]","[1.4321542877963478, 0.20414872486907104, 0.33181959516573767, 0.2906932466036367, 0.18688595570473976, 0.8337104517535862, 1.334733451646413, 0.01253464877827867, 0.16614964783950523, 0.05254649487519237, 0.16678710176811898, 0.02653870562779413, 0.23382557245787208, 0.1506500232687633, 0.1996945961354196, 0.07622323299264425]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,3,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,7.0,0.0,2.0,2.0,1.7935998337734964,1.885987404895748,2.340079390984948,0.9999999999998174,0.9999999999998174,7.706042756070925e-13,7.706042756070925e-13,"[1.3356568346914983, 0.9381952604009479, 1.8917595999932066e-12, 2.2644508874491543e-13, 1.8072691445920673e-13, 1.7079855268440494e-13, 1.6551975002901849e-13, 1.4655100644575786e-13]",0.0029521399739966827,0.002839242753813075,0.0,0.0,[],"[0.002726345533629467, 0.0029521399739966827]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,3,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,8.0,0.0,14.0,16.0,8.663257667510974,13.869158296581388,17.272691878972548,0.7243526817772947,0.9664675947329451,0.5476646838206137,0.5250212550199295,"[9.222635557971838, 6.014627528925796, 5.647807067201742, 5.419613603857601, 4.892792881005796, 4.188171304821563, 3.926133166715232, 3.3741025844892825]",0.0,0.0,0.0,0.0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,4,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,0.0,15.0,1.0,16.0,1.0602266169600798,1.1929443579935235,320.006794028312,0.998419995878571,0.9577386700868241,0.2092237103178439,0.039749265671569604,"[379.20978564949957, 40.25550186940824, 34.91002925296562, 27.051621422451433, 17.357526004961866, 16.220605185375163, 6.7868082255105975, 5.310948124584907]",0.7787602054490037,0.16245117646800708,0.05381042806166283,2.55905958335224,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15]","[0.7787602054490037, 0.24148606397229838, 0.2094542969835096, 0.1933228618411079, 0.24411589982579524, 0.22516677495845824, 0.08173514451888285, 0.07816487143355592, 0.0715474136881745, 0.11700088880110583, 0.05556451863059778, 0.05381042806166283, 0.07068481199236418, 0.040159240135873825, 0.05947149346195865, 0.07877390973376391]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,4,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,1.0,6.0,14.0,16.0,1.9506838423630868,2.5655331886335775,13.012165925858842,0.8278338507192793,0.9658431140086983,0.44770791342064514,0.4149290894607352,"[3.627960077482078, 2.3614548489327016, 0.6533458414040634, 0.43837312226485914, 0.38726478682429166, 0.3332839962920883, 0.24969647261835756, 0.22798253666694263]",0.0970527141493584,0.05125333860241535,0.05629343061461208,0.47298249034507334,"[0, 2, 3, 4, 5, 7]","[0.08794522153142262, 0.039815929829044076, 0.0788276176176155, 0.07121187304051246, 0.08165163339155226, 0.0970527141493584, 0.03837406757384156, 0.05629343061461208, 0.035373200173568084, 0.04824240414602196, 0.04546554984028015, 0.04177956264824183, 0.027851816598739535, 0.030496392991450624, 0.01787728914722255, 0.0217947143451619]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,4,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,2.0,0.0,11.0,11.0,1.7918809297653642,2.8053929020896278,4.501478467972449,0.9999999999999507,0.9999999999999507,9.620323325622576e-13,9.620323325622576e-13,"[0.7992572145863914, 0.3251246340678044, 0.20001401620810777, 0.1716839937217841, 0.12826511926899578, 0.10642492117588158, 0.0954854968230929, 0.07601892247633181]",0.0373013624263379,0.013997104587964288,0.0,0.0,[],"[0.0373013624263379, 0.014321109706212599, 0.01569022938808551, 0.017051103115256476, 0.015698213099128163, 0.009010243312264316, 0.011112886744698236, 0.008525697922719693, 0.008058049361560548, 0.009815778185161491, 0.007383477206182224]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,4,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,3.0,13.0,0.0,16.0,1.547367438698749e-35,4.173934122538084,1.6491295546505982e-12,0.0,0.0,0.0,0.0,"[1.7202864111480687e-12, 2.73456544386147e-13, 2.33314946353392e-13, 2.2520329748733297e-13, 2.1857652364568168e-13, 2.12169846499379e-13, 2.0871693236064067e-13, 2.0343514241317164e-13]",3.1046254820363393,0.4017453012876313,0.051008762982777824,6.326771673685608,"[0, 2, 3, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15]","[3.1046254820363393, 0.0348137564763576, 0.09547038559934641, 0.28918487814012755, 0.03206537248127148, 0.051008762982777824, 1.3163238577271803, 0.13009547391168758, 0.20920614759497036, 0.08079487206814344, 0.03427401795886242, 0.08475471975366577, 0.11124916005659916, 0.10016052066545639, 0.06149630781682009, 0.692401105332495]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,4,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,4.0,12.0,0.0,16.0,2.8842039943126905e-35,2.985226580828034,1.8384750922924713e-12,0.0,0.0,0.0,0.0,"[2.1034503371087457e-12, 2.3481840589659556e-13, 2.3216822246529605e-13, 2.1723009178465562e-13, 2.1022567648483255e-13, 2.0774167393187152e-13, 2.0001244992251308e-13, 1.9573860295776907e-13]",8.961457523135005,0.681814540104186,0.07075049580936911,10.804130512521402,"[0, 1, 2, 4, 5, 7, 8, 9, 10, 11, 12, 14]","[8.961457523135005, 0.22781954398350018, 0.2309580270076774, 0.01162514836169933, 0.08928345736441125, 0.21206688869020274, 0.02976744168859857, 0.18825990657583616, 0.1327340662062094, 0.07075049580936911, 0.09905686441675175, 0.21602586928407475, 0.27597406046751644, 0.035825949272197635, 0.09974380958084662, 0.02768358982307834]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,4,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,5.0,12.0,0.0,16.0,1.4339182105847283e-35,4.318903361422137,1.578786112721969e-12,0.0,0.0,0.0,0.0,"[1.6832731799186172e-12, 2.5349403311213953e-13, 2.3582349430406475e-13, 2.2251571352872278e-13, 2.097144162329702e-13, 2.01205399229304e-13, 1.9611965716787668e-13, 1.9430392941226223e-13]",0.7320168667080744,0.12422026036349998,0.05222684510068179,1.8339259130485455,"[0, 2, 3, 5, 6, 8, 10, 11, 12, 13, 14, 15]","[0.7320168667080744, 0.033311926121061826, 0.07005951177270185, 0.14322234282168897, 0.034495074751924114, 0.07866793164747399, 0.05222684510068179, 0.048116846520389986, 0.08248328290637116, 0.03767440537407805, 0.09402245897022266, 0.12072893386543646, 0.16424405322064548, 0.08746510285128321, 0.06538716764723183, 0.14340141553673377]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,4,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,6.0,11.0,0.0,16.0,1.3127509198335624e-35,4.599254277499638,1.5578844354847121e-12,0.0,0.0,0.0,0.0,"[1.6312204080933007e-12, 2.466258628187649e-13, 2.349661088241146e-13, 2.172070318899449e-13, 2.1438104331692704e-13, 2.118059903213367e-13, 1.9934448950298938e-13, 1.9766684383519312e-13]",0.28205752677411117,0.10765026677622488,0.07063915931852602,1.5900980014805028,"[0, 2, 5, 6, 7, 8, 9, 11, 12, 13, 15]","[0.28205752677411117, 0.018184451504770313, 0.11704454657109813, 0.030159155163839588, 0.046598469402502535, 0.1377890008176487, 0.23332634729744509, 0.20514757114461646, 0.0793852574728388, 0.12672364703158978, 0.010577511749988427, 0.12341291331417331, 0.07063915931852602, 0.1305674012459502, 0.02678667911799411, 0.08400463049250532]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,4,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,7.0,0.0,8.0,8.0,5.231611628166745,6.264214848677696,5.627065635645922,0.9999999999999685,0.9999999999999685,2.833164501458708e-13,2.833164501458708e-13,"[2.5586359823448572, 2.2600656599081224, 1.7468936641580877, 1.5079738228353377, 1.2464414011369718, 1.1588645404481803, 0.9333309381294014, 0.9193001366222386]",0.0055869184825932915,0.0036286619715434174,0.0,0.0,[],"[0.0055869184825932915, 0.003674037919089413, 0.001989030413661867, 0.002798311192507236, 0.004399553051371604, 0.005562228402181633, 0.001864911129106946, 0.0031543051818353485]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,4,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,8.0,0.0,14.0,16.0,10.151453598522771,15.9229892906153,15.830018727585417,0.6711902388652785,0.9571408505287481,0.5979769258975517,0.5734193588768325,"[7.70233420685034, 5.055173509864752, 4.885793350900115, 4.288877263193931, 3.7229898995667248, 3.5673108039452313, 3.401762988534012, 3.230140503804308]",0.0,0.0,0.0,0.0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,5,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,0.0,16.0,3.0,16.0,1.0774439691725266,1.2310273953172146,221.24137087571896,0.9962197822551723,0.9531878141652317,0.22453383558837897,0.06148347538019969,"[370.15109488322247, 52.795733780026325, 32.83187948533372, 28.706617690477923, 16.719951326210936, 10.599630297999274, 7.033101676659536, 5.988240581331821]",0.4223753386063077,0.15800264042500328,0.05330625339881119,2.5280422468000525,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[0.4223753386063077, 0.28612901513825195, 0.28481407882898085, 0.20343316741404324, 0.18290839922766616, 0.22562930697210676, 0.12725457408394106, 0.09540504751662998, 0.11338968241843557, 0.07273854522824394, 0.11346500103535236, 0.0946840864624499, 0.09448053260308499, 0.05330625339881119, 0.09307522843439547, 0.0649539894313513]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,5,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,1.0,10.0,13.0,16.0,1.0915135537489185,1.319720158871833,13.74467728091269,0.8484992609872276,0.952499690773259,0.4379551532843478,0.3892309584459683,"[4.841776233546012, 0.5726213406345377, 0.4059184876848198, 0.36378641103142184, 0.2855288021456968, 0.2524178687976615, 0.22255429824267375, 0.21453754979921139]",0.1387081542153104,0.06194109547799967,0.05392487322092494,0.8157477003232676,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 12]","[0.1387081542153104, 0.07949455879505408, 0.09009971826090879, 0.09149137399415815, 0.07363105105328606, 0.055312245666299914, 0.0722016943018287, 0.08463316773506058, 0.07625086308043602, 0.03114132333778782, 0.04717511454053231, 0.026309099991271498, 0.05392487322092494, 0.018102735131859282, 0.025576840071820265, 0.02700471425145586]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,5,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,2.0,0.0,5.0,5.0,3.9968853231240082,4.340939344310555,2.9306510506109826,0.9999999999998835,0.9999999999998835,2.3313257435094145e-12,2.3313257435094145e-12,"[0.1331240755782789, 0.1255904175819929, 0.11558084587471477, 0.07569041253665516, 0.058940742135214795, 2.9046795717825985e-12, 2.6561981270589863e-13, 2.537535380857212e-13]",0.025073233726903555,0.014859208554917614,0.0,0.0,[],"[0.01777410263908366, 0.012743343723516067, 0.010382724043355907, 0.025073233726903555, 0.008322638641728865]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,5,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,3.0,13.0,0.0,16.0,9.001343468537351e-35,1.898017303162548,1.7786073808753465e-12,0.0,0.0,0.0,0.0,"[2.9289319901127223e-12, 2.9660447889052257e-13, 2.6367409143301396e-13, 2.4788027550054343e-13, 2.364182657582515e-13, 2.1517186327241273e-13, 2.0005586452152215e-13, 1.9610242182385112e-13]",2.714029528999828,0.3315951988698955,0.05673267923980301,5.187834198257904,"[0, 1, 2, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[0.18822965690732574, 2.714029528999828, 0.705960768380832, 0.04566310098322546, 0.12242129557212962, 0.0375886417410812, 0.03443724093611773, 0.6015859104818495, 0.09857190558399148, 0.06302084200056472, 0.05779544055480853, 0.05673267923980301, 0.2209921430912202, 0.2172219077682782, 0.061772595219757614, 0.07949952445751518]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,5,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,4.0,15.0,0.0,16.0,9.371994372111711e-35,1.8890859491036711,1.8181777252633639e-12,0.0,0.0,0.0,0.0,"[2.9612712431788274e-12, 2.7304680852133563e-13, 2.6046624176417997e-13, 2.444626673535508e-13, 2.328366678433431e-13, 2.1326045537390656e-13, 2.0848317723820145e-13, 2.0154725050213487e-13]",1.29903510552923,0.28768561024516154,0.10691713681560067,4.5769378607023725,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15]","[1.29903510552923, 0.24427607336512447, 0.10691713681560067, 0.5447606812459438, 0.24291655213208468, 0.20414238468893436, 0.10965851511887201, 0.23752779521641754, 0.3357478879385069, 0.16710239578771918, 0.12096766881068256, 0.2051816965359577, 0.28127414231299896, 0.026031903220213534, 0.18122792269570945, 0.29620190250858863]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,5,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,5.0,12.0,0.0,16.0,6.273253550387022e-35,2.034522294939926,1.7096195469813922e-12,0.0,0.0,0.0,0.0,"[2.6598799642880496e-12, 2.7106193648542074e-13, 2.4358681363305397e-13, 2.248794903907897e-13, 2.1498451314433832e-13, 2.0298013443648428e-13, 2.0151134950449944e-13, 1.8985302254025738e-13]",0.7155607524052597,0.17001867427176307,0.059812420552833416,2.6148864409616643,"[0, 1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 15]","[0.7155607524052597, 0.16774122330715785, 0.34478123218745, 0.09541373707658199, 0.2859166295531966, 0.028257213088366016, 0.12041976581492964, 0.059812420552833416, 0.13143108146204627, 0.02712008147615882, 0.15393178476386304, 0.23288807806524148, 0.18680486911217178, 0.02994700505507254, 0.02008804776694745, 0.12018486666093242]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,5,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,6.0,15.0,0.0,16.0,8.809758118364032e-35,2.0095628697880428,1.828652893997357e-12,0.0,0.0,0.0,0.0,"[2.8987170149287423e-12, 2.9059596963568465e-13, 2.771861415949026e-13, 2.4740008998958316e-13, 2.3810653110429353e-13, 2.1957205913235388e-13, 2.1276711165469779e-13, 2.085008591289788e-13]",0.37594237888792753,0.1756197590588126,0.05726376421745984,2.786833086117636,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15]","[0.1155150512139165, 0.21133171347463664, 0.12663337093916965, 0.16631324982024354, 0.28219943865752645, 0.12593055208273765, 0.06408261739931888, 0.15984171765145447, 0.18353478452525746, 0.27488754990451914, 0.18479876160965905, 0.26233789307778754, 0.19622024265602148, 0.37594237888792753, 0.023083058823365785, 0.05726376421745984]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,5,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,7.0,0.0,3.0,3.0,2.650012252803856,2.7926288981329574,2.8779169053595455,0.9999999999998792,0.9999999999998792,5.587480346918625e-13,5.587480346918625e-13,"[1.5080479282795927, 1.3347433309959813, 0.9183805467909341, 2.3453429399335854e-12, 2.913769893141469e-13, 2.46438073456727e-13, 2.212863654748913e-13, 1.9615960066195837e-13]",0.0020829618515763215,0.001994936996495374,0.0,0.0,[],"[0.0020829618515763215, 0.0019556516853296065, 0.0019461974525801947]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,5,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,8.0,0.0,14.0,16.0,9.516320265744083,15.025186990604869,17.50946416683184,0.705962950226246,0.9651900095987964,0.5644569189005734,0.5422518324300534,"[8.241423660509932, 5.906460103907914, 5.450829983927768, 4.29767830931384, 4.029976495364181, 3.8206458387053694, 3.418001464831537, 3.241757653230837]",0.0,0.0,0.0,0.0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,6,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,0.0,12.0,2.0,16.0,1.0959478187098732,1.2899869664263544,281.0279883019834,0.9980237402727065,0.9556758179168879,0.2149717323612795,0.04445514286664257,"[292.3375452127866, 38.899352056018614, 31.443258494436094, 27.875699817014503, 18.658173493389878, 17.443693784411902, 5.953682942474042, 4.16301589138007]",0.6315706514746883,0.1655202635767902,0.06726677328252571,2.490788791142828,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 14]","[0.6315706514746883, 0.3575708708799972, 0.2397972801063268, 0.2746418627276464, 0.18653969451610491, 0.2902541621865221, 0.10426946704212676, 0.092589342296913, 0.08670929201909815, 0.08755544277655465, 0.0341753131611275, 0.04307155843174692, 0.06726677328252571, 0.04970903245428616, 0.07202395183432422, 0.030579522038654536]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,6,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,1.0,6.0,16.0,16.0,3.611267621691192,4.7652434257009375,13.599418167450036,0.7825776210000077,0.9999999999999931,0.46628572678132335,0.46628572678132335,"[3.7713377214997994, 2.4239872284630644, 2.329473275828883, 1.9274736116697089, 1.3260792566539805, 0.4924967720642966, 0.4247437239477769, 0.35387501694450374]",0.12742736264120924,0.052426424234103944,0.0552924328285817,0.4520872910996751,"[0, 2, 5, 6, 8, 14]","[0.12742736264120924, 0.02996665209402473, 0.06038365182252823, 0.049889404270809304, 0.02994007463333729, 0.059962675134225894, 0.08621381368402392, 0.03492678855650282, 0.06280735498910614, 0.049541898093194724, 0.04582675057082877, 0.04439184188250182, 0.038590422409823445, 0.03281474107286452, 0.0552924328285817, 0.030846923062100563]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,6,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,2.0,0.0,16.0,16.0,2.6721767816080257,3.568530767809586,5.440765780505726,0.9732699882376618,0.9999999999999654,0.1634931550931246,0.1634931550931246,"[1.622553869808384, 1.1336531639524638, 0.811066877121199, 0.3691268139303656, 0.23380420949035988, 0.20906281187288117, 0.1723806093988934, 0.13515941292610148]",0.03852515775874569,0.016726653545479697,0.0,0.0,[],"[0.0376671313296165, 0.01411252870456123, 0.015224351752238628, 0.01570608594712033, 0.015002127320303371, 0.006384467235955829, 0.013901446272209485, 0.03852515775874569, 0.013960442397865199, 0.022390330943348132, 0.01952653449503758, 0.013362060410523794, 0.011683085652461227, 0.009537974955706012, 0.00884624560550527, 0.011796485946476892]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,6,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,3.0,15.0,0.0,16.0,1.1202420637213564e-35,3.145627583189941,1.7197952728405437e-12,0.0,0.0,0.0,0.0,"[1.6481912229510463e-12, 2.255992676264745e-13, 1.975403499041344e-13, 1.8937270417769744e-13, 1.7877622201200016e-13, 1.7299975594518993e-13, 1.698533025306102e-13, 1.6342938329821674e-13]",3.9029251682898223,0.7970919096412274,0.06815633938592974,12.725531010156505,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15]","[3.9029251682898223, 0.08448041108103264, 1.81635443054111, 0.27861757084150135, 0.14899128531092257, 3.321590737933236, 0.3238087205187165, 1.0543147761320446, 0.24512416648639704, 0.2298829287095391, 0.7403359837396585, 0.14680424027036734, 0.24787394274952784, 0.027939544103132968, 0.11627030816669935, 0.06815633938592974]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,6,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,4.0,16.0,0.0,16.0,1.1619166829172053e-35,3.1615446259605546,1.7402189002252997e-12,0.0,0.0,0.0,0.0,"[1.6626166196453022e-12, 2.1289300178795693e-13, 2.076904074909306e-13, 1.9757569534927123e-13, 1.797897916125756e-13, 1.7787155247459036e-13, 1.7370203054931513e-13, 1.6402699953321254e-13]",3.182856117342283,0.4370936247639142,0.06246498491049703,6.993497996222628,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[0.06246498491049703, 0.4940442350689872, 0.19381981671285012, 0.11396175991434204, 0.22566236553345792, 0.06915416273630622, 0.18454968224737023, 0.3019449826447709, 0.4058889731128789, 0.36827012227286343, 0.2808205497633462, 3.182856117342283, 0.21286638465478422, 0.15316044034139514, 0.4921648481218648, 0.25186857084462994]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,6,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,5.0,14.0,0.0,16.0,1.5477075048829807e-35,2.9908934129784774,1.8136338352061876e-12,0.0,0.0,0.0,0.0,"[1.798781637423733e-12, 2.331394221851195e-13, 2.2054909953958936e-13, 1.9987006594808163e-13, 1.9398689010743625e-13, 1.733384021903116e-13, 1.671202252153081e-13, 1.6627779566466459e-13]",0.6613755283470361,0.2001311585802532,0.0571277024354049,3.1251826333598083,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15]","[0.6613755283470361, 0.03228616633960776, 0.18198872914438943, 0.15872475965177146, 0.5202507792134822, 0.28087401043654775, 0.10150945768925378, 0.21252988186522634, 0.05722773423359318, 0.0571277024354049, 0.08637680400255916, 0.07886879239865176, 0.04462973758463499, 0.17676695202929238, 0.30071970138091675, 0.25084180053168315]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,6,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,6.0,15.0,0.0,16.0,1.357074173828058e-35,2.953890818222729,1.8263225867867196e-12,0.0,0.0,0.0,0.0,"[1.7421467956933895e-12, 2.4294669459467575e-13, 2.0877554175433705e-13, 1.9990900076396562e-13, 1.8336962175469989e-13, 1.764105252876599e-13, 1.6937127785675197e-13, 1.6151442204577805e-13]",0.3823515226001071,0.18863656585074345,0.05368648226066202,2.9893941199938237,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[0.08411937723434142, 0.08582632582183776, 0.028790933618070794, 0.2559543949614482, 0.3823515226001071, 0.2845447283751899, 0.1796715190356959, 0.19655756297763405, 0.14558218327958242, 0.29526253812015235, 0.3234561474626934, 0.2056799736990298, 0.1811053950026876, 0.11851389406154812, 0.05368648226066202, 0.19708207510121434]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,6,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,7.0,0.0,11.0,11.0,7.230585204136737,8.690920523701218,6.485985831277175,0.9999999999999761,0.9999999999999761,2.6698208032811153e-13,2.6698208032811153e-13,"[2.4573646013599895, 2.2855126460092277, 1.8182207592298916, 1.5373951405481403, 1.488941558835221, 1.3626855230162405, 1.2473919079040103, 1.0616494633991782]",0.008218237870899257,0.004402735924517267,0.0,0.0,[],"[0.0024056866582304313, 0.00467991956201566, 0.0070267355339879165, 0.0049228465045376, 0.008218237870899257, 0.0038642190866546894, 0.005461155158312125, 0.0022875242642718487, 0.0019823926078673362, 0.0012904676553277998, 0.006290910267585273]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,6,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,8.0,0.0,15.0,16.0,6.492608022743719,12.794883309998184,14.5529552303656,0.6375491174722202,0.9682381070820438,0.6186280379411045,0.6020389377173,"[8.879004205320676, 4.629407836927188, 3.8673715288297847, 3.4758480933599234, 3.261010305805718, 3.1617594507400444, 3.0236454460610958, 2.8352668811599746]",0.0,0.0,0.0,0.0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rbf,rbf_l3,model_rbf_fixed_l3.pt,7,5,8,4,causal,rbf,3.0,1.0,0.95,0.001,8,0.05,0,0.0,16.0,2.0,16.0,1.1507901336051634,1.3840864893466422,313.48146458022023,0.9986993397352745,0.9680197352915755,0.18231656401322488,0.036064667816653774,"[298.45400641984725, 68.92667928922049, 25.36683707640619, 23.1659493134546, 18.06924072722211, 13.72073297907235, 8.296794910408968, 5.3547940951885415]",0.695760375581397,0.1724362642155826,0.05322815937145965,2.7589802274493223,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[0.695760375581397, 0.3355943781144604, 0.27500547298258093, 0.1648018419325271, 0.25564335741500566, 0.15519101478783778, 0.10942517644336996, 0.09546363703856363, 0.10560253423834823, 0.08255148250718329, 0.09147854299344517, 0.11011451910887206, 0.07378247310682136, 0.0720669503662699, 0.05322815937145965, 0.08327031146117975]"
