checkpoint,ell,n,candidate_rank_mean,candidate_rank_std,d_x_mean,d_x_std,ell_mean,ell_std,entropy_rank_mean,entropy_rank_std,gamma_mean,gamma_std,min_explainable_frac_mean,min_explainable_frac_std,n_heads_mean,n_heads_std,n_layers_mean,n_layers_std,participation_rank_mean,participation_rank_std,s_mean,s_std,val_capture_mean,val_capture_std,val_explainable_frac_mean,val_explainable_frac_std,val_full_resid_ratio_mean,val_full_resid_ratio_std,val_resid_ratio_mean,val_resid_ratio_std,val_total_norm_mean,val_total_norm_std
H2,1.0,4,42.0,0.0,5.0,0.0,1.0,0.0,4.558663727239516,1.0216895824114216,0.95,0.0,0.001,0.0,2.0,0.0,8.0,0.0,2.5566641885712236,0.5700895999224438,27.75,6.800735254367722,0.9538290577524766,0.0032289818881126495,0.9999999999999807,1.8397906350942066e-14,1.2873863960775657e-11,2.7804226260340544e-12,0.21477450619099134,0.007558989166991063,8.793004946119058,3.1318701888737204
H2,2.0,4,21.0,17.568911937472585,5.0,0.0,2.0,0.0,6.825573024600517,1.5388593080167745,0.95,0.0,0.001,0.0,2.0,0.0,8.0,0.0,4.019278225497081,2.894046375221017,9.25,6.800735254367722,0.749999999999666,0.49999999999977734,0.749999999999666,0.49999999999977734,4.0623708943086284e-11,2.7914942726571103e-11,4.0623708943086284e-11,2.7914942726571103e-11,1.185606532756956,0.8438186580620579
H2,3.0,4,13.75,22.171678631383177,5.0,0.0,3.0,0.0,3.4011950507030275,2.123060448339035,0.95,0.0,0.001,0.0,2.0,0.0,8.0,0.0,1.6101218254782839,1.139062495311522,2.0,1.4142135623730951,0.7499999999984368,0.49999999999895783,0.7499999999984368,0.49999999999895783,4.5319685550882175e-11,3.033277229997588e-11,4.5319685550882175e-11,3.033277229997588e-11,0.534623364669564,0.36919966833100054
H2,4.0,4,2.75,0.9574271077563381,5.0,0.0,4.0,0.0,2.0547835461922555,0.5219217159435435,0.95,0.0,0.001,0.0,2.0,0.0,8.0,0.0,1.8796419040667023,0.5471201328203479,2.75,0.9574271077563381,0.9999999999979469,7.517353603660407e-13,0.9999999999979469,7.517353603660407e-13,3.2751986435577535e-11,1.663566379461574e-11,3.2751986435577535e-11,1.663566379461574e-11,0.7258811220378343,0.13555394962403483
H2,5.0,4,31.75,20.5,5.0,0.0,5.0,0.0,2.5006431562616482,1.239093677723729,0.95,0.0,0.001,0.0,2.0,0.0,8.0,0.0,1.5005696140960358,0.46558780397071864,13.0,8.366600265340756,0.963594640137727,0.024274683554480127,0.9999999999971156,5.755433310460535e-12,2.3908638423112613e-12,2.2825374696834402e-12,0.16523738484676107,0.11016331215301511,9.357612886231955,6.184760079301773
H2,6.0,4,42.0,0.0,5.0,0.0,6.0,0.0,3.2583775959387227,1.2123461960746702,0.95,0.0,0.001,0.0,2.0,0.0,8.0,0.0,1.7701243226723733,0.5234962002633254,25.5,6.95221787153807,0.9529124364959531,0.002362895283563761,0.9999999999999889,8.369736665143357e-15,1.0697878295940286e-12,3.3386925039733214e-13,0.21694413243681235,0.005514454373083086,10.703778332204736,3.010258053048907
H2,7.0,4,42.0,0.0,5.0,0.0,7.0,0.0,3.0545251494004395,1.6003155901190533,0.95,0.0,0.001,0.0,2.0,0.0,8.0,0.0,1.7207078008921561,0.6578902310365015,21.25,9.912113800799505,0.9511020963684882,0.000655264708946434,0.999999999999994,3.1908049232143108e-15,1.1139673548311811e-12,4.1158537878099757e-13,0.22112498456514962,0.0014809152882064949,14.331642457481623,4.769033346262792
H2,8.0,4,42.0,0.0,5.0,0.0,8.0,0.0,3.8923830211230777,1.6530954666187294,0.95,0.0,0.001,0.0,2.0,0.0,8.0,0.0,2.0462998748203325,0.7659372719314239,28.75,6.075908711186061,0.9541381294753098,0.0027999728525966074,0.9999999999999903,6.298987088595124e-15,1.1977197202348297e-12,4.370012225728238e-13,0.21407916422670112,0.006530132073970141,11.14277105510213,2.784658929189389
H8,0.0,4,5.75,1.5,5.0,0.0,0.0,0.0,3.0059125848041996,0.607135440993373,0.95,0.0,0.001,0.0,8.0,0.0,8.0,0.0,2.463676879766029,0.6887446615132714,5.0,0.0,0.9999993038553348,1.3922893304374462e-06,0.9999854977777884,2.1270615995853933e-05,0.003097193309126353,0.0025585453725485564,0.003147631758551003,0.0026559992475292575,2770.5582025149934,2249.4051761409214
H8,1.0,4,41.5,1.0,5.0,0.0,1.0,0.0,2.831240308192778,0.6204112862196212,0.95,0.0,0.001,0.0,8.0,0.0,8.0,0.0,1.7238086248969073,0.2989382157832301,29.25,3.8622100754188224,0.9541619847448519,0.0022704636438035065,0.9983474852804798,0.0033050294390104353,0.020325567164184107,0.040651134284388865,0.2176403878644291,0.008049688088426475,8.02096212830285,2.6232983770069325
