exp,checkpoint,checkpoint_file,episode,d_x,n_layers,n_heads,gamma,min_explainable_frac,ell,s,candidate_rank,participation_rank,entropy_rank,val_total_norm,val_explainable_frac,val_capture,val_resid_ratio,val_full_resid_ratio,top_singular_values_json
2a,L6,model_L6.pt,3,5,6,4,0.95,0.001,2.0,4.0,4.0,1.6105091668097826,2.1373876043124356,0.794613164917388,0.9999999999984163,0.9999999999984163,4.645493282648095e-11,4.645493282648095e-11,"[0.054325638133561185, 0.019597135195312924, 0.018432546566327236, 0.011399295219308665, 4.097651848804954e-12, 2.220326562900074e-12, 1.790781587181887e-12, 1.3845802546077184e-12]"
2a,L6,model_L6.pt,3,5,6,4,0.95,0.001,3.0,0.0,47.0,3.5359000074583656e-34,9.005911634747168,4.858567109870015e-12,0.0,0.0,0.0,0.0,"[2.724564762307451e-12, 1.851219843060537e-12, 1.592947654320138e-12, 1.0278030960116054e-12, 8.814052653589088e-13, 5.559772204771688e-13, 5.284028973980968e-13, 4.93957030298432e-13]"
2a,L6,model_L6.pt,3,5,6,4,0.95,0.001,4.0,5.0,5.0,2.0242177625834628,2.7046064787494073,0.8099719131036325,0.9999999999984758,0.9999999999984758,9.740426321699139e-12,9.740426321699139e-12,"[0.20100012568438316, 0.10421393203192701, 0.07110548445186123, 0.05270785374076196, 0.03171483788542157, 2.3832660882498646e-12, 1.5164188956838048e-12, 1.377110199855166e-12]"
2a,L6,model_L6.pt,3,5,6,4,0.95,0.001,5.0,0.0,47.0,3.874621406821473e-34,8.472897982254155,4.751788404699171e-12,0.0,0.0,0.0,0.0,"[2.884893280024767e-12, 1.8544590683043668e-12, 1.6547099884194364e-12, 9.61831823916902e-13, 7.095964161595109e-13, 6.150025126054129e-13, 5.264151831201645e-13, 5.071598544221516e-13]"
2a,L6,model_L6.pt,3,5,6,4,0.95,0.001,6.0,35.0,42.0,1.9113270426824212,3.5724192568672377,8.624417969777117,0.9999999999999867,0.9508391161849075,0.2217225379051014,9.046825389133516e-13,"[6.147385624309948, 1.5476559136556771, 1.5094568049270034, 1.4218277846571261, 1.287589346669959, 1.2076441936850884, 1.0610251733825247, 0.9602638547726148]"
2a,L8,model_L8.pt,0,5,8,4,0.95,0.001,0.0,5.0,5.0,1.944433260864619,2.631761607431877,4801.825098239404,0.999999178685759,1.0,0.0009062638914658611,0.0009062638914658611,"[3092.0638427537597, 1536.6302304439637, 999.1443575745311, 794.5148033416276, 533.8450720751672, 1.062870157163907, 0.7410025571616834, 0.5743000300469258]"
2a,L8,model_L8.pt,0,5,8,4,0.95,0.001,1.0,16.0,42.0,1.4480506108600872,2.2570509071651945,12.230958716651163,0.9999999999999933,0.9513858728920837,0.22048611545380725,7.949796728414035e-12,"[7.864081020705116, 2.214431545433564, 1.6305274966271843, 1.1452478971369433, 1.0290185671703345, 0.8333727319361118, 0.6851007044214685, 0.6262521494502139]"
2a,L8,model_L8.pt,0,5,8,4,0.95,0.001,2.0,20.0,21.0,7.650971274792991,10.564531197036663,2.214811563773093,0.9999999999997962,0.9716950209797122,0.16824083636288736,4.4447952347545446e-11,"[0.3638679984186294, 0.3337197298142831, 0.27952871491518066, 0.22727248004314135, 0.18642044611442984, 0.16722042379491348, 0.16033488519646782, 0.154452417907448]"
2a,L8,model_L8.pt,0,5,8,4,0.95,0.001,3.0,3.0,3.0,1.9301895991979756,1.9785367467336354,0.7603869359573021,0.9999999999982705,0.9999999999982705,6.122036930133145e-11,6.122036930133145e-11,"[0.4525062313998611, 0.3706922737478181, 0.020618193804269533, 1.4328797356169707e-11, 1.1372872761323278e-11, 7.052065184001899e-12, 5.424210505349818e-12, 4.863260004231674e-12]"
2a,L8,model_L8.pt,0,5,8,4,0.95,0.001,4.0,3.0,3.0,2.8882774165990455,2.9392550468445533,0.9422037935424109,0.9999999999988736,0.9999999999988736,3.289289544342743e-11,3.289289544342743e-11,"[0.5767187210837625, 0.5750599427920645, 0.4584588196260605, 1.4234488392148067e-11, 1.2411366261697643e-11, 5.5683077876433e-12, 4.794207242356372e-12, 4.1604833582661875e-12]"
2a,L8,model_L8.pt,0,5,8,4,0.95,0.001,5.0,1.0,42.0,1.0705097768561003,1.2601499893954693,26.0928509446349,0.9999999999999984,0.9592994139878522,0.2017438623902752,1.1900533792057214e-12,"[19.804745816095004, 1.963873616340422, 1.4034291441384368, 1.1388715807554504, 1.044687361884348, 0.9399111273508979, 0.8238298051218691, 0.7590024102834447]"
2a,L8,model_L8.pt,0,5,8,4,0.95,0.001,6.0,2.0,42.0,1.0983129017011832,1.3547778484020283,23.154604832947253,0.9999999999999981,0.9528271490782709,0.21719311895575139,1.262613237044167e-12,"[17.378581161721748, 1.9491497638826785, 1.396098184729376, 1.199031425200965, 1.0754670262644594, 1.022903107281555, 0.9295528214380565, 0.81898428258046]"
2a,L8,model_L8.pt,0,5,8,4,0.95,0.001,7.0,11.0,42.0,1.1775297851275706,1.6157670623766989,20.547791141533697,0.9999999999999976,0.9538952481831513,0.2147201709594288,1.6729652618017953e-12,"[15.140581768386834, 1.9865315788281785, 1.5630874941813215, 1.4950972298065321, 1.3866139353568476, 1.302422239208787, 1.1726887802073849, 1.098082453828305]"
2a,L8,model_L8.pt,0,5,8,4,0.95,0.001,8.0,11.0,42.0,1.1865122683608202,1.6448705528159784,20.10598170798137,0.9999999999999974,0.9516560120215084,0.21987266309955208,1.5560068450003842e-12,"[14.810888691364678, 2.002420042564851, 1.5587169714390348, 1.4869023966499475, 1.3908100643781385, 1.3070204612236749, 1.1474990530786187, 1.1017180833101892]"
2a,L8,model_L8.pt,1,5,8,4,0.95,0.001,0.0,5.0,5.0,2.735238687767049,3.1262536367779035,3348.795168964213,0.9999948932779869,1.0,0.002259805746760271,0.002259805746760271,"[1597.4689259247148, 1270.172754753497, 901.2411363702084, 432.78318400536494, 123.60840971282873, 0.822206408866808, 0.7823246340968787, 0.5637343644654785]"
