exp,checkpoint,checkpoint_file,sweep,sweep_val,d_x,d_model,n_layers,n_heads,episode,probe_kind,smax,tau_sv,B_nat,dim_R_nat,dim_over_nctx,r_eff_T_task,E_F_T,E_TQ_T,E_F_TQ,X_use,X_sub,max_closure,mean_closure,max_refinement,mean_refinement,s_list,mse_model,mse_krr,mse_ratio,E_pointwise_F_T
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,dx,40,40,128,8,4,0,task,1,0.001,45,34,0.723404255319149,16,0.2039498792220172,0.3076661815730721,0.37770773933882046,0.8552431073625454,0.9053415207164331,0.49129674153040775,0.3292392723714998,0.9972916741861442,0.8098607412633955,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.05985089313319907,0.059705853325577415,1.0024292393382397,0.20338147006688534
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,dx,40,40,128,8,4,1,task,1,0.001,45,34,0.723404255319149,16,0.09655476786521687,0.05721859327420947,0.11325038015806718,0.9868375839328263,0.9967260325837272,0.7962492397767161,0.29492528739281504,0.9997831841540603,0.8089334332438555,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.05116367734048537,0.05553016798819656,0.9213672350380908,0.0857589682576925
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,dx,40,40,128,8,4,2,task,1,0.001,45,4,0.0851063829787234,16,0.07579227247294475,0.6242700047062003,0.6186038319520644,0.6049337897481499,0.6102869612249,0.5401214464633363,0.3681746513892875,0.9972359578495877,0.8471123795549359,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.14288909102583558,0.157174524133868,0.9091110140987906,0.05043570179515434
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,dx,40,40,128,8,4,3,task,1,0.001,45,4,0.0851063829787234,15,0.03362188744227232,0.44323762654152954,0.441265045633588,0.8067707771353114,0.8035404064182244,0.45851636384738703,0.24636714437932536,0.999630203768865,0.871739868119596,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.03989326561646846,0.04577963938009143,0.8714193942256604,0.03972022801829438
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,dx,40,40,128,8,4,4,task,1,0.001,45,9,0.19148936170212766,16,0.10004883695335447,0.4627319882002056,0.47106107778781037,0.7783151962378411,0.7858791070967128,0.7712093861346245,0.33928429938736815,0.9976533693220551,0.8235516530134273,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.16794776181352916,0.2099898483995995,0.7997899093385387,0.11045074777067353
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,dx,40,40,128,8,4,5,task,1,0.001,45,42,0.8936170212765957,16,0.16094176013478528,0.2011277058751082,0.2560026432703369,0.9358552763568159,0.9595476459294967,0.8387691077508371,0.3454039360782827,0.9996261493668106,0.7865695990611379,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.11586987444699803,0.08490082328088155,1.36476738351123,0.07819543225865443
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,dx,40,40,128,8,4,6,task,1,0.001,45,31,0.6595744680851063,16,0.14080911876522084,0.3737832203420014,0.38323315099109434,0.8361699585821305,0.8602861041910416,0.6817613697693348,0.32326640589233324,0.9980722425513142,0.812054481642286,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0960233577424523,0.09429820241581274,1.018294678821473,0.08827913611568931
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,dx,40,40,128,8,4,7,task,1,0.001,45,44,0.9361702127659575,16,0.22970922033661056,0.12513277371221077,0.2529658804372556,0.9096918680362057,0.9843417889431197,0.8392574752720832,0.3895573005449193,0.9982557301014556,0.7681861605390989,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.04771116767687668,0.05305997918503186,0.8991931095656353,0.3300511676719475
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,dx,40,40,128,8,4,8,task,1,0.001,45,12,0.2553191489361702,16,0.10599136817887136,0.4873553680984375,0.5045648734519893,0.7638962366208097,0.7624847451861113,0.7213722579198807,0.32555812019175323,0.9986032023222323,0.8278655328230082,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.13631823312061508,0.1603255903246415,0.8502587319004148,0.08003103841203557
2b,dx40,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/dx40_scale_aware_gated_s122/minimal_scale_canonical_single_dx40_tau16_am2p0_2p0_inv_rank_bs16_ga1_150000_s122.best.pt,dx,40,40,128,8,4,9,task,1,0.001,45,5,0.10638297872340426,16,0.07268452391929679,0.22640380736037025,0.21680816139181155,0.9515086633955265,0.9487413160128308,0.6721113372244433,0.23444960344001992,0.9979356891208343,0.856550023126528,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.3094618834937548,0.20322668713748349,1.5227423516696057,0.1169157787102436
