exp,checkpoint,checkpoint_file,episode,d_x,n_layers,n_heads,selection_mode,span_mode,kernel_family,kernel_lengthscale,kernel_signal_var,excess_risk_frac,gamma,min_explainable_frac,n_causal,causal_damage_tau,causal_max_keep,ell,s,hidden_s,candidate_rank,participation_rank,entropy_rank,val_total_norm,val_explainable_frac,val_capture,val_resid_ratio,val_full_resid_ratio,top_singular_values_json,causal_max_damage,causal_mean_damage,causal_min_kept_damage,causal_sum_kept_damage,causal_selected_indices_json,causal_damages_json
rbf,rbf_elbow_scratch_nctx128_ntgt128,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx128_ntgt128_scratch_seed42/checkpoint_final.pt,0,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,0.0,15.0,1.0,16.0,1.0758407734042983,1.2337888760980091,876.4428971966914,0.9988421130290316,0.971967172134099,0.17075788705276268,0.034027738258196216,"[721.2184709043344, 90.9573678323349, 72.43782040246462, 50.1172050823717, 41.3467704822162, 34.72925370785732, 11.194605576029915, 10.165467248512597]",0.8532711398085421,0.15594798930547624,0.06691098042910926,2.463334583717691,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15]","[0.8532711398085421, 0.18820068472511098, 0.19593599183899885, 0.19539858002092655, 0.1816560891864135, 0.14860566285211663, 0.07955083971837669, 0.07629493220960268, 0.0788487130334428, 0.08101772485485305, 0.10166560329872484, 0.07113842306770266, 0.07057484642525301, 0.06691098042910926, 0.031833245169928144, 0.07426437224851806]"
rbf,rbf_elbow_scratch_nctx128_ntgt128,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx128_ntgt128_scratch_seed42/checkpoint_final.pt,0,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,1.0,6.0,70.0,108.0,2.723457400103382,3.9476281345478257,27.259165835140205,0.9944422109612393,0.9506003638406705,0.23384369232827812,0.07455058040524731,"[5.278685435140348, 3.4853820090611003, 2.21344246556994, 1.5744971645484622, 1.287464330446356, 0.8311891930050433, 0.6759262945852387, 0.4728322367756336]",0.1454161073216541,0.012207707204492654,0.05597403620795051,0.5168663373143318,"[0, 2, 3, 4, 5, 6]","[0.1454161073216541, 0.03710539540636772, 0.10363849106981583, 0.07744174290879459, 0.07781957513181059, 0.05597403620795051, 0.056576384674306236, 0.042982411557123616, 0.02446238168784565, 0.038494774285694616, 0.023188617558795994, 0.02095395490031392, 0.02147639690063989, 0.034906506539109705, 0.022965387112697182, 0.03232745077885986, 0.020750283100575702, 0.026502876014100705, 0.015911281613031274, 0.007923214863955811, 0.02142196997702964, 0.018081544467175133, 0.013705904437202696, 0.016355121314082923, 0.013468339959980601, 0.007378727537172655, 0.015431461884523807, 0.007349008689222059, 0.0059070167538808555, 0.013739475161587572, 0.01082791832010203, 0.005626927408801868, 0.007613211454994917, 0.008038094784183604, 0.01146161042788979, 0.008458349176904028, 0.00531912546442469, 0.008195951904912903, 0.009255735783575764, 0.004716257828864895, 0.008075909796083872, 0.007489324855930912, 0.004024710632594059, 0.006270216009230626, 0.006025764275009311, 0.00598183858732736, 0.0057385221625164675, 0.003623192883446886, 0.0031905204201863086, 0.004447840412781957, 0.0027198789130840574, 0.0048324419343737995, 0.004685379603672123, 0.003938950437175745, 0.003906489575385297, 0.0036834411609914445, 0.005603792981064353, 0.0033302688295758285, 0.004173080597970765, 0.003558687084151931, 0.002750640845069325, 0.001823357861120639, 0.0030725270082231824, 0.0032453592074172476, 0.0044647910618443535, 0.0036816699119954395, 0.002725914539421409, 0.004343663047678529, 0.003685716603580307, 0.00501230061607483, 0.004021354279830471, 0.0026011754913098876, 0.0020473978797287155, 0.0021650216226431498, 0.003445844552974042, 0.0030210753176352664, 0.001567073313351479, 0.0033903706343775485, 0.0031286439120339913, 0.002189438398617368, 0.003221454889002062, 0.0021299708395733077, 0.0028790086350319343, 0.0018899955654494353, 0.0016011524714253191, 0.0036345088492507564, 0.0027488516614477074, 0.0025587919381334615, 0.002162095861381912, 0.003473951517265258, 0.0025914595581509126, 0.0017067885319472275, 0.0021074906643240815, 0.0024919109957526036, 0.002355421623141596, 0.0016751454532352877, 0.0018135839155683172, 0.003157958316775446, 0.00186366356279788, 0.001703956898038197, 0.002406713255191339, 0.0016715461018160245, 0.001925413767568033, 0.0011546898596477813, 0.001576324092473544, 0.0016924660556719951, 0.0013596772497247096, 0.002025776327984389]"
rbf,rbf_elbow_scratch_nctx128_ntgt128,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx128_ntgt128_scratch_seed42/checkpoint_final.pt,0,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,2.0,0.0,93.0,107.0,3.122220764250769,5.978524202416274,18.505370759027485,0.999999999999997,0.9508540826678716,0.2216887848586963,2.0698128937872424e-12,"[3.6948339326791504, 2.0092489988278612, 1.476905837708571, 1.0329725451350327, 0.9316241457661323, 0.891428479239969, 0.8123200983981117, 0.6424187252432941]",0.0306315465957699,0.006778570312209637,0.0,0.0,[],"[0.027289267036582503, 0.0306315465957699, 0.024536460686454226, 0.019503264361327034, 0.0161478551549633, 0.026466403689608876, 0.021227149060464436, 0.01582575229705301, 0.014735077245440528, 0.018678845974517893, 0.01376313713112994, 0.020142118670094328, 0.015986755567056064, 0.025569261558441192, 0.01671856809651101, 0.017931858065210696, 0.01701084373066645, 0.012145749169623968, 0.010116772701283397, 0.010972240854515826, 0.018736013681131126, 0.013300687639750104, 0.006560090203613173, 0.008433843337144064, 0.009146619084439818, 0.01055961692332506, 0.005596847182364125, 0.0062001793361982655, 0.006090723841717515, 0.007837488523332353, 0.006215234032362433, 0.006543479817364297, 0.010753237217701876, 0.006199323456851538, 0.00736900328719652, 0.00534144826939288, 0.005981557902760228, 0.006435034696734539, 0.006223862790736949, 0.002486334127488396, 0.006201037943014104, 0.005914141125611421, 0.0042360765785814545, 0.005589000158457954, 0.0037476630753394973, 0.00574816397541185, 0.0031685156617468815, 0.004219322391990572, 0.005551879540984752, 0.005130291707832306, 0.004062633313594961, 0.0033752455124209774, 0.002887058875736687, 0.0031817954143518365, 0.0037284409721144596, 0.003853246520179202, 0.004104568449712997, 0.0029802519677077028, 0.004131666798496641, 0.0037278454134055607, 0.0033797026026914693, 0.002951729584726957, 0.002756800528446737, 0.0043600194693775764, 0.002462081017580321, 0.0023271299778364306, 0.003975866643033326, 0.003226622574855883, 0.00334999413303472, 0.0035402249641053227, 0.0031965475984306576, 0.0024430074489722488, 0.0039055746895570198, 0.00202556536578785, 0.0014572809724348198, 0.002320335488295311, 0.001573321198468544, 0.0018323304246256507, 0.002184752726240326, 0.002149726175229002, 0.0024717049642115716, 0.00239330496713414, 0.003160985847524827, 0.0022742709461395145, 0.0014973493015078396, 0.0030644593356162707, 0.0022055696046168922, 0.0010177946202372928, 0.0017824439834754073, 0.0018615209484560999, 0.0014455635027109594, 0.002452736002517506, 0.0028562383832576367, 0.001952779343675458, 0.0022930257927877, 0.0017706088359143606, 0.00255202500044086, 0.0013967275398705766, 0.002014992100822705, 0.0021098552912396018, 0.001159560189783267, 0.0011338007758908168, 0.0019599432091479867, 0.001311376650073208, 0.0011314021313778538, 0.002386758924447436, 0.0012832132348116598]"
rbf,rbf_elbow_scratch_nctx128_ntgt128,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx128_ntgt128_scratch_seed42/checkpoint_final.pt,0,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,3.0,0.0,96.0,107.0,6.377195270846354,10.257799792431173,19.678635966389884,0.9999999999999973,0.9513460163765252,0.22057648021371676,1.2168050824041445e-12,"[4.138899281448048, 3.013616186123385, 2.54596149096326, 2.0641319028823344, 1.881803723468433, 1.7759289975452448, 1.529328569555342, 1.3048354613180513]",0.02658479277042214,0.006126377249629231,0.0,0.0,[],"[0.020591817842303992, 0.02593703166187397, 0.022723804893947985, 0.02001332307252127, 0.015244644734501428, 0.019989624840565382, 0.01379441063615483, 0.01341450469286432, 0.011884558904652575, 0.01598751941476761, 0.016622908787481325, 0.012681792267041967, 0.014061994857464701, 0.01401815232852379, 0.018801370451787352, 0.01594445405015118, 0.02658479277042214, 0.010663481073926423, 0.009500995204941168, 0.016318192880368648, 0.0060895080078914145, 0.007117448995306242, 0.010353485856868114, 0.006635941183525036, 0.009581391002248625, 0.008572523252016162, 0.004245902017464612, 0.008421969380417617, 0.008863607519542628, 0.007717850892167319, 0.006065842348327282, 0.006005373255201594, 0.0040352781795507334, 0.006956195651477826, 0.0075489182373053455, 0.008236287355672911, 0.004705448445964311, 0.007247206430853169, 0.006122609646048598, 0.005900514753936813, 0.003369344663587079, 0.004411587321981314, 0.0053213072002916, 0.00451649585825864, 0.005755372090817942, 0.0036089637319379557, 0.004603906106114147, 0.0057009483132297485, 0.004711519214691921, 0.0033085387542315307, 0.0037574163269841316, 0.004905793328563266, 0.004083417901830999, 0.0036081816440213976, 0.0032142682015812306, 0.0030173411025363603, 0.002609279278113593, 0.003953160177801137, 0.002112239370974914, 0.003142795470418547, 0.00332860276828776, 0.001704766765406258, 0.002580430805509384, 0.00444624535976453, 0.003387251891948997, 0.0029772273004731427, 0.0018845280586596502, 0.004371992081098197, 0.001773513373918281, 0.0023837174496204225, 0.002280689071135802, 0.004387464204382138, 0.002618864760890347, 0.0030416781048120075, 0.001361990697812993, 0.0024170398033748694, 0.002543749144154608, 0.003210967966086508, 0.0018333572089659763, 0.0018257459919173299, 0.0018709004616886311, 0.002086431673016992, 0.0017223322287046976, 0.001582427666086021, 0.001983300110059169, 0.0013792940994101454, 0.0022578003802124773, 0.0015778359638369838, 0.0018085479984912287, 0.0018645366767771712, 0.0015906959691192352, 0.001751379376418221, 0.0012451493021615554, 0.0018967644674980266, 0.0011643577371540047, 0.001778472250716979, 0.0013678830047680925, 0.0014515484897492865, 0.0014722218243638928, 0.0026477317641370253, 0.0026334782446131954, 0.0019104205622405862, 0.001982659416954857, 0.0011909905052037925, 0.0015831745502754519, 0.0013965892119387477, 0.0010510651304962643]"
rbf,rbf_elbow_scratch_nctx128_ntgt128,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx128_ntgt128_scratch_seed42/checkpoint_final.pt,0,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,4.0,0.0,97.0,107.0,9.145584690832663,12.979966196752887,20.953781512561864,0.9999999999999977,0.9502531088265128,0.22304011113134958,1.165850106682411e-12,"[4.601919773234081, 3.7466883604172936, 3.3474598212732465, 3.072395256613242, 2.9514613026777248, 2.5391557217059493, 2.2852204465241797, 2.0242976466057407]",0.018014580702104606,0.0048358768561385735,0.0,0.0,[],"[0.012609811208946976, 0.01565277970953407, 0.018014580702104606, 0.01575297594228862, 0.008280342308915195, 0.013004863272417325, 0.009966621207641054, 0.01166717483865906, 0.009979290774634273, 0.011015089056681936, 0.007376409694837049, 0.011152033340025323, 0.01298674292369097, 0.01186965995736311, 0.012513242304649341, 0.0111856534604742, 0.012154965324031385, 0.015692432391594957, 0.008624376867090658, 0.015652875624945623, 0.008022593397601703, 0.004529600560231857, 0.008280299607899735, 0.005219241849593821, 0.008258794227963492, 0.0065082059965216, 0.006102731829794794, 0.0057977828179198035, 0.005026211168651934, 0.0027194513279678494, 0.007655847373922149, 0.0060901479182933985, 0.006612113807513505, 0.005566728547650526, 0.0035575050295334593, 0.004373095775241651, 0.002921570000098359, 0.005875903224007704, 0.005277374184574075, 0.004418172918924479, 0.004302353687255736, 0.004024285167474045, 0.005874263735837953, 0.003699712498320214, 0.005555911555112516, 0.0031035351273479166, 0.003942804948253751, 0.00212456768667041, 0.0050494433342259445, 0.0022041387628007145, 0.0031677412395969082, 0.004396931005655506, 0.002920098704386232, 0.002499868976452596, 0.003428633970403702, 0.004378284294456477, 0.0029846364575710094, 0.0029996390352846993, 0.00223913056568899, 0.0030467324416749864, 0.0025109437393319336, 0.0023750494021374806, 0.0033227861209909936, 0.001956644139466564, 0.0018006157962846528, 0.0017540438011905799, 0.00221511669695945, 0.0027844039604083244, 0.0026553294624717216, 0.0022446418380265786, 0.0024828224006004083, 0.0020370950896808813, 0.002427285176793389, 0.0015240035333872223, 0.0014135383350711197, 0.003507830011953227, 0.002774605911435271, 0.0032734046097425726, 0.0015877957598815265, 0.002118951608948922, 0.001871383251703523, 0.0017857856291230156, 0.0015153079391677217, 0.0021962948210496247, 0.001410396273358269, 0.0013971560718482258, 0.0015779223784675815, 0.001531981882959971, 0.001226232904916732, 0.0017897906597350048, 0.001296111610273527, 0.0013509385436245207, 0.0011896335747379246, 0.0017537982901516622, 0.0011748903172674385, 0.0015445033202137227, 0.0013914929559078893, 0.0015065570018212003, 0.001587826310119981, 0.001700675729609249, 0.0031292572455023037, 0.0013422755702440187, 0.0011669315914210594, 0.0007512376030642014, 0.0014331042679931246, 0.0014059637901067165, 0.0007364610087743981]"
rbf,rbf_elbow_scratch_nctx128_ntgt128,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx128_ntgt128_scratch_seed42/checkpoint_final.pt,0,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,5.0,0.0,97.0,107.0,10.863972085806097,14.617442543001983,21.42061226846549,0.9999999999999978,0.9522135408451003,0.21860114170538406,1.5548928333098997e-12,"[4.74391695821657, 4.074670662237072, 3.8158536506370133, 3.5272999127294042, 3.457286608127961, 3.02148685754556, 2.722061010848455, 2.5368825654118967]",0.014382832845296317,0.003693920818260085,0.0,0.0,[],"[0.008800865427743486, 0.011489876356636007, 0.012597936360133302, 0.014382832845296317, 0.0069501180523184455, 0.00822042212461045, 0.008721313197694973, 0.009043786970556987, 0.007931980504317346, 0.007717028407760009, 0.008908158670978824, 0.006836603420418241, 0.008153831058721184, 0.008522669047956271, 0.00807301230637608, 0.00868669025017272, 0.006654077132805303, 0.0077832942056346765, 0.009659417220167797, 0.011287701030164583, 0.006222510132899618, 0.0050671331829274975, 0.00471314198121294, 0.005038583712449406, 0.0032193518346024753, 0.005698343580307783, 0.004349464047230853, 0.005180107294174712, 0.0027912626628571837, 0.004355081923843586, 0.004454775295146454, 0.005261753703309987, 0.005029283826496333, 0.003288379239917518, 0.0044417837963657975, 0.004658640779964347, 0.0030501127592686707, 0.003075502466659672, 0.0027124761698529075, 0.0041501772877777865, 0.003404767605870438, 0.0036843183037030486, 0.0025891946079288574, 0.0039021200817147606, 0.0031250312012348846, 0.002766505387630004, 0.0021255167459722406, 0.0038329169947648217, 0.0020728951097149033, 0.002134987324612546, 0.0032318930636310306, 0.0027586123861703454, 0.002425582339965087, 0.003374498225928483, 0.001321129797335157, 0.00317094676396897, 0.0017075502821509436, 0.0027769284329422347, 0.0037219084885517736, 0.0027735516588380405, 0.0019255922835141974, 0.002514356802172078, 0.0025407185351018035, 0.0013217664192672527, 0.0012053019574021265, 0.001178492107860028, 0.001781636697348468, 0.0019392371875244672, 0.001723079903268169, 0.0020086651625789375, 0.0025614255082815566, 0.0013203339610251196, 0.0019661425705966786, 0.001506664500278034, 0.0023822048146870493, 0.00130184216855767, 0.0021927917643508412, 0.002210058729145823, 0.0017129181394269738, 0.0014909941146851724, 0.0014389286801640441, 0.0011628043674641465, 0.0017097297750164617, 0.0009341177950607753, 0.0018544329213853099, 0.0017180813073555535, 0.0011597566552563334, 0.0012131104006280636, 0.0010032005796193912, 0.0014209671140192532, 0.0011015547176033691, 0.0011465771881382161, 0.0011259969631184563, 0.0012962911852680806, 0.0012506255753700515, 0.0010826263249462858, 0.0011790617174779626, 0.0016507712394438936, 0.0010617551798351042, 0.001936948683663516, 0.0015246888474717488, 0.0010593680028699638, 0.0011698453212656236, 0.0009814795229191344, 0.0012036053817372045, 0.0014128731031700942, 0.0005857706061315058]"
rbf,rbf_elbow_scratch_nctx128_ntgt128,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx128_ntgt128_scratch_seed42/checkpoint_final.pt,0,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,6.0,0.0,96.0,107.0,13.059418716777994,16.473615716422593,21.785118050222852,0.9999999999999979,0.9528601493193153,0.21711713585224596,2.1056832812028782e-12,"[4.73849397377416, 4.366336445606683, 4.252758488635445, 3.9816917078769434, 3.882382212991087, 3.6780487662448658, 3.393823425110072, 3.1392933342541016]",0.008797384738577458,0.001853286393833202,0.0,0.0,[],"[0.002787582756378124, 0.0063541030645036765, 0.008600779308313234, 0.008797384738577458, 0.007353433271122916, 0.006436336081494244, 0.0037619003917787027, 0.005308482827347035, 0.0035531441230090602, 0.0064622840240449834, 0.00581524451006186, 0.005481435135143832, 0.003987145677801665, 0.002441381278419334, 0.002737107525961306, 0.003252702503661857, 0.0032057402458211494, 0.0034528452482625806, 0.003004266200557038, 0.0029248472001456227, 0.0018770567748080062, 0.002261410586904943, 0.0018212761878096564, 0.003364224662595267, 0.0011017052277106168, 0.0019404413534241506, 0.0020968971610011654, 0.0018479117123688072, 0.0013283782168315385, 0.0019313114842215817, 0.0014902794998720003, 0.0018725650474793226, 0.0021826385520861196, 0.002032334193769526, 0.0016087770148936428, 0.0018244704072674222, 0.0023516946444860584, 0.0016826666599753454, 0.0013118978811317772, 0.001580865053034183, 0.001805420207908445, 0.0017756591445748, 0.0021333124322649496, 0.0010941329061568573, 0.0015273943400912408, 0.00085222212512302, 0.0014472949702573573, 0.0013285542753627905, 0.0015565188221445554, 0.0017297559192513724, 0.0012361916603700267, 0.001974545359383489, 0.0012740920056454547, 0.0011883110179736597, 0.0009401375464798911, 0.0011589952809692532, 0.0011398587280797557, 0.001537337418087993, 0.0009344771159320465, 0.0010214784781869604, 0.0017096232582811406, 0.0013516667114555163, 0.0009521541064934165, 0.0006772351532756879, 0.0012940705249727194, 0.0004903188242887613, 0.0008712756421868093, 0.0010524475915030405, 0.0009631146811203033, 0.0009845832283660065, 0.0009940188729009515, 0.0007347601987922401, 0.0009301236335621792, 0.0008257153968682592, 0.0010479976902113375, 0.0009561920694072779, 0.0008917565906694324, 0.0010146800936783496, 0.0008340523347446011, 0.000831534318678241, 0.0008699540339433256, 0.0005695855818778351, 0.0008954358915920598, 0.000532719238728662, 0.0008549542720606324, 0.0006297577481873294, 0.0008415312109389855, 0.0007318470047356077, 0.0006809792453797056, 0.0006649997602463353, 0.0006027984156626061, 0.0005544495426197452, 0.0006210039169877732, 0.00065511636635031, 0.0005890673744850319, 0.0004874525934278048, 0.0007650101943031918, 0.000607741446069242, 0.000811999055116185, 0.0007748432849375709, 0.0007458633183782927, 0.00045022290157999107, 0.0005106049866956878, 0.0007905850896151588, 0.0005426690608401088, 0.0008634260476489874, 0.0003670674479674399]"
rbf,rbf_elbow_scratch_nctx128_ntgt128,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx128_ntgt128_scratch_seed42/checkpoint_final.pt,0,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,7.0,0.0,96.0,107.0,13.614038503425366,17.78562916851216,21.679863449098292,0.9999999999999978,0.9511480521694832,0.22102476745947444,6.731333245679601e-13,"[4.580569312501714, 3.96193913582886, 3.7529765629896974, 3.6219830941560818, 3.360930249292326, 3.275272793546865, 2.9669934495091868, 2.8602940943413726]",0.002679131675832495,0.0007891405184355976,0.0,0.0,[],"[0.0014876163343280862, 0.0024468538022787323, 0.0025359686258992348, 0.0025887043314791283, 0.0014973196853385877, 0.002679131675832495, 0.0018590696990010511, 0.0016018454188887535, 0.001266124924893061, 0.0022993983058039896, 0.0018424578043698138, 0.0015199764578460793, 0.0019009590792678358, 0.0010466248065824015, 0.0014116780701870192, 0.001780894979689809, 0.0016930555442612634, 0.001325237621541054, 0.0014985059848742787, 0.0013870406316046008, 0.0008721857826664767, 0.0012086657621710386, 0.0008942629576282699, 0.0015650894422887252, 0.0008366520705758663, 0.0009981332932477956, 0.0012553760337462984, 0.0010660195664472455, 0.0008109331811248657, 0.0007710498421262029, 0.0009163633395481438, 0.001453612672223958, 0.0007112107604591474, 0.0013410595175076456, 0.0012088215044502879, 0.0007193476277600326, 0.0006970691370765259, 0.0009134031390824965, 0.0006498720621938258, 0.00068341847456525, 0.0008596021550857195, 0.0006415937706810836, 0.0009131303629572002, 0.0007705476315765464, 0.0005765084895756828, 0.000416806327832067, 0.000641196273397583, 0.000893096949011181, 0.0004698374206378226, 0.0006804440593428418, 0.0007287867385418235, 0.0006459339580829836, 0.0008004454706923723, 0.0006188145972168349, 0.0005649271024542266, 0.00043811318599275094, 0.0004965486076309184, 0.0003633623908362206, 0.0007703274922042635, 0.0003921142937736702, 0.0003634588507651712, 0.0007262280706368205, 0.0006248379811709123, 0.0005811062834195257, 0.0004350700304207283, 0.00044594929119006437, 0.00044039093508918575, 0.0004396281776072809, 0.00039560934076305894, 0.00027727171122322733, 0.0003408322093936048, 0.0006342046041066095, 0.000321226214960112, 0.0003107035939271306, 0.00035521439736234747, 0.0004749264670231247, 0.0004372364602760507, 0.0004883148323870184, 0.000350005446123697, 0.0003169636766908164, 0.0002822977781703494, 0.0002621220627128967, 0.00037811836141361544, 0.00031942328259811325, 0.0002779438925738933, 0.00033407734016056807, 0.0003964224137551561, 0.0003841260729215019, 0.00031730117541449513, 0.0002787255961237745, 0.00030593310202529017, 0.0001661380864330856, 0.0002727099898774487, 0.0003270028944415828, 0.00020824908842490597, 0.0003293000859655339, 0.00024362174882736846, 0.0004221375587420374, 0.0002655180256562992, 0.0002522110651629267, 0.000331122939444032, 0.00020224377065739628, 0.00012474359398549067, 0.0003647062252486541, 0.0002765542262820524, 0.00029463486985234185, 0.00013832442282048067]"
rbf,rbf_elbow_scratch_nctx128_ntgt128,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx128_ntgt128_scratch_seed42/checkpoint_final.pt,0,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,8.0,0.0,97.0,107.0,13.324659974734336,18.316479947038598,22.248617705496,0.9999999999999979,0.9535528240619379,0.21551606886276498,1.0163367410063972e-12,"[4.728621490761692, 3.9026678695543837, 3.657085582256558, 3.501434753541814, 3.26833183219984, 3.0465004500832715, 2.827087764606209, 2.6876614704786137]",0.0,0.0,0.0,0.0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rbf,rbf_elbow_scratch_nctx128_ntgt128,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx128_ntgt128_scratch_seed42/checkpoint_final.pt,1,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,0.0,15.0,1.0,16.0,1.1125294225663909,1.3280462820851948,763.7898617047426,0.997374367911714,0.950583929126975,0.22784195079034494,0.05124092200854701,"[618.2332346159867, 95.67512528638576, 75.88886676514005, 54.157463818530545, 44.78772870053459, 21.338494589459224, 15.306191774887857, 13.577667569036048]",0.8899725877065726,0.21321987604183226,0.07659306904272162,3.364414456515377,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[0.8899725877065726, 0.25643746545710466, 0.28064468731914294, 0.25760767406835117, 0.26467297221944536, 0.19702814308729336, 0.12058940733111125, 0.2967045155374024, 0.17551720682956767, 0.08375426560607249, 0.10920734774507601, 0.16863125674278334, 0.07659306904272162, 0.0815460721873125, 0.10550778563541872, 0.04710356015394022]"
