checkpoint,ell,n,candidate_rank_mean,candidate_rank_std,d_x_mean,d_x_std,ell_mean,ell_std,entropy_rank_mean,entropy_rank_std,gamma_mean,gamma_std,min_explainable_frac_mean,min_explainable_frac_std,n_heads_mean,n_heads_std,n_layers_mean,n_layers_std,participation_rank_mean,participation_rank_std,s_mean,s_std,val_capture_mean,val_capture_std,val_explainable_frac_mean,val_explainable_frac_std,val_full_resid_ratio_mean,val_full_resid_ratio_std,val_resid_ratio_mean,val_resid_ratio_std,val_total_norm_mean,val_total_norm_std
dx3,8.0,4,44.0,0.0,3.0,0.0,8.0,0.0,6.418013071065,1.5463552286382183,0.8,0.0,0.001,0.0,4.0,0.0,8.0,0.0,3.4643038130062633,0.9113082269150089,15.5,2.3804761428476167,0.8030810793870589,0.0019157556986346958,0.9999999999999911,1.407256040722008e-15,1.0789589309299672e-12,3.532948786937657e-13,0.4437515377074832,0.002158207644095999,10.6521620952892,0.8757588315519327
dx5,0.0,4,5.25,0.5,5.0,0.0,0.0,0.0,3.039936225819903,0.19327080697692267,0.8,0.0,0.001,0.0,4.0,0.0,8.0,0.0,2.4020735378039406,0.15610131694733007,3.75,0.5,0.903532728435748,0.02474204792071244,0.9999965220598359,4.036068706725079e-06,0.0016657474265736093,0.0009683151519240158,0.3084633639927934,0.0419656038124201,5021.377604944497,2264.3247725917945
dx5,1.0,4,14.75,2.8722813232690143,5.0,0.0,1.0,0.0,1.1698479844274425,0.33256764239227654,0.8,0.0,0.001,0.0,4.0,0.0,8.0,0.0,1.1229841106782212,0.24459869180577376,1.25,0.5,0.9998941608207143,6.691101738541014e-05,0.9999642576674329,4.801394151433423e-05,0.00515293477408357,0.0035003991736456057,0.01128458401758815,0.004356382403958928,1072.5064674597552,505.8129735065938
dx5,2.0,4,38.25,0.5,5.0,0.0,2.0,0.0,5.75119026362311,1.6159121810057702,0.8,0.0,0.001,0.0,4.0,0.0,8.0,0.0,3.1003070080928192,0.825591337651523,9.75,3.095695936834452,0.8052670042863433,0.004986541951680087,0.9999999999999853,8.391797804592733e-15,7.461336568177591e-12,1.804421640007786e-12,0.44125829477863654,0.005670156105075598,8.840636179410051,1.873036055051551
dx5,3.0,4,28.25,3.8622100754188224,5.0,0.0,3.0,0.0,10.058988901630967,1.8310924282307302,0.8,0.0,0.001,0.0,4.0,0.0,8.0,0.0,6.253879749225973,2.104452015406175,16.75,2.6299556396765835,0.8074948316175335,0.004213361113919112,0.9999999999999171,7.220357156557787e-14,1.1437230560382986e-11,3.774542368752406e-12,0.43873459752322225,0.004777910075863025,4.104084986255867,1.3353585038835258
dx5,4.0,4,15.5,4.509249752822894,5.0,0.0,4.0,0.0,2.0681612520911257,1.324579203625616,0.8,0.0,0.001,0.0,4.0,0.0,8.0,0.0,1.7201831061069006,1.1275696635983252,1.75,1.5,0.9031565026168521,0.061619893658403944,0.9999999999999563,6.775062667163921e-14,5.405399380360969e-12,3.6626107027589736e-12,0.29880523076989807,0.10039210757592446,8.579692897474725,4.5442393886879495
dx5,5.0,4,42.0,0.0,5.0,0.0,5.0,0.0,3.26566657588006,1.1448050398331044,0.8,0.0,0.001,0.0,4.0,0.0,8.0,0.0,1.7872500646051717,0.4876357896313313,3.0,2.449489742783178,0.8385843320983599,0.035776095035470724,0.9999999999999931,5.490461644603987e-15,1.2551989297144142e-12,5.684621622888413e-13,0.39989528799850377,0.044712810069405313,14.102500594057792,4.473952691505647
dx5,6.0,4,42.0,0.0,5.0,0.0,6.0,0.0,3.970205580987714,1.3544244754700812,0.8,0.0,0.001,0.0,4.0,0.0,8.0,0.0,2.0775925829076916,0.6046889028780066,5.5,5.744562646538029,0.8225961254716327,0.019825218195946265,0.9999999999999916,7.55468495455837e-15,1.1753238191263097e-12,4.16221531101731e-13,0.42069201357331937,0.02372352542617731,12.949645617912054,4.225579650987595
dx5,7.0,4,42.0,0.0,5.0,0.0,7.0,0.0,7.087587555216975,1.7665627146344989,0.8,0.0,0.001,0.0,4.0,0.0,8.0,0.0,3.922071061972754,1.8322932004813353,16.25,7.7190241179396075,0.8066493400895799,0.002522934189312929,0.9999999999999892,7.3925070807741e-15,1.157869377531623e-12,1.8618896482162862e-13,0.4397095167426599,0.0028753657960333746,10.54744441463836,2.6135412920468633
dx5,8.0,4,42.0,0.0,5.0,0.0,8.0,0.0,6.322826054143267,1.5207095556828663,0.8,0.0,0.001,0.0,4.0,0.0,8.0,0.0,3.336654984802471,1.3125650384541,12.25,7.544313531837517,0.8041805485501388,0.004303579258746954,0.9999999999999919,6.451405277263584e-15,1.1227750084986607e-12,3.350511286882867e-13,0.44249485107615727,0.0048659662887483085,12.590529613242158,3.4280297039182788
dx8,0.0,4,8.0,0.0,8.0,0.0,0.0,0.0,4.087902757635305,0.4818842671932051,0.8,0.0,0.001,0.0,4.0,0.0,8.0,0.0,3.3643121921746095,0.4879965795776666,5.0,0.816496580927726,0.8472947155781354,0.04955077648621605,0.9997984243843705,0.0003465490376558824,0.010635128188426105,0.010860918564295587,0.3868826224702906,0.06523378026810613,3085.00994718369,2425.9461648933097
dx8,1.0,4,24.0,5.41602560309064,8.0,0.0,1.0,0.0,1.970504986472509,0.1991490934273496,0.8,0.0,0.001,0.0,4.0,0.0,8.0,0.0,1.6540467849162368,0.12875860620589458,2.75,0.9574271077563381,0.9596407118910544,0.07892201756853143,0.9999256515402225,3.66375478380245e-05,0.008350448412399174,0.0024815240181069974,0.12059188119720748,0.18579654185006997,777.4788818524235,538.608786019229
dx8,2.0,4,34.25,0.9574271077563381,8.0,0.0,2.0,0.0,6.0791166952339895,2.3466680897418546,0.8,0.0,0.001,0.0,4.0,0.0,8.0,0.0,3.4490634885728895,1.5605395795593713,11.75,5.737304826019502,0.8062167623602248,0.003932761538686879,0.9999999999999822,1.2851760658783268e-14,4.459397811774028e-12,1.3065122853556849e-12,0.440191188580447,0.004465443000186883,8.903258049616351,3.383594964280586
dx8,3.0,4,20.0,5.887840577551898,8.0,0.0,3.0,0.0,11.285801224567741,3.3207049895647525,0.8,0.0,0.001,0.0,4.0,0.0,8.0,0.0,8.05253788654448,3.401911055974766,13.75,3.8622100754188224,0.8101493931621546,0.0077316874273323346,0.9999999999997842,1.576817547125694e-13,7.715866730725783e-12,1.913708044250008e-12,0.43564987012996714,0.008929165199667525,2.6788302803596857,1.360883592804171
dx8,4.0,4,12.0,3.1622776601683795,8.0,0.0,4.0,0.0,2.789770864309939,0.9117575698271356,0.8,0.0,0.001,0.0,4.0,0.0,8.0,0.0,1.949998978740391,0.7307925502350999,2.25,1.5,0.8611653850300522,0.055752690840300476,0.9999999999999112,8.462303132402402e-14,2.3419388935987027e-12,8.762430560579011e-13,0.36611236311177153,0.07996959877831339,5.10595419992275,3.0011077983804153
dx8,5.0,4,32.0,14.0,8.0,0.0,5.0,0.0,3.269574535716497,1.547629143194666,0.8,0.0,0.001,0.0,4.0,0.0,8.0,0.0,1.7568052265906164,0.531010299383118,1.75,1.5,0.8600027598356526,0.03506994333461288,0.9999999999999842,1.9278919727918816e-14,7.831791541818164e-13,4.0606051185250154e-13,0.37208997490994533,0.04540617778596452,10.882974322644776,4.389696625375562
dx8,6.0,4,39.0,0.0,8.0,0.0,6.0,0.0,3.746848815004185,1.1892685111667627,0.8,0.0,0.001,0.0,4.0,0.0,8.0,0.0,1.8979104475294837,0.4492990602083853,2.0,1.4142135623730951,0.8393849095534212,0.03630412442056564,0.9999999999999912,5.262347830930214e-15,6.049681047603491e-13,4.2323151360718283e-13,0.39880878196385716,0.045704060725127796,11.574912763173504,2.8698042723308936
dx8,7.0,4,39.0,0.0,8.0,0.0,7.0,0.0,5.0294270775776235,1.3100607974874872,0.8,0.0,0.001,0.0,4.0,0.0,8.0,0.0,2.4118638965939603,0.5082148798866802,6.0,5.354126134736337,0.8078236042298544,0.011900005898535002,0.9999999999999903,5.232987282861862e-15,6.363094102433094e-13,4.636549114462366e-13,0.43821652403654876,0.013792453562760107,10.864595039913784,2.464515000532304
dx8,8.0,4,39.0,0.0,8.0,0.0,8.0,0.0,5.065804935161475,1.2346804614035591,0.8,0.0,0.001,0.0,4.0,0.0,8.0,0.0,2.4253181755206565,0.4747188198499183,6.75,5.678908345800274,0.8089551972446484,0.006842368116830489,0.9999999999999902,5.208590938883218e-15,6.565177144138287e-13,4.461725760673439e-13,0.43703389325038033,0.007846774773282798,10.841715949954109,2.4520877862734265
