exp,checkpoint,checkpoint_file,episode,d_x,n_layers,n_heads,gamma,min_explainable_frac,ell,s,candidate_rank,participation_rank,entropy_rank,val_total_norm,val_explainable_frac,val_capture,val_resid_ratio,val_full_resid_ratio,top_singular_values_json
2b,dx3,model_dx3.pt,1,3,8,4,0.8,0.001,1.0,31.0,44.0,5.394623790905053,7.7354570427633025,6.669296877640162,0.9999999999999775,0.811759355716231,0.4338670813552769,3.933441496030629e-11,"[2.570647921851649, 2.189953579445133, 1.418222077702373, 1.3463510601280415, 1.094018191828078, 0.9941383414117083, 0.958377603949752, 0.7720045312465028]"
2b,dx3,model_dx3.pt,1,3,8,4,0.8,0.001,2.0,8.0,10.0,5.182308397932491,6.808984264936005,2.390452867164401,0.999999999999825,0.8555229231874453,0.3801014033286114,1.822662686351173e-10,"[0.031591740885136346, 0.023985545400656956, 0.020016697536640874, 0.014902356346669662, 0.0141423461527566, 0.011982600547681946, 0.011590179869451513, 0.011018113954582564]"
2b,dx3,model_dx3.pt,1,3,8,4,0.8,0.001,3.0,2.0,2.0,1.8179656259627763,1.9008176320758028,0.901356513473561,0.9999999999987692,0.9999999999987692,1.6702226665732208e-10,1.6702226665732208e-10,"[0.008845865900773095, 0.006375858775838666, 9.672491012770957e-12, 6.222988847198487e-12, 2.732887876267703e-12, 1.2831104598935669e-12, 1.2328355752802467e-12, 1.124757803588211e-12]"
2b,dx3,model_dx3.pt,1,3,8,4,0.8,0.001,4.0,3.0,3.0,2.7469215295928944,2.857793370450349,1.0662949456444926,0.9999999999991204,0.9999999999991204,1.0737270708666048e-11,1.0737270708666048e-11,"[0.5049734508289864, 0.4483629559220743, 0.3387768202794355, 3.938143548932723e-12, 2.0961363602380988e-12, 1.4204650652917922e-12, 1.155487048802797e-12, 8.257329605494584e-13]"
2b,dx3,model_dx3.pt,1,3,8,4,0.8,0.001,5.0,0.0,47.0,2.6741681191843417e-33,4.502339700419599,7.438729561805941e-12,0.0,0.0,0.0,0.0,"[5.610349068977017e-12, 3.1941197795625938e-12, 1.7118339627186025e-12, 1.202778772379138e-12, 6.613856421470199e-13, 6.127603902489163e-13, 5.934770196937043e-13, 5.570687568917771e-13]"
2b,dx3,model_dx3.pt,1,3,8,4,0.8,0.001,6.0,1.0,43.0,1.5790955586478375,2.6959098552246874,12.250920190046546,0.9985596892835366,0.8003125065252658,0.448151974395283,0.03795142574998747,"[7.839616118636452, 2.2185355565789098, 1.4411614419641854, 1.3212982553720298, 1.188761426236584, 1.0331275431184115, 0.9862455008759652, 0.8995838648735318]"
2b,dx3,model_dx3.pt,1,3,8,4,0.8,0.001,7.0,17.0,44.0,2.4951962181151774,4.7530063799118105,9.834708480287551,0.9999999999999897,0.8034913701955376,0.4432929390419523,1.1872952873764434e-12,"[5.5805135193697915, 2.2386979061649384, 1.671565249830602, 1.504385463589056, 1.3420749023218688, 1.1952471806341667, 1.134854148689696, 1.0050682666488602]"
2b,dx3,model_dx3.pt,1,3,8,4,0.8,0.001,8.0,14.0,44.0,2.310790089004264,4.415198396174829,10.541104915941762,0.999999999999991,0.800880885108784,0.44622764917831687,1.4765938375502852e-12,"[6.0322232916787355, 2.248720961014507, 1.7061737695072614, 1.5340417620355031, 1.3618246704316488, 1.2198740230239045, 1.157149978982234, 1.0508412704425731]"
2b,dx3,model_dx3.pt,2,3,8,4,0.8,0.001,0.0,2.0,4.0,1.3563841525151354,1.6492002395796967,3109.6941552615517,0.9999917319353757,0.86663464465899,0.3652020272838825,0.002875424251159298,"[2264.3413601632096, 845.9473033349396, 436.4202061232301, 2.3861291139978955, 2.004678029118037, 1.7732025830166596, 1.597343553215072, 1.229424004055889]"
2b,dx3,model_dx3.pt,2,3,8,4,0.8,0.001,1.0,1.0,16.0,1.0008036008831127,1.0043661096699947,739.76867356047,0.9999514512013581,0.999910721021858,0.011739822928680341,0.006967696796068749,"[284.75831154549513, 3.469922889769556, 2.7032112142504814, 1.635847003236119, 1.472959139557981, 1.3691135204867768, 1.2019277429743749, 1.1019320900850635]"
2b,dx3,model_dx3.pt,2,3,8,4,0.8,0.001,2.0,15.0,42.0,3.720972038477627,6.045295205535234,8.979276538525792,0.9999999999999877,0.8109847510566867,0.4347588399829277,5.638758351061983e-12,"[4.297066274677019, 3.3070664255894355, 1.6706262329425294, 1.4787809636762013, 1.2980764250058001, 1.1409485146793132, 1.0605005516993422, 0.9137231315761055]"
2b,dx3,model_dx3.pt,2,3,8,4,0.8,0.001,3.0,20.0,26.0,8.806808215311307,11.940277020606771,3.6909310343886768,0.9999999999999266,0.8342627985699367,0.4071083411451919,1.2240648850053897e-11,"[0.29208376792505314, 0.24302677181557555, 0.22093027469026547, 0.19773601645398328, 0.18193313810983602, 0.16164129543866998, 0.14630147394886067, 0.12590832893305387]"
2b,dx3,model_dx3.pt,2,3,8,4,0.8,0.001,4.0,6.0,9.0,2.14089863076698,2.3749100733799393,2.440987299466747,0.9999999999998321,0.8195954160358536,0.42474060785846535,1.1849105546645423e-11,"[1.5732170472959697, 1.2360849592973486, 0.5168940586810635, 0.0318787956102996, 0.02782044256370739, 0.02441458938189168, 0.023238253747107085, 0.021844101329629613]"
2b,dx3,model_dx3.pt,2,3,8,4,0.8,0.001,5.0,8.0,44.0,2.0989719587623865,3.919831400551678,11.036732785034218,0.9999999999999918,0.8001186612995174,0.44708090844999687,5.26634077630083e-13,"[7.136027218789464, 3.029291513141077, 1.585560466982241, 1.4495968000810897, 1.2708365021361072, 1.2419485984957, 1.1339140211269303, 1.0268422970785607]"
2b,dx3,model_dx3.pt,2,3,8,4,0.8,0.001,6.0,6.0,44.0,1.9965834453197324,3.6971785481612836,11.574246583494482,0.9999999999999926,0.8004465303862551,0.4467140803844641,4.827979715737574e-13,"[7.515620442536161, 3.0319756861866596, 1.6085111395121185, 1.4549253024038387, 1.2965021178963165, 1.2503744216171275, 1.1255334792661718, 1.065451758612818]"
2b,dx3,model_dx3.pt,2,3,8,4,0.8,0.001,7.0,18.0,44.0,3.3465424428405717,6.262408561658333,9.748813638417419,0.9999999999999896,0.8020481395855745,0.44491781310081857,5.50624328210704e-13,"[5.501191362627281, 3.0292262257675358, 1.881290749987792, 1.613384996577927, 1.49095215222336, 1.4255239769263266, 1.2706644859833263, 1.263984805769078]"
2b,dx3,model_dx3.pt,2,3,8,4,0.8,0.001,8.0,17.0,44.0,3.3322665328776098,6.325994023300787,10.56232320675237,0.9999999999999911,0.8051328587677091,0.4414375847526827,8.18113200325746e-13,"[5.926172389602939, 3.10439441020266, 2.084377367702951, 1.7967903971349442, 1.5844924267810176, 1.479633844812432, 1.3909003523269359, 1.3560765616169943]"
2b,dx3,model_dx3.pt,3,3,8,4,0.8,0.001,0.0,2.0,8.0,1.5476224918016548,1.8670039255936735,1742.7373877264995,0.9999821018008364,0.9627296212468278,0.19309999968843636,0.0042306263323111815,"[1364.4163814837773, 653.1672480134503, 300.58652868610494, 2.2223793300698973, 1.9583994131950508, 1.717504219867727, 1.613461044017008, 1.5304443174528124]"
2b,dx3,model_dx3.pt,3,3,8,4,0.8,0.001,1.0,1.0,16.0,1.0012243061502113,1.006433529588837,224.2569602900952,0.999613717760737,0.9993533191714529,0.0321358563989126,0.019654064191993805,"[200.76778972514637, 2.8729341405092157, 2.230083620525526, 1.5181878319453357, 1.4431770934650185, 1.2491756919511083, 1.1730028768520022, 1.0449633777886425]"
2b,dx3,model_dx3.pt,3,3,8,4,0.8,0.001,2.0,11.0,42.0,2.4256525998154217,4.193724392789414,9.208340198426544,0.9999999999999882,0.8073367106548276,0.43893426540332964,5.077804083305365e-12,"[5.338793522634794, 2.6202941775369992, 1.4641130786500045, 1.4064502894810718, 1.2244944321146358, 1.1270310660479728, 1.0707295882896182, 0.9590335340666277]"
2b,dx3,model_dx3.pt,3,3,8,4,0.8,0.001,3.0,25.0,30.0,7.242314154926685,10.267849221984342,3.8866574865533514,0.9999999999999338,0.8137755309137441,0.4315373322045148,1.928303446760137e-11,"[0.33071499840096485, 0.292637172736203, 0.2287611951045564, 0.2174680305729618, 0.1724866103343802, 0.1448196068901932, 0.13317538466036907, 0.12047110372293093]"
2b,dx3,model_dx3.pt,3,3,8,4,0.8,0.001,4.0,5.0,6.0,1.0006017587234344,1.0031879720230532,2.1615665712678687,0.999999999999786,0.9108869200255656,0.2985181401091404,1.357757968546163e-11,"[1.6423414893563142, 0.01653922407871243, 0.014751547240750148, 0.012904938948891255, 0.010442414015604674, 0.006688074595778139, 3.858699001898559e-12, 1.3760385739583309e-12]"
2b,dx3,model_dx3.pt,3,3,8,4,0.8,0.001,5.0,2.0,3.0,1.6072541039993364,1.7605493366520935,1.7156942675514353,0.9999999999996603,0.858348350213462,0.376366377066547,5.986578139547947e-12,"[1.5514594865460194, 0.9024527170346933, 0.007973372986016998, 2.59159085014941e-12, 1.349611308414637e-12, 8.313191826094935e-13, 7.167584368018877e-13, 5.717256241136873e-13]"
2b,dx3,model_dx3.pt,3,3,8,4,0.8,0.001,6.0,6.0,44.0,2.342441010427037,4.451093287053968,10.84085754153375,0.9999999999999916,0.8033954566320785,0.4434011088934184,1.1082550246624087e-12,"[6.067166577431851, 2.454012302811695, 1.5469540630155592, 1.4709196363627166, 1.3535330259173461, 1.3075852087773931, 1.1913429017648636, 1.061250207334788]"
2b,dx3,model_dx3.pt,3,3,8,4,0.8,0.001,7.0,19.0,44.0,3.9467239865346375,7.04890283342353,9.41331492863967,0.9999999999999888,0.8022150563993834,0.4447301919148343,1.2945979916641153e-12,"[4.632448509238704, 2.432799956986432, 1.7603627698861544, 1.6503284542428645, 1.5704973547494436, 1.428758250414143, 1.3433092070622539, 1.226678912822843]"
2b,dx3,model_dx3.pt,3,3,8,4,0.8,0.001,8.0,18.0,44.0,3.708896187344202,6.772701562279348,9.689530580208828,0.9999999999999895,0.8021681969943116,0.4447828717539354,7.469906715710539e-13,"[4.944385959624263, 2.464464216936538, 1.7974560575543446, 1.7348056819120419, 1.5912086717320033, 1.4976353446332336, 1.3795513767445087, 1.2642164326991963]"
2b,dx5,model_dx5.pt,0,5,8,4,0.8,0.001,0.0,4.0,5.0,2.399898019142578,3.2574281228817825,6069.578644358955,0.9999991601060887,0.8905202834159173,0.3308783228418668,0.0009164572610527893,"[4239.948548709403, 2122.154272749206, 1691.9424597917484, 1570.3407550738261, 1263.0889746127446, 1.381054401283152, 1.1405051811367897, 0.951057209296864]"
2b,dx5,model_dx5.pt,0,5,8,4,0.8,0.001,1.0,1.0,11.0,1.0002270782840943,1.0013243167328947,1334.5870601577096,0.9999895213221675,0.9999467871918583,0.007980659645324168,0.0032370785953655334,"[887.3990988343145, 7.463242469141938, 3.0349914944825604, 2.3401182652429102, 1.9490230482501125, 1.7926395520520344, 1.53512373647483, 1.2979893032415977]"
2b,dx5,model_dx5.pt,0,5,8,4,0.8,0.001,2.0,8.0,38.0,3.81626246820243,7.240059620430131,9.332426974858478,0.9999999999999886,0.812160486505173,0.433404560999092,7.46507219768507e-12,"[5.394935012701181, 2.927174962561757, 2.2603140648908933, 1.8271555574928713, 1.7924115668405372, 1.4694004292727414, 1.4088906007710402, 1.2055023174842]"
2b,dx5,model_dx5.pt,0,5,8,4,0.8,0.001,3.0,15.0,32.0,5.36602544885176,10.107169782331129,5.29015372236643,0.9999999999999644,0.8102833826876025,0.4355647108207481,9.928535232021511e-12,"[2.3855867397997823, 1.3051311455261116, 1.0657317000128286, 1.0210485598781378, 0.8747690359167372, 0.7658255212129956, 0.6920828350527044, 0.660689954171595]"
2b,dx5,model_dx5.pt,0,5,8,4,0.8,0.001,4.0,1.0,19.0,1.0264910695563996,1.0965821444400625,13.67687058986262,0.9999999999999947,0.9665593770562514,0.1828677744812992,2.9454061853928276e-12,"[10.961337740490332, 0.9391001774576249, 0.3553977533971724, 0.33436938653162507, 0.3201257922856216, 0.2604271732367202, 0.25272738301221964, 0.23763649734940684]"
2b,dx5,model_dx5.pt,0,5,8,4,0.8,0.001,5.0,1.0,42.0,1.3490750592551097,2.208298794610383,18.417607217937146,0.999999999999997,0.8729233699974082,0.3564780918970882,1.135336875906106e-12,"[13.422288954099278, 2.5217747335735305, 1.9612534855621042, 1.6626784252435194, 1.6069518656550847, 1.3463589132001144, 1.2350954659769195, 1.160660086176867]"
2b,dx5,model_dx5.pt,0,5,8,4,0.8,0.001,6.0,1.0,42.0,1.4522930383433161,2.5532600548485034,17.15617134255981,0.9999999999999966,0.8477071355391805,0.390247183796137,1.0618975968454714e-12,"[11.998944399949888, 2.51038666684872, 1.9422454164551353, 1.6499533713415402, 1.601658176566891, 1.3552676134024617, 1.2946838552454425, 1.214077085023864]"
2b,dx5,model_dx5.pt,0,5,8,4,0.8,0.001,7.0,9.0,42.0,2.279610512016272,5.093888410979279,12.739913344748684,0.9999999999999939,0.8048763077676668,0.4417280749876864,1.1382954936247964e-12,"[8.010989431435908, 2.404736913268245, 1.9325926851112811, 1.7635710063901893, 1.6986904117051669, 1.6020953987014652, 1.3955372886626936, 1.3574131114137489]"
2b,dx5,model_dx5.pt,0,5,8,4,0.8,0.001,8.0,7.0,42.0,2.360152703857147,5.165322023857874,14.565476833943645,0.9999999999999953,0.8007916282313916,0.4463276506879265,1.585808051057172e-12,"[8.841435020279492, 3.0243426970254985, 2.485387073917602, 1.9287029402294182, 1.7707111055262985, 1.6265524305766694, 1.6099379820670732, 1.4978245682561153]"
2b,dx5,model_dx5.pt,1,5,8,4,0.8,0.001,0.0,4.0,5.0,2.1917600711811613,2.787110979547583,7228.498124815996,0.999998554329199,0.9045046206266804,0.3090253824352281,0.001202360512111126,"[3674.0421630944684, 2134.068511253857, 1582.0213262134455, 822.6518107180738, 455.0733719483897, 1.4708729553902067, 1.149625005497253, 0.890894007312254]"
2b,dx5,model_dx5.pt,1,5,8,4,0.8,0.001,1.0,1.0,18.0,1.0009741436937658,1.0050720469108971,1475.1703560957508,0.9999904583653922,0.9999303474534978,0.008899073913092973,0.0030889536428772555,"[316.47263113061024, 4.889400884806068, 3.1020327584985736, 2.2588246660491738, 1.4423217254590346, 1.2194232629444888, 1.1442020509406077, 0.9976638401183591]"
2b,dx5,model_dx5.pt,1,5,8,4,0.8,0.001,2.0,10.0,38.0,3.421912517787823,6.534217959855418,10.055017375803226,0.9999999999999901,0.8041094047625791,0.44259529509181533,7.738107527344853e-12,"[4.540430931830259, 2.254937510734518, 2.035506473441683, 1.3407473299531532, 1.32327544011063, 1.0759781203572218, 1.0200266627539976, 0.9510760179330359]"
2b,dx5,model_dx5.pt,1,5,8,4,0.8,0.001,3.0,14.0,28.0,4.276539524434506,8.106408074775214,4.907346466097914,0.9999999999999586,0.8012670288265907,0.44579476351048347,1.0154763458879561e-11,"[1.515657157379575, 0.8375494835743493, 0.6299109089615448, 0.5303404554640287, 0.5043040428396202, 0.4646365013614874, 0.4231718068743292, 0.3793266306508457]"
2b,dx5,model_dx5.pt,1,5,8,4,0.8,0.001,4.0,1.0,18.0,1.1847936728659512,1.4905417036586472,8.768355471243906,0.999999999999987,0.8971052523624508,0.3207721116891808,4.99659811216693e-12,"[5.809822788232296, 1.0940324812413256, 0.989965143144509, 0.8152812651498241, 0.18385050445558807, 0.16676850784258826, 0.16393919903866933, 0.14719949288560458]"
2b,dx5,model_dx5.pt,1,5,8,4,0.8,0.001,5.0,6.0,42.0,2.4280015347127963,4.7102406095369895,13.349807292064952,0.9999999999999944,0.8129303824239942,0.4325154535690028,1.1297892297002441e-12,"[6.902896222536744, 3.40515456951829, 1.9643533789095302, 1.4055574427059676, 1.2554137274754495, 1.1536906110332368, 1.1101847910853162, 0.9932418401352986]"
2b,dx5,model_dx5.pt,1,5,8,4,0.8,0.001,6.0,7.0,42.0,2.6081511005552116,5.120479466805265,13.136383680652168,0.9999999999999942,0.8261932249333293,0.41690139729516973,1.2833896773913316e-12,"[6.572656500047617, 3.375388971479312, 1.9336482058245958, 1.4203617281019996, 1.3058063566452613, 1.1687959220035045, 1.1093675655652315, 0.9980625705869678]"
2b,dx5,model_dx5.pt,1,5,8,4,0.8,0.001,7.0,16.0,42.0,3.8286236627429804,7.613775945833999,11.630959112155741,0.9999999999999927,0.8102023555615517,0.4356577147697959,1.3219558239476917e-12,"[5.517251502911835, 3.0881446452596073, 1.9805551969568627, 1.8063876037217266, 1.45491068247863, 1.406268635469252, 1.3271880725780665, 1.3103284018109367]"
2b,dx5,model_dx5.pt,1,5,8,4,0.8,0.001,8.0,12.0,42.0,3.3789665932970676,6.836002295274179,14.778953702627103,0.9999999999999954,0.8089606675456569,0.43708046450778204,1.1395184188351284e-12,"[6.730987029238776, 3.499535181862916, 2.1905456064932363, 2.007032887345744, 1.9208942834334548, 1.6920878065244898, 1.4572588703568463, 1.3828782489890765]"
2b,dx5,model_dx5.pt,2,5,8,4,0.8,0.001,0.0,4.0,5.0,2.45223509230885,3.047276689477137,4827.738162638469,0.9999978525684775,0.881324021075583,0.3444965478889465,0.0014654117245266318,"[2980.4602700203463, 1992.5770004642723, 1361.76406439787, 720.1576409257023, 560.0161779185062, 1.3936569746489893, 1.2369188770287378, 0.940816478356265]"
2b,dx5,model_dx5.pt,2,5,8,4,0.8,0.001,1.0,1.0,15.0,1.0008534011064456,1.0043020158946,1137.4837174747256,0.999984715301196,0.9999017561003416,0.010654909517863598,0.0039095650402428085,"[387.58207419026064, 6.585829168509102, 2.8776717596553194, 1.9457495779711125, 1.3202256467985896, 1.1738062824777855, 1.0004356333860656, 0.9324523239703107]"
2b,dx5,model_dx5.pt,2,5,8,4,0.8,0.001,2.0,7.0,38.0,3.2488025015749433,5.715899287311108,9.90493132466277,0.9999999999999899,0.8045538823051473,0.4420928835605053,5.1242839802230255e-12,"[4.817907645565398, 2.8349754747932403, 1.9372207450854533, 1.7803059456705534, 1.111164497954298, 1.018898092769427, 0.9725071365984395, 0.8525751293468717]"
2b,dx5,model_dx5.pt,2,5,8,4,0.8,0.001,3.0,19.0,30.0,9.183695332336967,12.499549647848676,3.9214671662665923,0.9999999999999349,0.8098395433744009,0.43607391188367833,8.653976233844699e-12,"[0.9146678263489663, 0.7967848066457768, 0.6992683024444131, 0.6263692867486531, 0.5602394290816896, 0.5303401107643587, 0.44978243855267197, 0.42673630865287265]"
2b,dx5,model_dx5.pt,2,5,8,4,0.8,0.001,4.0,1.0,16.0,1.2644274048902477,1.6625250831087839,9.250642648001106,0.9999999999999883,0.9278187040244396,0.2686657700108981,2.972596355439162e-12,"[5.9889003651119985, 1.3615027070373438, 1.06696576900959, 0.950303308275047, 0.7756987132996862, 0.1215189667941275, 0.10708931316004508, 0.09025212207697916]"
2b,dx5,model_dx5.pt,2,5,8,4,0.8,0.001,5.0,1.0,42.0,1.4734911328433093,2.5011209687153095,16.475609239949243,0.9999999999999962,0.8655848645061903,0.36662669773736606,7.035670302749119e-13,"[10.29061346735579, 2.616731595823761, 1.8084479708121732, 1.4825551767621548, 1.2532521775717285, 1.1620202116870988, 1.0263845075190698, 0.9964729234776112]"
2b,dx5,model_dx5.pt,2,5,8,4,0.8,0.001,6.0,1.0,42.0,1.6667239581314839,3.0698645994011224,14.371470372537628,0.9999999999999952,0.8161013996233136,0.4288340009568755,6.804283865371202e-13,"[8.951530503448742, 2.595047879531146, 1.8056678419974608, 1.472565870656341, 1.3307766124627025, 1.227650771490076, 1.0784191317964473, 1.0488367010351387]"
2b,dx5,model_dx5.pt,2,5,8,4,0.8,0.001,7.0,13.0,42.0,3.07847634620089,6.401179725198597,11.04777387956448,0.9999999999999919,0.8066931199547182,0.43966678296782175,9.036109634956746e-13,"[6.0134413470313826, 2.500968402019922, 1.9206198116612676, 1.8069424247961083, 1.5607836606590386, 1.4630355247950628, 1.3903029546439647, 1.3283303304371774]"
2b,dx5,model_dx5.pt,2,5,8,4,0.8,0.001,8.0,7.0,42.0,2.4295636784344334,5.0439078031531706,13.500308156585398,0.9999999999999946,0.8066677426304107,0.4396956417450414,8.237043782517594e-13,"[7.502389957822808, 2.7221610718545612, 1.9386698716990567, 1.8672636139720558, 1.7476675234399064, 1.6479425802669216, 1.514781670002377, 1.3841524476809737]"
2b,dx5,model_dx5.pt,3,5,8,4,0.8,0.001,0.0,3.0,6.0,2.5644009685831732,3.0679291113731106,1959.6954879645723,0.999990521235578,0.937781988624811,0.24945320280513228,0.0030787602086038905,"[1164.0420406210958, 868.6002236220187, 550.8675029034157, 312.1178743234324, 159.4650643899156, 1.2434612181942015, 1.0647867311791137, 0.914819977178111]"
2b,dx5,model_dx5.pt,3,5,8,4,0.8,0.001,1.0,2.0,15.0,1.4898818196285792,1.6686935581713775,342.78473611083496,0.9998923356809758,0.9997977525371592,0.01760369299407186,0.010376141817848683,"[220.5251044902247, 112.75352887251638, 2.384837828949938, 1.0366044149127371, 0.9019045808860331, 0.7186277975460991, 0.6760072053005738, 0.558952667029539]"
2b,dx5,model_dx5.pt,3,5,8,4,0.8,0.001,2.0,14.0,39.0,1.914250544806081,3.514584186895786,6.0701690423157295,0.9999999999999728,0.8002442435724738,0.4469404394631336,9.517882567457415e-12,"[3.0515976243994505, 0.9488047768987886, 0.8283951265705659, 0.6549551724633831, 0.6027627242705059, 0.5625520072576181, 0.4832556722845928, 0.44594933340680754]"
2b,dx5,model_dx5.pt,3,5,8,4,0.8,0.001,3.0,19.0,23.0,6.18925869128066,9.522828101568846,2.297372590292534,0.9999999999998105,0.8085893715815401,0.4375050038779791,1.7011647316786175e-11,"[0.17098068183867018, 0.14009344082573374, 0.10599667742849117, 0.08243611027297314, 0.07436182897590575, 0.0646282164420341, 0.05641788631731678, 0.05477061793794913]"
2b,dx5,model_dx5.pt,3,5,8,4,0.8,0.001,4.0,4.0,9.0,3.4050202771150047,4.02299607715701,2.6229028807912695,0.9999999999998547,0.8211426770242668,0.42291526689821424,1.0706996868444956e-11,"[1.4491970177591833, 1.04834183831288, 0.8668184147485792, 0.6779542746708732, 0.5335569292343162, 0.018766628590539323, 0.012887857780896688, 0.012374108471002072]"
2b,dx5,model_dx5.pt,3,5,8,4,0.8,0.001,5.0,4.0,42.0,1.8984325316094706,3.6430059306575586,8.16697862627983,0.9999999999999851,0.8028987114658469,0.44396090879055805,2.052102582976395e-12,"[4.488863995126461, 1.2330635974700754, 1.1082605424996625, 1.0054136275343262, 0.8466348702245213, 0.8304727035558256, 0.7233436675861508, 0.6687497687880576]"
2b,dx5,model_dx5.pt,3,5,8,4,0.8,0.001,6.0,13.0,42.0,2.583202234600755,5.1372182028959665,7.134557075898611,0.9999999999999803,0.8003827417907077,0.4467854722450952,1.6755796157313154e-12,"[3.705284419987968, 1.3031386995749872, 1.1979318159454746, 1.0911731789136143, 0.9020100604643845, 0.8911438691988766, 0.7619055327478267, 0.7282513485106233]"
2b,dx5,model_dx5.pt,3,5,8,4,0.8,0.001,7.0,27.0,42.0,6.501573726930872,9.241506138856021,6.771131322084537,0.9999999999999781,0.8048255770743827,0.4417854942453355,1.2676152290583295e-12,"[2.551878804753079, 1.7603939041775565, 1.6646356500784267, 1.4923988152267074, 1.2529306535986195, 1.1868721507601743, 0.9920620927980509, 0.9397240232235344]"
2b,dx5,model_dx5.pt,3,5,8,4,0.8,0.001,8.0,23.0,42.0,5.177936963621236,8.246072094287843,7.517379759812483,0.9999999999999822,0.8003021557930962,0.4468756473638792,9.420691858505833e-13,"[3.1182610427239865, 1.7706549726194816, 1.6959281924221652, 1.5096959687811067, 1.3080202996651205, 1.2350885387256596, 1.0309068162746093, 0.9682032671076926]"
