name,n,point_err_mean,point_err_std,point_drift_mean,point_drift_std,E_F_T_mean,E_F_T_std,E_F_TQ_mean,E_F_TQ_std,damage_vs_base_mean,damage_vs_base_std
base,8,0.007834437138526697,0.002415803873781987,0.0,0.0,0.008732281990633459,0.0016864958918523195,0.008651264903273836,0.0017219119341701917,0.0,0.0
keep_Q,8,0.007476899281642372,0.0022897733920072003,0.0009454536831536804,0.0003948294460620927,0.01866125199410249,0.012536032386313551,0.018645384449609427,0.012526980561349328,0.016590290323889534,0.0129539215896882
remove_Q,8,3.984648275905766,3.7237461401710137,3.98167356659917,3.717191481873565,145.42962386505678,362.2874909755765,145.4296540872743,362.2874722396958,145.4296577900498,362.2877350833896
