step,elapsed_sec,train_loss,lr,n_tgt,eval_mse,krr_mse,mse_over_krr,pred_to_krr_mse
5000,729.1091849803925,0.05343128740787506,0.0002325101255062753,256.0,0.043876396492123604,0.03575251344591379,1.2447446882724762,0.009098210779484361
5500,811.7884993553162,0.033715203404426575,0.00022575978798939944,128.0,0.04286895738914609,0.03872185107320547,1.1183354407548904,0.004460191470570862
5500,811.7884993553162,0.033715203404426575,0.00022575978798939944,256.0,0.04264438385143876,0.0366440056823194,1.1737074106931686,0.006901095912326127
6000,899.0299932956696,0.035896919667720795,0.0002190094504725236,128.0,0.04000682616606355,0.0364252554718405,1.1016012132167816,0.0034536463499534875
6000,899.0299932956696,0.035896919667720795,0.0002190094504725236,256.0,0.04143496276810765,0.038062949664890766,1.0958880186080933,0.003971711324993521
6500,984.9344871044159,0.03939587622880936,0.00021225911295564778,128.0,0.04234566679224372,0.03826789418235421,1.1154521107673645,0.003832501999568194
6500,984.9344871044159,0.03939587622880936,0.00021225911295564778,256.0,0.04194393567740917,0.038272414822131395,1.1029108613729477,0.004091681999852881
7000,1068.6853623390198,0.03151782229542732,0.00020550877543877192,128.0,0.039373401552438736,0.0371347526088357,1.0636937320232391,0.0026567950553726405
7000,1068.6853623390198,0.03151782229542732,0.00020550877543877192,256.0,0.04166035773232579,0.03772243857383728,1.1128652095794678,0.002936083765234798
7500,1156.4298732280731,0.038586802780628204,0.00019875843792189606,128.0,0.04323741467669606,0.03757520951330662,1.1627773344516754,0.005245215201284736
7500,1156.4298732280731,0.038586802780628204,0.00019875843792189606,256.0,0.04165628599002957,0.03511834400705993,1.202537938952446,0.007002434169407934
8000,1237.4113931655884,0.033453319221735,0.00019200810040502026,128.0,0.04308592760935426,0.03639075718820095,1.198301300406456,0.0045442956034094095
8000,1237.4113931655884,0.033453319221735,0.00019200810040502026,256.0,0.043277887627482414,0.03844018280506134,1.1293257623910904,0.005013510148273781
8500,1320.214771270752,0.039646588265895844,0.0001852577628881444,128.0,0.04096538946032524,0.03818574734032154,1.0753954350948334,0.0024856394447851926
8500,1320.214771270752,0.039646588265895844,0.0001852577628881444,256.0,0.04160961648449302,0.03935216646641493,1.0622592866420746,0.003199885366484523
9000,1406.9980792999268,0.0385751873254776,0.00017850742537126854,128.0,0.03892084909603,0.03592840349301696,1.0894330441951752,0.0023546963930130005
9000,1406.9980792999268,0.0385751873254776,0.00017850742537126854,256.0,0.0395572641864419,0.036681825295090675,1.0896962583065033,0.00274616084061563
9500,1488.071468114853,0.04100162908434868,0.0001717570878543927,128.0,0.040792970452457666,0.038370782509446144,1.0675326585769653,0.0028174862964078784
9500,1488.071468114853,0.04100162908434868,0.0001717570878543927,256.0,0.038586951326578856,0.03570830728858709,1.0869445353746414,0.0029524015553761274
10000,1580.670039176941,0.04185281693935394,0.00016500675033751688,128.0,0.03875191695988178,0.03536513727158308,1.09441539645195,0.00267503535724245
10000,1580.670039176941,0.04185281693935394,0.00016500675033751688,256.0,0.039783505257219076,0.03671846725046635,1.0926331281661987,0.002999208983965218
10500,1670.8338103294373,0.039434246718883514,0.00015825641282064102,128.0,0.0373750333674252,0.03538988181389868,1.0661173462867737,0.002218301611719653
10500,1670.8338103294373,0.039434246718883514,0.00015825641282064102,256.0,0.04019639687612653,0.037663646042346954,1.0745900869369507,0.0025455964787397534
11000,1756.3325760364532,0.04274692013859749,0.00015150607530376519,128.0,0.03898281138390303,0.03683514380827546,1.0616725981235504,0.002202340168878436
11000,1756.3325760364532,0.04274692013859749,0.00015150607530376519,256.0,0.03966183727607131,0.03778946353122592,1.0557963997125626,0.0021422188583528623
11500,1845.1387791633606,0.04205959662795067,0.00014475573778688935,128.0,0.04168604081496596,0.039078880567103624,1.0776141583919525,0.002518996800063178
11500,1845.1387791633606,0.04205959662795067,0.00014475573778688935,256.0,0.0404943386092782,0.037524847779423,1.0853792876005173,0.0027509647770784795
12000,1932.2866082191467,0.04282832145690918,0.0001380054002700135,128.0,0.03999227657914162,0.03835554886609316,1.0431488379836082,0.0017195999243995175
12000,1932.2866082191467,0.04282832145690918,0.0001380054002700135,256.0,0.04068261245265603,0.039025054313242435,1.0522991865873337,0.002148034021956846
12500,2024.9541721343994,0.03654632717370987,0.00013125506275313766,128.0,0.0365475001744926,0.03471321961842477,1.0571355894207954,0.001664310140768066
12500,2024.9541721343994,0.03654632717370987,0.00013125506275313766,256.0,0.03961919294670224,0.03747399104759097,1.058555856347084,0.0019002304034074768
13000,2114.4276962280273,0.03607093542814255,0.00012450472523626183,128.0,0.0401206617243588,0.03710004943422973,1.0915457606315613,0.0024455259408568963
13000,2114.4276962280273,0.03607093542814255,0.00012450472523626183,256.0,0.039459706749767065,0.03775190748274326,1.0501333177089691,0.002369117602938786
13500,2197.5718200206757,0.042489469051361084,0.00011775438771938597,128.0,0.0388992284424603,0.037342656403779984,1.0459597408771515,0.001535862815217115
13500,2197.5718200206757,0.042489469051361084,0.00011775438771938597,256.0,0.037993254605680704,0.03667245712131262,1.0408768206834793,0.0015292730095097795
14000,2279.152390241623,0.0452670119702816,0.00011100405020251014,128.0,0.03933658916503191,0.037768373265862465,1.0424678474664688,0.001721844164421782
14000,2279.152390241623,0.0452670119702816,0.00011100405020251014,256.0,0.04093836946412921,0.03880213713273406,1.0560939311981201,0.0019468151003820822
14500,2374.403445005417,0.031132996082305908,0.00010425371268563431,128.0,0.03845107089728117,0.0372494263574481,1.0352638810873032,0.0013598605437437072
14500,2374.403445005417,0.031132996082305908,0.00010425371268563431,256.0,0.0402014022693038,0.0384529079310596,1.050200179219246,0.0016247381427092478
15000,2457.1445791721344,0.03376615047454834,9.750337516875845e-05,128.0,0.03631850704550743,0.03568014013580978,1.0212274119257927,0.0016485918604303151
15000,2457.1445791721344,0.03376615047454834,9.750337516875845e-05,256.0,0.038823201321065426,0.036758941132575274,1.0580229982733727,0.0016084553353721276
15500,2545.390874147415,0.0432518906891346,9.075303765188262e-05,128.0,0.038115170784294605,0.036770759616047144,1.0390011221170425,0.0013774253893643618
15500,2545.390874147415,0.0432518906891346,9.075303765188262e-05,256.0,0.03985330555588007,0.037750627379864454,1.0567822605371475,0.0017291280964855105
16000,2635.665609359741,0.0423981212079525,8.400270013500679e-05,128.0,0.03881931724026799,0.03744071302935481,1.0394597053527832,0.0012147040906711482
16000,2635.665609359741,0.0423981212079525,8.400270013500679e-05,256.0,0.037384101655334234,0.03567542927339673,1.0594113171100616,0.0015975169517332688
16500,2728.348261117935,0.03370703384280205,7.72523626181309e-05,128.0,0.038259042892605066,0.03733494644984603,1.02548648416996,0.0011558206024346873
16500,2728.348261117935,0.03370703384280205,7.72523626181309e-05,256.0,0.04067904129624367,0.03795380610972643,1.077497884631157,0.001982676360057667
17000,2816.5333440303802,0.03398565202951431,7.050202510125507e-05,128.0,0.03805403271690011,0.03767066076397896,1.0135704427957535,0.001010445790598169
17000,2816.5333440303802,0.03398565202951431,7.050202510125507e-05,256.0,0.03799104830250144,0.03677317127585411,1.0330830365419388,0.001172318821772933
17500,2899.7132892608643,0.03573659807443619,6.375168758437924e-05,128.0,0.042303905822336674,0.040787818375974894,1.0387814790010452,0.0018144556815968826
17500,2899.7132892608643,0.03573659807443619,6.375168758437924e-05,256.0,0.04051960166543722,0.037511910777539015,1.0895071476697922,0.002894663193728775
18000,2985.2293503284454,0.03800804540514946,5.700135006750338e-05,128.0,0.03929694043472409,0.03792423801496625,1.0354188233613968,0.0009542549669276923
18000,2985.2293503284454,0.03800804540514946,5.700135006750338e-05,256.0,0.03949695220217109,0.038643586449325085,1.022608794271946,0.0011439628578955308
18500,3072.6285769939423,0.03608885779976845,5.025101255062755e-05,128.0,0.0405958010815084,0.03996601467952132,1.0193140730261803,0.0011684519195114262
18500,3072.6285769939423,0.03608885779976845,5.025101255062755e-05,256.0,0.037053636740893126,0.036359158577397466,1.0212913379073143,0.0013418720627669245
19000,3162.647875070572,0.03900083154439926,4.350067503375174e-05,128.0,0.038548361510038376,0.03738032700493932,1.0310355871915817,0.0009453484308323823
19000,3162.647875070572,0.03900083154439926,4.350067503375174e-05,256.0,0.03946532774716616,0.03802003897726536,1.0405572950839996,0.001073915271263104
19500,3252.208127975464,0.0402587354183197,3.675033751687588e-05,128.0,0.0381225785240531,0.03725209925323725,1.020772635936737,0.0008833129177219234
19500,3252.208127975464,0.0402587354183197,3.675033751687588e-05,256.0,0.038757980801165104,0.037749575451016426,1.0283610671758652,0.0011435299093136564
20000,3340.373442173004,0.04327819496393204,3.0000000000000024e-05,128.0,0.03744286857545376,0.03706825291737914,1.0141840502619743,0.0007619426978635602
20000,3340.373442173004,0.04327819496393204,3.0000000000000024e-05,256.0,0.03768767137080431,0.03640746558085084,1.033964529633522,0.0010875322623178363
