episode,probe_kind,method,operator_kind,rank,point_model_to_T,point_operator_to_T,point_model_to_operator,E_model_to_T,E_model_to_operator,E_operator_to_T,E_model_to_zero,E_zero_to_T,R_use,R_sub,X_use,X_sub,cos_res,basis_source,nominal_rank,response_basis_probe_kind,control,actlr_fit_probe_kind
0,isotropic,raw,galerkin_main,5,0.061177735201141746,0.47271715466682795,0.4263182467702944,0.16868117954535014,0.8563106363851862,0.861381024273377,1.0106464436231457,0.999999999999967,0.8472900110492485,0.861381024272544,0.2820996371761644,0.25802273102318285,-0.9807298967019782,raw,5,,,
0,isotropic,resp,galerkin_main,5,0.061177735201141746,0.44217071626698984,0.38719327960890276,0.16868117954535014,1.1069256973904074,1.09417525704061,1.0106464436231457,0.999999999999967,1.0952650201004095,1.094175257039552,-0.19960546425555048,-0.1972194931175697,-0.9883209004384377,response,5,label,,
0,isotropic,raw_euclidean,galerkin_control,5,0.061177735201141746,0.33069401241726815,0.34398804074638767,0.16868117954535014,0.8069465665604366,0.8138173465654674,1.0106464436231457,0.999999999999967,0.7984459566955503,0.8138173465646805,0.3624840542365274,0.3377013264304227,-0.9783722970819138,raw,5,,euclidean_svd,
0,isotropic,resp_euclidean,galerkin_control,5,0.061177735201141746,0.4553429238839756,0.40391832909562514,0.16868117954535014,1.0714044934087807,1.085917197692578,1.0106464436231457,0.999999999999967,1.0601180068142906,1.085917197691528,-0.12385018837190431,-0.1792161602422213,-0.9878625800932134,response,5,label,euclidean_svd,
0,isotropic,raw_random,galerkin_control,5,0.061177735201141746,0.43128968767218195,0.38472105099562925,0.16868117954535014,1.1304913730700874,1.0969432352632256,1.0106464436231457,0.999999999999967,1.1185824480974589,1.0969432352621649,-0.2512266931917042,-0.20328446138742517,-0.9889814545877944,raw,5,,random_A_orthonormal,
0,isotropic,resp_random,galerkin_control,5,0.061177735201141746,0.7992095618406043,0.7699374810785333,0.16868117954535014,1.0322595769317784,1.0703271901800113,1.0106464436231457,0.999999999999967,1.0213854542743241,1.0703271901789764,-0.04322824620316745,-0.14560029403642272,-0.9877793080916479,response,5,label,random_A_orthonormal,
0,isotropic,raw_poly_y,galerkin_control,3,0.061177735201141746,0.7819424411409135,0.7565576213127058,0.16868117954535014,0.9320062033413002,0.9320750160568831,1.0106464436231457,0.999999999999967,0.9221881788839585,0.9320750160559819,0.14956896272668807,0.13123616444424113,-0.9836230312397765,raw,5,,single_seed_polynomial_y,
0,isotropic,resp_poly_y,galerkin_control,3,0.061177735201141746,0.7819424411409135,0.7565576213127058,0.16868117954535014,0.9320062033413002,0.9320750160568831,1.0106464436231457,0.999999999999967,0.9221881788839585,0.9320750160559819,0.14956896272668807,0.13123616444424113,-0.9836230312397765,response,5,label,single_seed_polynomial_y,
0,isotropic,raw_shuffled_labels,galerkin_control,5,0.061177735201141746,0.3901470144452887,0.33887582901215946,0.16868117954535014,1.0186234369412663,1.0284692100435342,1.0106464436231457,0.999999999999967,1.00789296134909,1.0284692100425397,-0.015848221537038132,-0.057748916005525563,-0.9864663121301647,raw,5,,shuffled_labels,
0,isotropic,resp_shuffled_labels,galerkin_control,5,0.061177735201141746,0.39998840820208514,0.35151021280747696,0.16868117954535014,1.0020291537598716,0.9783618482055475,1.0106464436231457,0.999999999999967,0.99147348717384,0.9783618482046014,0.016980324231345323,0.0428080939776766,-0.985773814637752,response,5,label,shuffled_labels,
0,isotropic,raw_shuffled_Kt,galerkin_control,5,0.061177735201141746,1.1572216085321574,1.1705303287752993,0.16868117954535014,1.5917480008375207,1.572675312886885,1.0106464436231457,0.999999999999967,1.5749800643730199,1.572675312885364,-1.480562203172442,-1.4733076397590779,-0.9943894975324716,raw,5,,shuffled_Kt,
0,isotropic,resp_shuffled_Kt,galerkin_control,5,0.061177735201141746,0.4059827507759617,0.36026498350855646,0.16868117954535014,1.2203142978811208,1.1863359262956885,1.0106464436231457,0.999999999999967,1.2074591520899365,1.1863359262945414,-0.45795760396574847,-0.40739293001712773,-0.9905716792783809,response,5,label,shuffled_Kt,
0,isotropic,raw_actLR,activation_low_rank,5,0.061177735201141746,1.6290320844180408,1.6075836448999528,0.16868117954535014,1.4509455939016118,1.4276132309536544,1.0106464436231457,0.999999999999967,1.435660910949795,1.427613230952274,-1.0611222512291953,-1.038079537189991,-0.9932632307457154,raw,5,,,label
0,isotropic,resp_actLR,activation_low_rank,5,0.061177735201141746,0.7473519822973923,0.7032193936522542,0.16868117954535014,0.9829157856318306,1.0116793005408553,1.0106464436231457,0.999999999999967,0.9725614648255487,1.011679300539877,0.054124197136382945,-0.02349500714085484,-0.9861091492122824,response,5,,,label
0,isotropic,raw_best_rank,best_rank_control,5,0.061177735201141746,9.476158454886167e-16,0.061177735201141045,0.16868117954535014,0.1686811795453502,6.252899301355221e-16,1.0106464436231457,0.999999999999967,0.1669042429323403,6.252899301349175e-16,0.9721429736911823,1.0,-0.00010916274418724358,raw,,,,
0,isotropic,resp_best_rank,best_rank_control,5,0.061177735201141746,9.476158454886167e-16,0.061177735201141045,0.16868117954535014,0.1686811795453502,6.252899301355221e-16,1.0106464436231457,0.999999999999967,0.1669042429323403,6.252899301349175e-16,0.9721429736911823,1.0,-0.00010916274418724358,response,,,,
0,label,raw,galerkin_main,5,0.061177735201141746,0.47271715466682795,0.4263182467702944,0.11538923534564999,0.4584506485934024,0.480231791333467,1.05592807144515,0.9999999999999566,0.43416844479333677,0.48023179133300764,0.8114977615457353,0.7693774265930906,-0.9708391460626915,raw,5,,,
0,label,resp,galerkin_main,5,0.061177735201141746,0.44217071626698984,0.38719327960890276,0.11538923534564999,0.44493273546850876,0.4976858282528199,1.05592807144515,0.9999999999999566,0.4213665187053409,0.4976858282523438,0.8224502569141416,0.7523088163567786,-0.9762194206550349,response,5,label,,
0,label,raw_euclidean,galerkin_control,5,0.061177735201141746,0.33069401241726815,0.34398804074638767,0.11538923534564999,0.7436643875388467,0.7357275264960347,1.05592807144515,0.9999999999999566,0.7042756108570525,0.7357275264953309,0.5039958639519255,0.45870500675706216,-0.9878899198898462,raw,5,,euclidean_svd,
0,label,resp_euclidean,galerkin_control,5,0.061177735201141746,0.4553429238839756,0.40391832909562514,0.11538923534564999,0.9771711538210915,0.9465443400264042,1.05592807144515,0.9999999999999566,0.9254145052539453,0.9465443400254988,0.1436079934655956,0.10405381236569289,-0.993309441813365,response,5,label,euclidean_svd,
0,label,raw_random,galerkin_control,5,0.061177735201141746,0.4795139848386753,0.44931433218883615,0.11538923534564999,0.7322724290198809,0.7257674654778863,1.05592807144515,0.9999999999999566,0.6934870364957667,0.7257674654771921,0.5190757302123191,0.47326158605481283,-0.9875132903240565,raw,5,,random_A_orthonormal,
0,label,resp_random,galerkin_control,5,0.061177735201141746,0.4033187682554313,0.3724690999238619,0.11538923534564999,0.5623357362310198,0.5492368540303619,1.05592807144515,0.9999999999999566,0.53255117601038,0.5492368540298366,0.7163892449299611,0.6983388781754081,-0.9787229068859183,response,5,label,random_A_orthonormal,
0,label,raw_poly_y,galerkin_control,3,0.061177735201141746,0.7819424411409135,0.7565576213127058,0.11538923534564999,0.5506870750907378,0.5708096479696639,1.05592807144515,0.9999999999999566,0.5215194954866029,0.5708096479691179,0.7280174158273991,0.6741763457853717,-0.979465132412712,raw,5,,single_seed_polynomial_y,
0,label,resp_poly_y,galerkin_control,3,0.061177735201141746,0.7819424411409135,0.7565576213127058,0.11538923534564999,0.5506870750907378,0.5708096479696639,1.05592807144515,0.9999999999999566,0.5215194954866029,0.5708096479691179,0.7280174158273991,0.6741763457853717,-0.979465132412712,response,5,label,single_seed_polynomial_y,
0,label,raw_shuffled_labels,galerkin_control,5,0.061177735201141746,0.3901470144452887,0.33887582901215946,0.11538923534564999,0.5654045311380181,0.570612675055674,1.05592807144515,0.9999999999999566,0.5354574297505571,0.5706126750551282,0.7132853409249271,0.6744011750664306,-0.9794072548171904,raw,5,,shuffled_labels,
0,label,resp_shuffled_labels,galerkin_control,5,0.061177735201141746,0.39998840820208514,0.35151021280747696,0.11538923534564999,0.46504715374122213,0.47637299464604554,1.05592807144515,0.9999999999999566,0.4404155607912906,0.47637299464558985,0.806034133812893,0.7730687699723928,-0.9702386822014369,response,5,label,shuffled_labels,
0,label,raw_shuffled_Kt,galerkin_control,5,0.061177735201141746,1.6021278518127642,1.6040248816148759,0.11538923534564999,1.7123809962433356,1.661301817657056,1.05592807144515,0.9999999999999566,1.6216833727113042,1.6613018176554668,-1.629856961328311,-1.759923729345358,-0.9981183805257607,raw,5,,shuffled_Kt,
0,label,resp_shuffled_Kt,galerkin_control,5,0.061177735201141746,0.4037375422615132,0.3575080300937467,0.11538923534564999,1.2419446752614955,1.1757093989469258,1.05592807144515,0.9999999999999566,1.1761640862152531,1.1757093989458012,-0.38336195770256154,-0.3822925907694972,-0.9969429627740478,response,5,label,shuffled_Kt,
0,label,raw_actLR,activation_low_rank,5,0.061177735201141746,1.6290320844180408,1.6075836448999528,0.11538923534564999,1.0891953779536434,1.0989882089350622,1.05592807144515,0.9999999999999566,1.031505277117912,1.098988208934011,-0.06400313672210056,-0.2077750833759855,-0.9944784319606795,raw,5,,,label
0,label,resp_actLR,activation_low_rank,5,0.061177735201141746,0.7473519822973923,0.7032193936522542,0.11538923534564999,0.7710474168930617,0.7600349214428104,1.05592807144515,0.9999999999999566,0.7302082762484673,0.7600349214420834,0.4667958732982421,0.4223469181885261,-0.9887432733762798,response,5,,,label
0,label,raw_best_rank,best_rank_control,5,0.061177735201141746,0.39013691862266314,0.38064891496913056,0.11538923534564999,0.5926761772657541,0.5772912020596473,1.05592807144515,0.9999999999999566,0.5612846114168101,0.5772912020590951,0.6849595849866805,0.666734868025165,-0.9808883491561512,raw,,,,
0,label,resp_best_rank,best_rank_control,5,0.061177735201141746,0.39013691862266314,0.38064891496913056,0.11538923534564999,0.5926761772657541,0.5772912020596473,1.05592807144515,0.9999999999999566,0.5612846114168101,0.5772912020590951,0.6849595849866805,0.666734868025165,-0.9808883491561512,response,,,,
