episode,probe_kind,basis,rank,is_predeclared_rank,point_model_to_T,point_operator_to_T,point_model_to_operator,E_model_to_T,E_model_to_operator,E_operator_to_T,E_model_to_zero,E_zero_to_T,R_use,R_sub,X_use,X_sub,cos_res
0,isotropic,raw,0,0,0.061177735201141746,0.9999999999995496,0.9639756071901264,0.16868117954535014,1.0106464436231457,0.999999999999967,1.0106464436231457,0.999999999999967,0.9999999999990105,0.999999999999,1.979083563696804e-12,1.999955756559757e-12,-0.9859792740824765
0,isotropic,raw,1,0,0.061177735201141746,0.41547889804985116,0.365811800781601,0.16868117954535014,0.9919133027493641,0.9721772589506359,1.0106464436231457,0.999999999999967,0.9814641994804778,0.9721772589496958,0.03672802513814488,0.05487137718105617,-0.985448835321695
0,isotropic,raw,2,0,0.061177735201141746,0.5329635723645335,0.48271761912087124,0.16868117954535014,0.9796629977273985,0.9581621964950365,1.0106464436231457,0.999999999999967,0.9693429427351056,0.9581621964941099,0.0603742593696458,0.08192520520958269,-0.9850901405828796
0,isotropic,raw,3,0,0.061177735201141746,0.4067175756816786,0.35457622107147274,0.16868117954535014,0.9422760209116955,0.919425823778746,1.0106464436231457,0.999999999999967,0.9323498112086793,0.919425823777857,0.13072382953913997,0.15465615457040904,-0.9838800051305959
0,isotropic,raw,4,0,0.061177735201141746,0.39237038781254885,0.33806410028433415,0.16868117954535014,0.8440507894219764,0.8448767732918844,1.0106464436231457,0.999999999999967,0.8351593128802168,0.8448767732910674,0.30250892210944413,0.2861832379532744,-0.9800505513274935
0,isotropic,raw,5,1,0.061177735201141746,0.47271715466682795,0.4263182467702944,0.16868117954535014,0.8563106363851862,0.861381024273377,1.0106464436231457,0.999999999999967,0.8472900110492485,0.861381024272544,0.2820996371761644,0.25802273102318285,-0.9807298967019782
0,isotropic,response,0,0,0.061177735201141746,0.9999999999995496,0.9639756071901264,0.16868117954535014,1.0106464436231457,0.999999999999967,1.0106464436231457,0.999999999999967,0.9999999999990105,0.999999999999,1.979083563696804e-12,1.999955756559757e-12,-0.9859792740824765
0,isotropic,response,1,0,0.061177735201141746,0.7147678420018134,0.6816086329854285,0.16868117954535014,0.9524038750543631,0.9254962578980278,1.0106464436231457,0.999999999999967,0.9423709755897159,0.9254962578971329,0.11193694436608703,0.14345667661840378,-0.984270554590762
0,isotropic,response,2,0,0.061177735201141746,0.33261171547488544,0.2830100405101394,0.16868117954535014,0.9365703915238411,0.9152237941140391,1.0106464436231457,0.999999999999967,0.9267042865805075,0.915223794113154,0.14121916523331257,0.16236540668912303,-0.9836685757300195
0,isotropic,response,3,0,0.061177735201141746,0.40494978081726424,0.35554388096084033,0.16868117954535014,0.9074851911840465,0.9032950649958948,1.0106464436231457,0.999999999999967,0.897925478201688,0.9032950649950213,0.19372983559626988,0.18405802555564021,-0.9826553310880316
