episode,lambda,basis,operator_kind,rank,point_model_to_T,point_operator_to_T,point_model_to_operator,E_model_to_T,E_model_to_operator,E_operator_to_T,E_model_to_zero,E_zero_to_T,R_use,R_sub,X_use,X_sub,cos_res,rho_operator_to_T
0,0.0,raw,galerkin,9,0.008509888746080706,0.0001642243203747698,0.008446091914890078,0.021550470894424103,0.0211429768415246,0.0021071324199762706,0.9940909036430897,0.9999999999999987,0.021268655375499074,0.002107132419974166,0.9995476442985183,0.9999955599929647,0.14542102200482176,0.001209846568098108
0,0.0,raw,actLR,9,0.008509888746080706,0.019208838420605032,0.017768779145545734,0.021550470894424103,0.01428847034481118,0.019537222431956436,0.9940909036430897,0.9999999999999987,0.01437340417504396,0.019537222431936924,0.9997934052524208,0.999618296939645,-0.2175131542907651,0.12784477406256708
0,0.0,response,galerkin,9,0.008509888746080706,0.0013164962244518485,0.008959603783053318,0.021550470894424103,0.02330492554925573,0.005349000207237923,0.9940909036430897,0.9999999999999987,0.023443455184858523,0.0053490002072325805,0.9994504044089956,0.999971388196783,-0.4304116779013,0.012834355768222434
0,0.0,response,actLR,9,0.008509888746080706,0.020025607101695892,0.014451532659266903,0.021550470894424103,0.023270083495509995,0.03229251418911181,0.9940909036430897,0.9999999999999987,0.023408406022233645,0.03229251418907956,0.9994520465274983,0.9989571935273481,-0.7451468532417137,0.30186808418534045
0,0.1,raw,galerkin,9,0.008509888746080706,0.0001642243203747698,0.008446091914890078,0.03773282022498731,0.037101614869896105,0.0027201046178427913,0.992107870892698,0.9999999999999986,0.03739675488762598,0.002720104617840075,0.9986014827238748,0.999992601030868,0.1973683061386725,0.001209846568098108
0,0.1,raw,actLR,9,0.008509888746080706,0.019208838420605032,0.017768779145545734,0.03773282022498731,0.021042906257857933,0.03176938090922507,0.992107870892698,0.9999999999999986,0.021210300689281227,0.031769380909193345,0.9995501231446703,0.9989907064366466,-0.021189897519196303,0.12784477406256708
0,0.1,response,galerkin,9,0.008509888746080706,0.0013164962244518485,0.008959603783053318,0.03773282022498731,0.04098273036781241,0.009082243357332253,0.992107870892698,0.9999999999999986,0.041308744311135105,0.009082243357323183,0.9982935876434372,0.9999175128555984,-0.4544490306983754,0.012834355768222434
0,0.1,response,actLR,9,0.008509888746080706,0.020025607101695892,0.014451532659266903,0.03773282022498731,0.031108315522726363,0.04256905680047382,0.992107870892698,0.9999999999999986,0.03135577938183654,0.04256905680043131,0.9990168150993576,0.9981878754031217,-0.5120198147174224,0.30186808418534045
0,0.25,raw,galerkin,9,0.008509888746080706,0.0001642243203747698,0.008446091914890078,0.053380956877426874,0.052503393421415766,0.003877815039527603,0.9909484102770338,0.9999999999999982,0.052982973560333685,0.0038778150395237317,0.997192804512705,0.9999849625505193,0.1912656688337688,0.001209846568098108
0,0.25,raw,actLR,9,0.008509888746080706,0.019208838420605032,0.017768779145545734,0.053380956877426874,0.028486693433148698,0.04334024077671728,0.9909484102770338,0.9999999999999982,0.028746898564735664,0.04334024077667402,0.9991736158229088,0.9981216235294199,0.06465890885976726,0.12784477406256708
0,0.25,response,galerkin,9,0.008509888746080706,0.0013164962244518485,0.008959603783053318,0.053380956877426874,0.058041475403114266,0.013420577382531775,0.9909484102770338,0.9999999999999982,0.05857164187470604,0.013420577382518378,0.9965693627681012,0.9998198881027198,-0.4489364570877824,0.012834355768222434
0,0.25,response,actLR,9,0.008509888746080706,0.020025607101695892,0.014451532659266903,0.053380956877426874,0.0407588815182734,0.05231531512835172,0.9909484102770338,0.9999999999999982,0.04113118412172188,0.05231531512829949,0.998308225692745,0.9972631078030267,-0.3631388852399533,0.30186808418534045
0,0.5,raw,galerkin,9,0.008509888746080706,0.0001642243203747698,0.008446091914890078,0.08160188133465575,0.08026387348101788,0.006205992629628246,0.9894974835250058,0.9999999999999976,0.08111579343790054,0.006205992629622055,0.9934202280549399,0.999961485655481,0.17873642544470095,0.001209846568098108
0,0.5,raw,actLR,9,0.008509888746080706,0.019208838420605032,0.017768779145545734,0.08160188133465575,0.04245293338095566,0.06435325125245905,0.9894974835250058,0.9999999999999976,0.04290352839471362,0.06435325125239486,0.998159287251284,0.9958586590532461,0.13090751308773207,0.12784477406256708
0,0.5,response,galerkin,9,0.008509888746080706,0.0013164962244518485,0.008959603783053318,0.08160188133465575,0.08878987435296094,0.021392362293082234,0.9894974835250058,0.9999999999999976,0.08973228919851758,0.021392362293060893,0.9919481162751936,0.9995423668355224,-0.44287291493784936,0.012834355768222434
0,0.5,response,actLR,9,0.008509888746080706,0.020025607101695892,0.014451532659266903,0.08160188133465575,0.05969106963216341,0.07072784008031897,0.9894974835250058,0.9999999999999976,0.06032463005308353,0.07072784008024842,0.9963609390089586,0.9949975726375828,-0.22580118598045026,0.30186808418534045
0,0.75,raw,galerkin,9,0.008509888746080706,0.0001642243203747698,0.008446091914890078,0.12911387138212407,0.12699631651537996,0.010265053565392694,0.9887171402258035,0.9999999999999954,0.12844554964046448,0.010265053565382477,0.983501740777559,0.9998946286752999,0.16759282312404175,0.001209846568098108
0,0.75,raw,actLR,9,0.008509888746080706,0.019208838420605032,0.017768779145545734,0.12911387138212407,0.06642015650814476,0.09979942921815195,0.9887171402258035,0.9999999999999954,0.06717811779100798,0.09979942921805261,0.9954871004900575,0.990040073927751,0.17339981462972454,0.12784477406256708
0,0.75,response,galerkin,9,0.008509888746080706,0.0013164962244518485,0.008959603783053318,0.12911387138212407,0.1405252345006732,0.03483402043972864,0.9887171402258035,0.9999999999999954,0.14212885443498824,0.03483402043969397,0.9797993887369979,0.998786591020007,-0.4382336171846653,0.012834355768222434
0,0.75,response,actLR,9,0.008509888746080706,0.020025607101695892,0.014451532659266903,0.12911387138212407,0.09300726150449487,0.10280980873941796,0.9887171402258035,0.9999999999999954,0.09406862460497022,0.10280980873931563,0.9911510938649292,0.9894301432269853,-0.13332984791994196,0.30186808418534045
0,0.9,raw,galerkin,9,0.008509888746080706,0.0001642243203747698,0.008446091914890078,0.2001494268214031,0.19685518861866794,0.01644186294683741,0.9913998091595105,0.9999999999999902,0.19856286716996585,0.016441862946821127,0.9605727877812424,0.9997296651428379,0.16027185127124846,0.001209846568098108
0,0.9,raw,actLR,9,0.008509888746080706,0.019208838420605032,0.017768779145545734,0.2001494268214031,0.10285791871170095,0.15304791473529758,0.9913998091595105,0.9999999999999902,0.10375019014659499,0.153047914735146,0.9892358980445454,0.9765763357952235,0.1923613366644836,0.12784477406256708
0,0.9,response,galerkin,9,0.008509888746080706,0.0013164962244518485,0.008959603783053318,0.2001494268214031,0.21785642414050807,0.05503565018996573,0.9913998091595105,0.9999999999999902,0.21974628412021055,0.055035650189911224,0.9517115706153597,0.9969710772081737,-0.43497349500512034,0.012834355768222434
0,0.9,response,actLR,9,0.008509888746080706,0.020025607101695892,0.014451532659266903,0.2001494268214031,0.14388189745247773,0.15180590944392436,0.9913998091595105,0.9999999999999902,0.1451300435233217,0.15180590944377403,0.9789372704669187,0.9769549658579487,-0.08440666730626666,0.30186808418534045
0,1.0,raw,galerkin,9,0.008509888746080706,0.0001642243203747698,0.008446091914890078,0.43423544791677043,0.4269987606158447,0.037464968705932286,1.0550148025262958,0.9999999999999556,0.4047324829878841,0.03746496870589648,0.8361916172144621,0.9985963761198662,0.15092546421444974,0.001209846568098108
