probe_kind,eps,n,additivity_defect_mean,additivity_defect_std,eps_mean,eps_std
isotropic,0.001,4,0.003780194609345192,0.002765511114446536,0.001,0.0
isotropic,0.01,4,0.004306729242621814,0.001782412961077114,0.01,0.0
label,0.001,4,0.000368720601981815,0.00023304744998181687,0.001,0.0
label,0.01,4,0.000362573548372356,9.786802909448902e-05,0.01,0.0
