episode,probe_kind,basis,rank,is_predeclared_rank,point_model_to_T,point_operator_to_T,point_model_to_operator,E_model_to_T,E_model_to_operator,E_operator_to_T,E_model_to_zero,E_zero_to_T,R_use,R_sub,X_use,X_sub,cos_res,rho_operator_to_T
0,isotropic,response,0,0,0.008509888746080706,0.9999999999998911,0.9941112725359517,0.3103609060308625,1.0710326869874085,0.9999999999999793,1.0710326869874085,0.9999999999999793,0.9999999999990662,0.9999999999989999,1.8676171720244383e-12,2.000177801164682e-12,-0.957387738730705,484.8505348546102
0,isotropic,response,1,0,0.008509888746080706,0.9641005502741942,0.9601240590869823,0.3103609060308625,1.187164783613868,1.0183137719454776,1.0710326869874085,0.9999999999999793,1.1084300208913382,1.0183137719444801,-0.22861711121317252,-0.03696293813179463,-0.9719526522744877,406.3688096569143
0,isotropic,response,2,0,0.008509888746080706,0.828410677619864,0.8240383896985021,0.3103609060308625,1.145069274767639,0.96298520020605,1.0710326869874085,0.9999999999999793,1.0691263569064458,0.9629852002051069,-0.14303116703204877,0.07265950418593015,-0.9713565999099467,383.4401679458641
0,isotropic,response,3,0,0.008509888746080706,0.21881687946142186,0.2180215640210104,0.3103609060308625,1.0380435092940834,0.8405010836186869,1.0710326869874085,0.9999999999999793,0.9691987199876354,0.8405010836178637,0.06065384117432915,0.29355792843719697,-0.9671619411623747,279.92055466787633
0,isotropic,response,4,0,0.008509888746080706,0.1075223636849299,0.1087699280874843,0.3103609060308625,1.0143738381269294,0.812761573715371,1.0710326869874085,0.9999999999999793,0.9470988611740732,0.812761573714575,0.10300374716277372,0.3394186242930074,-0.966233982156179,260.7393875169033
0,isotropic,response,5,0,0.008509888746080706,0.01600892265682506,0.023890008334189455,0.3103609060308625,0.7417326812675474,0.4704573151739836,1.0710326869874085,0.9999999999999793,0.692539723837182,0.4704573151735228,0.5203887309075197,0.7786699145997207,-0.967426084770511,0.2877113744945651
0,isotropic,response,6,0,0.008509888746080706,0.001828841259340045,0.00888268326682425,0.3103609060308625,0.35522337407458415,0.13630559609479964,1.0710326869874085,0.9999999999999793,0.33166436317963527,0.13630559609466614,0.889998750196647,0.9814207844732777,-0.5002068950280127,0.021463295250228172
0,isotropic,response,7,0,0.008509888746080706,0.0010404782732035506,0.00851757445303428,0.3103609060308625,0.3491181162523142,0.12824817675202144,1.0710326869874085,0.9999999999999793,0.3259640163121302,0.12824817675189581,0.8937474600696653,0.9835524051598145,-0.4691046740231403,0.017564272135643433
0,isotropic,response,8,0,0.008509888746080706,0.0008155178958450474,0.008760583072089958,0.3103609060308625,0.34256931265877183,0.12023424199055599,1.0710326869874085,0.9999999999999793,0.3198495403739992,0.12023424199043822,0.8976962715225414,0.9855437270529848,-0.4307763310985418,0.015510478294260149
0,isotropic,response,9,1,0.008509888746080706,0.0013164962244518485,0.008959603783053318,0.3103609060308625,0.34592943185730624,0.1156620530415897,1.0710326869874085,0.9999999999999793,0.32298681082274955,0.11566205304147642,0.8956795200345494,0.9866222894862307,-0.45888723738537446,0.012834355768222434
0,isotropic,response,10,0,0.008509888746080706,0.0009604019538100556,0.008881636552711385,0.3103609060308625,0.345195783420241,0.1081994727410462,1.0710326869874085,0.9999999999999793,0.32230181918245876,0.10819947274094023,0.8961215373516777,0.9882928740985826,-0.46242786042646733,0.011181352418047324
0,isotropic,response,11,0,0.008509888746080706,0.0017812911099766048,0.009805874489993805,0.3103609060308625,0.3282789045112231,0.0840884555747376,1.0710326869874085,0.9999999999999793,0.3065068961007125,0.08408845557465523,0.906053522642707,0.9929291316390693,-0.33534456821799186,0.007519894797073927
0,isotropic,response,12,0,0.008509888746080706,0.0017615855394276423,0.009602126269043986,0.3103609060308625,0.3255480921795109,0.08088599810158002,1.0710326869874085,0.9999999999999793,0.3039571958302279,0.0808859981015008,0.9076100231030245,0.9934574553111241,-0.3076112581718191,0.0068350937694136625
0,isotropic,response,13,0,0.008509888746080706,0.0017299766820954585,0.009480071360335839,0.3103609060308625,0.32642933974998245,0.08159850500835217,1.0710326869874085,0.9999999999999793,0.3047799975814513,0.08159850500827225,0.9071091530742506,0.993341683980415,-0.31706046746215955,0.006702561092973506
0,isotropic,response,14,0,0.008509888746080706,0.0008434332963838233,0.009344799110626396,0.3103609060308625,0.31932282856117394,0.0721038873118757,1.0710326869874085,0.9999999999999793,0.29814480215264416,0.07210388731180507,0.9111096769493606,0.9948010294345265,-0.23544889969010002,0.005106873797971209
0,isotropic,response,15,0,0.008509888746080706,0.0012740542345953687,0.009299549767155572,0.3103609060308625,0.32282040588525196,0.07184084443938842,1.0710326869874085,0.9999999999999793,0.30141041427314136,0.07184084443931806,0.9091517621676933,0.9948388930702458,-0.28135571572502294,0.0045599121620645165
0,isotropic,response,16,0,0.008509888746080706,0.0003297029367675203,0.00881798277386466,0.3103609060308625,0.319950704716514,0.05566924146900358,1.0710326869874085,0.9999999999999793,0.29873103650661664,0.055669241468949054,0.9107597678276824,0.9969009355542718,-0.2566788463657205,0.002676659699428704
0,isotropic,response,17,0,0.008509888746080706,0.0008289701582524497,0.008217313974398118,0.3103609060308625,0.3182710805764955,0.04968909993175936,1.0710326869874085,0.9999999999999793,0.2971628078611013,0.04968909993171069,0.9116942656241062,0.9975309933479765,-0.23527606549835148,0.002353412177974542
0,isotropic,response,18,0,0.008509888746080706,0.0007991576115322919,0.0082407363518245,0.3103609060308625,0.31811534388146595,0.04851437920662768,1.0710326869874085,0.9999999999999793,0.2970173998853023,0.04851437920658016,0.9117806641653744,0.9976463550102002,-0.2341426209938787,0.0022655808594674973
0,isotropic,response,19,0,0.008509888746080706,0.00031010425634280507,0.008423696141010444,0.3103609060308625,0.31889396775263656,0.046993640421776624,1.0710326869874085,0.9999999999999793,0.2977443841133561,0.0469936404217306,0.9113482817289583,0.9977915977599131,-0.25283193499168793,0.0020438957944278434
0,isotropic,response,20,0,0.008509888746080706,0.00040536141150382973,0.00840245431410767,0.3103609060308625,0.3122446149698955,0.029059473393222554,1.0710326869874085,0.9999999999999793,0.2915360275771628,0.02905947339319409,0.9150067446245278,0.9991555470061102,-0.11116019731929844,0.0009680095609807488
0,label,raw,0,0,0.008509888746080706,0.9999999999998911,0.9941112725359517,0.016572256501379327,0.9997947680746712,0.9999999999999996,0.9997947680746712,0.9999999999999996,0.9999999999989998,0.9999999999989999,2.000399845769607e-12,2.000177801164682e-12,-0.9998626730334192,484.8505348546102
0,label,raw,1,0,0.008509888746080706,0.9523405415474137,0.9481153886037567,0.016572256501379327,0.9455908362164172,0.9452242744157878,0.9997947680746712,0.9999999999999996,0.9457849414799584,0.9452242744148429,0.10549084446975165,0.10655107105693373,-0.9998464383939027,413.4397250627731
0,label,raw,2,0,0.008509888746080706,0.33969429452602756,0.33935830963704966,0.016572256501379327,0.8613372235666383,0.8593057303295895,0.9997947680746712,0.9999999999999996,0.8615140337496211,0.8593057303287305,0.2577935696524567,0.2615936618242072,-0.999817258673619,328.4435590308499
0,label,raw,3,0,0.008509888746080706,0.29419114359862525,0.29294121818617774,0.016572256501379327,0.8170306458233967,0.8154553915221479,0.9997947680746712,0.9999999999999996,0.8171983610155863,0.8154553915213327,0.33218683875343946,0.33503250443878996,-0.9997957542784248,306.7862480329942
0,label,raw,4,0,0.008509888746080706,0.1038394369739613,0.10489145982661877,0.016572256501379327,0.73275610950858,0.7298989711874847,0.9997947680746712,0.9999999999999996,0.7329065253251256,0.7298989711867551,0.4628480251358511,0.4672474918605165,-0.9997508811258643,263.5007449202984
0,label,raw,5,0,0.008509888746080706,0.01608338610398036,0.02354738313911345,0.016572256501379327,0.03712268275291179,0.025932119115889166,0.9997947680746712,0.9999999999999996,0.03713030307646309,0.025932119115863243,0.99862134059345,0.9993275251981607,-0.9223976039262373,0.2567160197081315
0,label,raw,6,0,0.008509888746080706,0.0036522821834902484,0.01173794347675546,0.016572256501379327,0.016876378791819243,0.0018584968672470423,0.9997947680746712,0.9999999999999996,0.01687984307449579,0.0018584968672451844,0.9997150708977804,0.9999965459893945,-0.21722649086439952,0.0018356770883213268
0,label,raw,7,0,0.008509888746080706,0.00014222328378851146,0.008452249068979715,0.016572256501379327,0.016700845153796308,0.001542155447956534,0.9997947680746712,0.9999999999999996,0.01670427340397152,0.0015421554479549925,0.9997209672500453,0.9999976217565744,-0.12923139896950459,0.001397786950966178
0,label,raw,8,0,0.008509888746080706,0.00014188678388488176,0.008447433169934158,0.016572256501379327,0.016584365127811185,0.00145606788368902,0.9997947680746712,0.9999999999999996,0.016587769467659358,0.0014560678836875644,0.9997248459040878,0.999997879866318,-0.05221175364571446,0.0012514546339938237
0,label,raw,9,1,0.008509888746080706,0.0001642243203747698,0.008446091914890078,0.016572256501379327,0.01659066953138205,0.0014197204268558978,0.9997947680746712,0.9999999999999996,0.016594075165360694,0.0014197204268544786,0.9997246366694064,0.9999979843939095,-0.05574899182221181,0.001209846568098108
0,label,raw,10,0,0.008509888746080706,0.00015994130202784035,0.00843748749316843,0.016572256501379327,0.0165896121490956,0.0012377675437103767,0.9997947680746712,0.9999999999999996,0.016593017566021096,0.0012377675437091394,0.9997246717680537,0.9999984679315077,-0.05131989952338337,0.0011005544281223743
0,label,raw,11,0,0.008509888746080706,0.00012164340717846068,0.00846179911406192,0.016572256501379327,0.016577960399429128,0.0011433646426387686,0.9997947680746712,0.9999999999999996,0.016581363424552745,0.0011433646426376256,0.9997250583869829,0.9999986927172939,-0.039472315923965044,0.0009513881786279521
0,label,raw,12,0,0.008509888746080706,7.566469438662624e-05,0.008480004381616255,0.016572256501379327,0.016583704410828355,0.0011501959641369958,0.9997947680746712,0.9999999999999996,0.016587108615048474,0.0011501959641358462,0.9997248678277926,0.9999986770492441,-0.04462807182032424,0.0007093837466134613
0,label,raw,13,0,0.008509888746080706,4.398818180582851e-05,0.00850195023806476,0.016572256501379327,0.016648262020403662,0.0011164768712503001,0.9997947680746712,0.9999999999999996,0.016651679476625957,0.001116476871249184,0.9997227215706077,0.9999987534793959,-0.10145215197901078,0.0006543356950146468
0,label,raw,14,0,0.008509888746080706,4.84158487128939e-05,0.008499227922621012,0.016572256501379327,0.016634708261936144,0.0010791889687101358,0.9997947680746712,0.9999999999999996,0.016638122935923504,0.001079188968709057,0.9997231728651691,0.9999988353511698,-0.09019840093171826,0.00061979630297694
0,label,raw,15,0,0.008509888746080706,1.9970979132313273e-05,0.008502415538083953,0.016572256501379327,0.016644822781210922,0.0009765715554676722,0.9997947680746712,0.9999999999999996,0.01664823953144665,0.000976571555466696,0.9997228361205036,0.9999990463079971,-0.10348079820742188,0.000531998466872806
0,label,raw,16,0,0.008509888746080706,1.8639499615181653e-05,0.008500361748300492,0.016572256501379327,0.016583811943358923,0.0007731813228106815,0.9997947680746712,0.9999999999999996,0.01658721616965268,0.0007731813228099085,0.9997248642597412,0.9999994021906421,-0.038251439618026094,0.00040740789058919607
0,label,raw,17,0,0.008509888746080706,2.3405736511093826e-05,0.008502892279796066,0.016572256501379327,0.016540178692266348,0.0007392800207330036,0.9997947680746712,0.9999999999999996,0.016543573961785803,0.0007392800207322646,0.9997263101605709,0.9999994534650509,0.021084677094739122,0.0003744885107825178
0,label,raw,18,0,0.008509888746080706,1.88257459050899e-05,0.00850277668504956,0.016572256501379327,0.016575265019245954,0.0005748281149385709,0.9997947680746712,0.9999999999999996,0.016578667491077958,0.0005748281149379963,0.9997251477842203,0.9999996695726383,-0.022573231914214714,0.00022702733771992606
0,label,raw,19,0,0.008509888746080706,1.7638367530872015e-05,0.008502551564635353,0.016572256501379327,0.01658160412670146,0.0005495030433101889,0.9997947680746712,0.9999999999999996,0.016585007899787743,0.0005495030433096396,0.999724937512964,0.9999996980464054,-0.03357591674179576,0.00021666645646438337
0,label,raw,20,0,0.008509888746080706,9.684585299189785e-06,0.008506486236556282,0.016572256501379327,0.01660698818338264,0.00048626053909042705,0.9997947680746712,0.9999999999999996,0.01661039716715712,0.00048626053908994095,0.9997240947059493,0.9999997635506881,-0.08599162427554871,0.00018763139434216087
0,label,response,0,0,0.008509888746080706,0.9999999999998911,0.9941112725359517,0.016572256501379327,0.9997947680746712,0.9999999999999996,0.9997947680746712,0.9999999999999996,0.9999999999989998,0.9999999999989999,2.000399845769607e-12,2.000177801164682e-12,-0.9998626730334192,484.8505348546102
0,label,response,1,0,0.008509888746080706,0.9641005502741942,0.9601240590869823,0.016572256501379327,0.9346548558825931,0.9341469694270551,0.9997947680746712,0.9999999999999996,0.9348467162731263,0.9341469694261213,0.12606161707335284,0.1273694395119932,-0.999842870137866,406.3688096569143
0,label,response,2,0,0.008509888746080706,0.828410677619864,0.8240383896985021,0.016572256501379327,0.8949526141896803,0.8944630411711256,0.9997947680746712,0.9999999999999996,0.8951363247401434,0.8944630411702315,0.19873096013070857,0.19993586798050078,-0.9998286075543045,383.4401679458641
0,label,response,3,0,0.008509888746080706,0.21881687946142186,0.2180215640210104,0.016572256501379327,0.7807328538440726,0.7780821308904874,0.9997947680746712,0.9999999999999996,0.7808931180413834,0.7780821308897096,0.390205938195606,0.39458819759012886,-0.999779732771371,279.92055466787633
0,label,response,4,0,0.008509888746080706,0.1075223636849299,0.1087699280874843,0.016572256501379327,0.7463767448911661,0.7431936588608357,0.9997947680746712,0.9999999999999996,0.7465299566707428,0.7431936588600927,0.44269302379317876,0.44766318543014816,-0.999761577002019,260.7393875169033
0,label,response,5,0,0.008509888746080706,0.01600892265682506,0.023890008334189455,0.016572256501379327,0.04093094196012866,0.026870071757797327,0.9997947680746712,0.9999999999999996,0.04093934402048275,0.026870071757770467,0.9983239701111726,0.9992779992437323,-0.9650252767555543,0.2877113744945651
0,label,response,6,0,0.008509888746080706,0.001828841259340045,0.00888268326682425,0.016572256501379327,0.01694100590292847,0.005709128859173034,0.9997947680746712,0.9999999999999996,0.016944483451874055,0.005709128859167327,0.9997128844805492,0.9999674058476694,-0.232386776612754,0.021463295250228172
0,label,response,7,0,0.008509888746080706,0.0010404782732035506,0.00851757445303428,0.016572256501379327,0.016938282342025164,0.00547197210525349,0.9997947680746712,0.9999999999999996,0.016941759331894367,0.00547197210524802,0.9997129767907401,0.9999700575212794,-0.22769506227648412,0.017564272135643433
0,label,response,8,0,0.008509888746080706,0.0008155178958450474,0.008760583072089958,0.016572256501379327,0.017074213693977443,0.005147564107066672,0.9997947680746712,0.9999999999999996,0.017077718587026204,0.005147564107061526,0.9997083515278623,0.9999735025837637,-0.24682104362198798,0.015510478294260149
0,label,response,9,1,0.008509888746080706,0.0013164962244518485,0.008959603783053318,0.016572256501379327,0.017223854698454045,0.004605262110712757,0.9997947680746712,0.9999999999999996,0.01722739030891831,0.004605262110708153,0.9997032170231442,0.9999787915608916,-0.27250204907850056,0.012834355768222434
0,label,response,10,0,0.008509888746080706,0.0009604019538100556,0.008881636552711385,0.016572256501379327,0.017002919140559354,0.004199130153055208,0.9997947680746712,0.9999999999999996,0.01700640939868617,0.00419913015305101,0.9997107820393643,0.9999823673059577,-0.22474373105349085,0.011181352418047324
0,label,response,11,0,0.008509888746080706,0.0017812911099766048,0.009805874489993805,0.016572256501379327,0.016690694783818405,0.0033865037707417707,0.9997947680746712,0.9999999999999996,0.01669412095038603,0.0033865037707383853,0.9997213063256939,0.9999885315922108,-0.1362983840598103,0.007519894797073927
0,label,response,12,0,0.008509888746080706,0.0017615855394276423,0.009602126269043986,0.016572256501379327,0.016623285945058366,0.003270447333449772,0.9997947680746712,0.9999999999999996,0.016626698274340445,0.0032704473334465027,0.999723552904494,0.9999893041742391,-0.11394871123096693,0.0068350937694136625
0,label,response,13,0,0.008509888746080706,0.0017299766820954585,0.009480071360335839,0.016572256501379327,0.016652908291812842,0.0031767012013312946,0.9997947680746712,0.9999999999999996,0.0166563267017941,0.003176701201328119,0.9997225667808031,0.9999899085694774,-0.1207068278528206,0.006702561092973506
0,label,response,14,0,0.008509888746080706,0.0008434332963838233,0.009344799110626396,0.016572256501379327,0.016809237737057562,0.0031253459119508693,0.9997947680746712,0.9999999999999996,0.016812688237417668,0.003125345911947745,0.9997173335142314,0.9999902322129307,-0.16825622617161137,0.005106873797971209
0,label,response,15,0,0.008509888746080706,0.0012740542345953687,0.009299549767155572,0.016572256501379327,0.01684975197163291,0.0031476005093540836,0.9997947680746712,0.9999999999999996,0.016853210788514157,0.0031476005093509373,0.999715969286118,0.9999900926110336,-0.18083698622144753,0.0045599121620645165
0,label,response,16,0,0.008509888746080706,0.0003297029367675203,0.00881798277386466,0.016572256501379327,0.01663646137603016,0.002127317205637719,0.9997947680746712,0.9999999999999996,0.016639876409886355,0.0021273172056355924,0.9997231145130637,0.9999954745215066,-0.09405829616856537,0.002676659699428704
0,label,response,17,0,0.008509888746080706,0.0008289701582524497,0.008217313974398118,0.016572256501379327,0.016674020866591453,0.0019509455268055986,0.9997947680746712,0.9999999999999996,0.016677443610436507,0.0019509455268036484,0.9997218628746207,0.9999961938115515,-0.11050493759212525,0.002353412177974542
0,label,response,18,0,0.008509888746080706,0.0007991576115322919,0.0082407363518245,0.016572256501379327,0.01661655107011917,0.0019114232020961545,0.9997947680746712,0.9999999999999996,0.016619962016906173,0.0019114232020942437,0.9997237768625566,0.9999963464613425,-0.08065836137194198,0.0022655808594674973
0,label,response,19,0,0.008509888746080706,0.00031010425634280507,0.008423696141010444,0.016572256501379327,0.016663626800990285,0.001903306854512635,0.9997947680746712,0.9999999999999996,0.016667047411203367,0.0019033068545107324,0.9997222095305927,0.9999963774230176,-0.10498408727283266,0.0020438957944278434
0,label,response,20,0,0.008509888746080706,0.00040536141150382973,0.00840245431410767,0.016572256501379327,0.016632288526055947,0.0012857107971215606,0.9997947680746712,0.9999999999999996,0.016635702703334317,0.0012857107971202754,0.9997232533955662,0.9999983469477461,-0.0852584866905321,0.0009680095609807488
1,isotropic,raw,0,0,0.022689503301952747,0.9999999999998278,0.9774284861924186,0.40629148111197516,1.05619815238695,0.9999999999999063,1.05619815238695,0.9999999999999063,0.9999999999990531,0.9999999999989999,1.893818435405592e-12,2.000177801164682e-12,-0.9233503036684506,1028.1348392062669
1,isotropic,raw,1,0,0.022689503301952747,1.2973722783243014,1.2758293039105673,0.40629148111197516,1.1255968671859984,1.092031346977691,1.05619815238695,0.9999999999999063,1.0657061505373262,1.0920313469767011,-0.13572959929308626,-0.19253246277974823,-0.933311158077956,803.6047557876221
1,isotropic,raw,2,0,0.022689503301952747,1.1701428549164545,1.1488300931355435,0.40629148111197516,1.0560701765716332,1.0013345231150823,1.05619815238695,0.9999999999999063,0.9998788335162039,1.0013345231141748,0.0002423182862754114,-0.0026708271802919903,-0.9233664710364755,667.6817155468303
1,isotropic,raw,3,0,0.022689503301952747,0.1180632107711461,0.13640407912487007,0.40629148111197516,0.8281664493151543,0.738247189926642,1.05619815238695,0.9999999999999063,0.7841013993849159,0.7382471899259728,0.38518499548261664,0.45499108656640463,-0.8716147668471786,167.91348445540453
1,isotropic,raw,4,0,0.022689503301952747,0.09295506038209067,0.11117370014820148,0.40629148111197516,0.8230970378908202,0.7198399071716838,1.05619815238695,0.9999999999999063,0.7793017210169196,0.7198399071710313,0.3926888276200672,0.48183050804400107,-0.8696951654424419,125.41070779275725
1,isotropic,raw,5,0,0.022689503301952747,0.011624220871100223,0.030668287969948242,0.40629148111197516,0.5911818439393578,0.3735634103242448,1.05619815238695,0.9999999999999063,0.5597262621627954,0.37356341032390616,0.6867065114452656,0.8604503784671729,-0.7334882649831351,0.13562071072643697
1,isotropic,raw,6,0,0.022689503301952747,0.009004647531417836,0.03158855526469798,0.40629148111197516,0.41420850191879716,0.07697403620324325,1.05619815238695,0.9999999999999063,0.39216931120577747,0.07697403620317349,0.846203231348386,0.9940749977505925,-0.19478720208322234,0.005803766669311045
1,isotropic,raw,7,1,0.022689503301952747,8.300637279236611e-05,0.022668639496439824,0.40629148111197516,0.3919326600709582,0.06079351538655049,1.05619815238695,0.9999999999999063,0.37107872153046356,0.06079351538649539,0.8623005824273167,0.9963041484869519,0.16296045974210618,0.0027066521440655454
1,isotropic,raw,8,0,0.022689503301952747,4.0963208136666025e-05,0.022730248529700514,0.40629148111197516,0.39368012421168763,0.058078782140613794,1.05619815238695,0.9999999999999063,0.37273320666355964,0.058078782140561155,0.8610699566503002,0.9966268550650692,0.14685634065515793,0.0018565065031831897
1,isotropic,raw,9,0,0.022689503301952747,4.962993867061896e-05,0.02272372594647507,0.40629148111197516,0.3938149754144811,0.05933144666236389,1.05619815238695,0.9999999999999063,0.3728608827085221,0.05933144666231011,0.8609747621458217,0.9964797794369574,0.13828681531320086,0.0017958323124962917
1,isotropic,raw,10,0,0.022689503301952747,4.559701328652044e-05,0.022723413054325334,0.40629148111197516,0.3944407465637953,0.05580570571372135,1.05619815238695,0.9999999999999063,0.37345335784957334,0.055805705713670765,0.8605325895108785,0.9968857232097992,0.14480682073765416,0.0017116382773793267
1,isotropic,raw,11,0,0.022689503301952747,2.1121398203421998e-05,0.022675116566392588,0.40629148111197516,0.39911543954318557,0.04653486531476031,1.05619815238695,0.9999999999999063,0.3778793199371052,0.04653486531471813,0.8572072195638709,0.997834506310141,0.09729666816460274,0.0013755808706222119
