probe_kind,method,operator_kind,n,E_model_to_T_mean,E_model_to_T_std,E_model_to_operator_mean,E_model_to_operator_std,E_model_to_zero_mean,E_model_to_zero_std,E_operator_to_T_mean,E_operator_to_T_std,E_zero_to_T_mean,E_zero_to_T_std,R_sub_mean,R_sub_std,R_use_mean,R_use_std,X_sub_mean,X_sub_std,X_use_mean,X_use_std,cos_res_mean,cos_res_std,nominal_rank_mean,nominal_rank_std,point_model_to_T_mean,point_model_to_T_std,point_model_to_operator_mean,point_model_to_operator_std,point_operator_to_T_mean,point_operator_to_T_std,rank_mean,rank_std,rho_operator_to_T_mean,rho_operator_to_T_std,selection_alpha_mean,selection_alpha_std,tau_rank_mean,tau_rank_std
isotropic,raw,galerkin_main,4,0.2943038205103726,0.13064247961653086,0.28538699089000136,0.13413098596191136,1.0426898738801067,0.03490013142191745,0.06384495286597004,0.022857184439250076,0.9999999999999563,2.7730473223858144e-14,0.06384495286590938,0.02285718443922993,0.2718304521930709,0.12280211004904379,0.995531983833183,0.0032568291374050788,0.9147979365861375,0.07660831871020404,-0.02375341084010322,0.24431400058166644,6.0,0.0,0.010451135401294463,0.008485950681648823,0.01343955224624357,0.012648627680768519,0.004509048982207174,0.0030470295773513084,6.0,0.0,0.004394332135989904,0.0018164303047094694,0.05,0.0,11.0,3.7416573867739413
isotropic,raw_actLR,activation_low_rank,4,0.2943038205103726,0.13064247961653086,0.19747379220636996,0.05443984450557065,1.0426898738801067,0.03490013142191745,0.20921114467203242,0.12375908752861936,0.9999999999999563,2.7730473223858144e-14,0.20921114467183322,0.12375908752850463,0.1888279844753764,0.048729203498893654,0.9447434631356852,0.06172321252451278,0.9625630908237396,0.020549750341256636,0.036976495909340504,0.2740197872911051,6.0,0.0,0.010451135401294463,0.008485950681648823,0.011828373801842621,0.00791696313820263,0.008244669975527407,0.005153440403957541,6.0,0.0,0.14675685320797088,0.12152233310081179,,,,
isotropic,raw_best_rank,best_rank_control,4,0.2943038205103726,0.13064247961653086,0.2943038205103726,0.1306424796165309,1.0426898738801067,0.03490013142191745,4.3121607542496484e-16,8.288035600280087e-17,0.9999999999999563,2.7730473223858144e-14,4.3121607542455325e-16,8.288035600272907e-17,0.28016213117086786,0.11915869348195009,1.0,0.0,0.9108600845835535,0.07438012066529379,4.821764887506585e-05,0.00010042427650195194,,,0.010451135401294463,0.008485950681648823,0.010451135401294344,0.008485950681648709,4.878922042647362e-16,1.1658471362008955e-16,6.0,0.0,2.267890845291371e-28,2.0165145648207848e-28,,,,
isotropic,raw_euclidean,galerkin_control,4,0.2943038205103726,0.13064247961653086,0.2877196732949962,0.1364430861558014,1.0426898738801067,0.03490013142191745,0.06977861654564715,0.02336975603384997,0.9999999999999563,2.7730473223858144e-14,0.06977861654558087,0.02336975603382951,0.27408083427755026,0.12502045172216586,0.9947213355501743,0.003403816901638839,0.9131571112701112,0.07912211365834139,-0.0653774461197946,0.2678119965550697,6.0,0.0,0.010451135401294463,0.008485950681648823,0.015078060143265782,0.013657514206347986,0.006433390800823826,0.003977940013921658,6.0,0.0,0.0054385662038735245,0.0027158944648233967,,,,
isotropic,raw_poly_y,galerkin_control,4,0.2943038205103726,0.13064247961653086,0.8347013210022828,0.13658938922761482,1.0426898738801067,0.03490013142191745,0.7877648849506476,0.14745000530792635,0.9999999999999563,2.7730473223858144e-14,0.787764884949893,0.14745000530778024,0.8012462624678643,0.13213074841493203,0.36312035799093345,0.2131642960617409,0.34491052587376064,0.1970559621935584,-0.9000987999971152,0.12819669456010596,6.0,0.0,0.010451135401294463,0.008485950681648823,0.613498983692651,0.3243614987053359,0.6184432434896932,0.322957667483948,2.0,0.0,776.8489323323855,614.083955166962,,,,
isotropic,raw_random,galerkin_control,4,0.2943038205103726,0.13064247961653086,3.989364357832674,1.880868056753686,1.0426898738801067,0.03490013142191745,3.9693056773645092,1.909949932419583,0.9999999999999563,2.7730473223858144e-14,3.9693056773606874,1.9099499324176614,3.8733113457042867,1.9843717817839421,-17.491319118584457,18.08980502941316,-16.955839307016838,18.800153354846458,-0.9937006343491809,0.008190234498198085,6.0,0.0,0.010451135401294463,0.008485950681648823,0.11094409100061003,0.06267369758011446,0.11171661743766312,0.06327438752345989,6.0,0.0,21.446964944197124,17.019300783265376,,,,
isotropic,raw_shuffled_Kt,galerkin_control,4,0.2943038205103726,0.13064247961653086,171.20688594607608,156.5464885526103,1.0426898738801067,0.03490013142191745,171.14914615138485,156.58055833367024,0.9999999999999563,2.7730473223858144e-14,171.1491461512215,156.5805583335241,164.36690377824334,148.46956787409167,-47679.133664320776,64889.442247680214,-43547.88849618593,57521.104577777034,-0.9999255027794178,0.00014684917941161686,6.0,0.0,0.010451135401294463,0.008485950681648823,5.046947157975747,4.311461751918065,5.049942742722217,4.317282979580584,6.0,0.0,42101.2948664097,44685.21820000878,,,,
isotropic,raw_shuffled_labels,galerkin_control,4,0.2943038205103726,0.13064247961653086,0.6697953043157966,0.21319393730436714,1.0426898738801067,0.03490013142191745,0.4798363519496619,0.16926628640121047,0.9999999999999563,2.7730473223858144e-14,0.47983635194919994,0.1692662864010367,0.6434236203303971,0.20755388511061365,0.7482687685640851,0.1704118621579316,0.5536970833825428,0.2299646338935549,-0.8961940413595415,0.09918508458715648,6.0,0.0,0.010451135401294463,0.008485950681648823,0.02097085823874871,0.007236964576151195,0.014672471189397965,0.0038817332849161207,6.0,0.0,0.26563469698969017,0.1951063173018628,,,,
isotropic,resp,galerkin_main,4,0.2943038205103726,0.13064247961653086,0.3224663170639437,0.11406974301062324,1.0426898738801067,0.03490013142191745,0.11879831214198297,0.016037975099580364,0.9999999999999563,2.7730473223858144e-14,0.1187983121418691,0.01603797509956261,0.3073904790023845,0.10224164335820128,0.9856940485482724,0.003734771448261432,0.8976710781912455,0.06701523348646644,-0.40927310934523964,0.22639991550704489,6.0,0.0,0.010451135401294463,0.008485950681648823,0.012875019058385211,0.007984990000440844,0.003112700998092176,0.001645422210620406,6.0,0.0,0.016513245371294224,0.004290819001082279,0.05,0.0,20.0,0.0
isotropic,resp_actLR,activation_low_rank,4,0.2943038205103726,0.13064247961653086,0.24643442084611034,0.04202515165446005,1.0426898738801067,0.03490013142191745,0.23667191944986288,0.1252269579579095,0.9999999999999563,2.7730473223858144e-14,0.23667191944963734,0.12522695795779384,0.23564535508538653,0.034100252474260344,0.9322250592945021,0.07072348653351589,0.9435991462125759,0.016200256872063837,-0.31684911810982674,0.1922923917072894,6.0,0.0,0.010451135401294463,0.008485950681648823,0.010677081572609357,0.004540609716741439,0.015248019350468,0.004284860693764984,6.0,0.0,0.20885438038999002,0.10499190977145947,,,,
isotropic,resp_best_rank,best_rank_control,4,0.2943038205103726,0.13064247961653086,0.2943038205103726,0.1306424796165309,1.0426898738801067,0.03490013142191745,4.3121607542496484e-16,8.288035600280087e-17,0.9999999999999563,2.7730473223858144e-14,4.3121607542455325e-16,8.288035600272907e-17,0.28016213117086786,0.11915869348195009,1.0,0.0,0.9108600845835535,0.07438012066529379,4.821764887506585e-05,0.00010042427650195194,,,0.010451135401294463,0.008485950681648823,0.010451135401294344,0.008485950681648709,4.878922042647362e-16,1.1658471362008955e-16,6.0,0.0,2.267890845291371e-28,2.0165145648207848e-28,,,,
isotropic,resp_euclidean,galerkin_control,4,0.2943038205103726,0.13064247961653086,2.0844820577998626,1.1981854497176543,1.0426898738801067,0.03490013142191745,1.9829701433110474,1.1801819402345626,0.9999999999999563,2.7730473223858144e-14,1.9829701433091613,1.1801819402334326,1.9717146485043708,1.1174023716830694,-3.976792648295418,3.571925172343562,-3.824099700308926,3.2840210513953774,-0.958000444977967,0.06862575199987836,6.0,0.0,0.010451135401294463,0.008485950681648823,0.055316295461603215,0.05648921493138939,0.050064739915451614,0.054222932323761464,6.0,0.0,5.27543600935496,4.286551625252676,,,,
isotropic,resp_poly_y,galerkin_control,4,0.2943038205103726,0.13064247961653086,0.8347013210022828,0.13658938922761482,1.0426898738801067,0.03490013142191745,0.7877648849506476,0.14745000530792635,0.9999999999999563,2.7730473223858144e-14,0.787764884949893,0.14745000530778024,0.8012462624678643,0.13213074841493203,0.36312035799093345,0.2131642960617409,0.34491052587376064,0.1970559621935584,-0.9000987999971152,0.12819669456010596,6.0,0.0,0.010451135401294463,0.008485950681648823,0.613498983692651,0.3243614987053359,0.6184432434896932,0.322957667483948,2.0,0.0,776.8489323323855,614.083955166962,,,,
isotropic,resp_random,galerkin_control,4,0.2943038205103726,0.13064247961653086,3.7477376712364654,1.66687474968578,1.0426898738801067,0.03490013142191745,3.7014543726649998,1.6286349772315805,0.9999999999999563,2.7730473223858144e-14,3.7014543726614857,1.628634977230112,3.583967717676165,1.543786244480588,-14.690103389687827,14.00803719444572,-13.632281577830508,12.731796653551108,-0.9963145842969171,0.0030582545439607686,6.0,0.0,0.010451135401294463,0.008485950681648823,0.15058304597031155,0.1274322287300552,0.1467944226247668,0.11717416265301099,6.0,0.0,19.10277824996766,13.795000708604775,,,,
