exp,checkpoint,checkpoint_file,sweep,sweep_val,d_x,d_model,n_layers,n_heads,episode,probe_kind,selection_mode,span_mode,kernel_family,kernel_lengthscale,kernel_signal_var,gamma,min_explainable_frac,n_causal,causal_damage_tau,causal_max_keep,tau_sv,n_build,n_val,n_eval,B_nat,dim_R_nat,dim_over_nctx,dim_over_rT,dim_over_rT_strict,r_eff_T_task,r_eff_T_task_strict,excess_risk_frac,mean_s,mean_hidden_s,sum_candidate_rank,mean_candidate_rank,max_causal_damage,mean_causal_damage,sum_kept_causal_damage,E_F_T,E_TQ_T,E_F_TQ,X_use,X_sub,max_val_closure,mean_val_closure,max_build_closure,mean_build_closure,max_val_refinement,mean_val_refinement,max_build_refinement,mean_build_refinement,s_list,candidate_ranks,rank_tau_task,krr_risk_total,krr_signal_total,krr_risk_per_tgt,krr_signal_per_tgt,krr_risk_over_signal,mse_model,mse_krr,mse_ratio,E_pointwise_F_T
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,rbf_elbow,47,5,128,8,4,0,task,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,0.001,16,16,16,18,18,0.3829787234042553,1.0,0.6666666666666666,18.0,27,0.05,2.0,24.77777777777778,254,28.22222222222222,0.9277532895637646,0.024364702097759476,2.554585478451543,0.027398354211665664,0.1280608304955497,0.1246435085971725,0.984429139831501,0.9836004236928229,0.08699195874512129,0.056168935240763086,0.05335272866550881,0.028233676973864048,0.9997209371561958,0.8884921362238819,0.9999818243687071,0.8888436012902857,"[13, 4, 1, 0, 0, 0, 0, 0, 0]","[16, 34, 30, 29, 29, 29, 29, 29, 29]",0.05646690038287007,3.8366310781780433,60.163368921822034,0.059947360596531926,0.9400526394034693,0.06377021677697944,0.040562327133493864,0.042067995297384864,0.9642087018112651,0.025452939104991086
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,rbf_elbow,47,5,128,8,4,1,task,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,0.001,16,16,16,17,17,0.3617021276595745,1.0625,0.6296296296296297,16.0,27,0.05,1.8888888888888888,24.555555555555557,260,28.88888888888889,0.754574791160919,0.025615563754111385,2.501612948712807,0.03638920959803067,0.1793889161664697,0.17683959125333962,0.9684486525323724,0.9678196167566836,0.1058940984295344,0.07092214126482108,0.04281318417510581,0.024018116363997047,0.9995761564339383,0.8882389651048557,0.9999880149545813,0.8888656731012854,"[13, 4, 0, 0, 0, 0, 0, 0, 0]","[16, 34, 30, 30, 30, 30, 30, 30, 30]",0.0649423678122371,4.978478486212498,59.021521513787974,0.07778872634707028,0.9222112736529371,0.0843502227411978,0.07128004671945776,0.06574876366622442,1.0841275598931877,0.043386566983826855
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,rbf_elbow,47,5,128,8,4,2,task,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,0.001,16,16,16,18,18,0.3829787234042553,1.0,0.6206896551724138,18.0,29,0.05,2.0,23.444444444444443,252,28.0,0.9215565337115595,0.029301488003568077,2.9319156084174978,0.040457809126630134,0.19356538725262004,0.19520072647554568,0.9616695389128956,0.9625324408578181,0.10436754481748321,0.0659946454464419,0.0640094469785156,0.03363532264438974,0.9997783054080107,0.8884815820478595,0.9999864500109691,0.8888420694383687,"[14, 4, 0, 0, 0, 0, 0, 0, 0]","[16, 33, 29, 29, 29, 29, 29, 29, 29]",0.06182699890583113,4.545396910096306,59.45460308990381,0.07102182672025478,0.9289781732797471,0.07645155587403288,0.04886124708338233,0.044479311371627236,1.0985162669256223,0.0299754321061699
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,rbf_elbow,47,5,128,8,4,3,task,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,0.001,16,16,16,22,22,0.46808510638297873,1.375,0.7857142857142857,16.0,28,0.05,2.4444444444444446,21.666666666666668,223,24.77777777777778,0.7712195527501667,0.030282447259273412,3.1802256687851562,0.03591567288883965,0.13293147201908015,0.1340413746892331,0.9817906133983769,0.9823292237468758,0.0853722421427873,0.054379365965765446,0.03894460426973652,0.01875523013020104,0.9999433314785644,0.8887316628091757,0.9999996130783579,0.8888865915788946,"[15, 7, 0, 0, 0, 0, 0, 0, 0]","[16, 32, 25, 25, 25, 25, 25, 25, 25]",0.07300705223085613,6.165221692977352,57.83477830702236,0.09633158895277112,0.9036684110472244,0.10660059350877908,0.08464893912876185,0.08534950071069847,0.9917918490898823,0.061463678632212124
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,rbf_elbow,47,5,128,8,4,4,task,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,0.001,16,16,16,17,17,0.3617021276595745,0.9444444444444444,0.6296296296296297,18.0,27,0.05,1.8888888888888888,24.0,263,29.22222222222222,0.9398315196541798,0.02534227154778155,2.5505190332916365,0.03422674211349956,0.18144762879523343,0.17938803121936364,0.9679975308501645,0.967076758004653,0.09681135835931899,0.06304785453303526,0.05275441240017412,0.03223763336636838,0.999741839310019,0.8884163266081974,0.9999601720905933,0.8888016684884334,"[10, 7, 0, 0, 0, 0, 0, 0, 0]","[16, 37, 30, 30, 30, 30, 30, 30, 30]",0.0590665260535648,4.174452604928819,59.82554739507104,0.06522582195201279,0.934774178047985,0.06977709000072897,0.06866652010590577,0.06923624478034075,0.9917712944102832,0.03606657605982532
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,rbf_elbow,47,5,128,8,4,5,task,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,0.001,16,16,16,22,22,0.46808510638297873,1.2222222222222223,0.7096774193548387,18.0,31,0.05,2.4444444444444446,21.11111111111111,223,24.77777777777778,0.8545832909825412,0.03001544325423207,3.2789827304080985,0.03987477650652577,0.16795240183000992,0.16749692223608537,0.9715718875833799,0.9717919907195872,0.1227382920170502,0.08087533250659328,0.0423366275440215,0.02274050735526488,0.9998408050651976,0.8885182012789495,0.9999995634918785,0.8888809104931542,"[15, 7, 0, 0, 0, 0, 0, 0, 0]","[16, 32, 25, 25, 25, 25, 25, 25, 25]",0.06185193144080174,4.548803016935389,59.45119698306455,0.07107504713961545,0.9289249528603836,0.07651322845915277,0.042751284024950625,0.0432436363043735,0.9886144570276788,0.043819571837659756
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,rbf_elbow,47,5,128,8,4,6,task,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,0.001,16,16,16,24,24,0.5106382978723404,1.5,0.8888888888888888,16.0,27,0.05,2.6666666666666665,18.77777777777778,209,23.22222222222222,0.8952407010464117,0.03554531433412727,3.994534593877935,0.03288277817401822,0.113834178264039,0.11334964927960621,0.987182300130222,0.9870417798589769,0.06922595679755408,0.04753810566516678,0.03141463591527078,0.017439215837667745,0.9999999999999913,0.8888385245445544,0.9999999999999915,0.8888855669081173,"[15, 9, 0, 0, 0, 0, 0, 0, 0]","[16, 32, 23, 23, 23, 23, 23, 23, 23]",0.07042997239051688,5.776240609327857,58.22375939067226,0.09025375952074777,0.909746240479254,0.09920762021857937,0.12234401715060207,0.11761497625012543,1.0402078123998397,0.01886206108682885
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,rbf_elbow,47,5,128,8,4,7,task,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,0.001,16,16,16,21,21,0.44680851063829785,1.1666666666666667,0.7241379310344828,18.0,29,0.05,2.3333333333333335,22.0,230,25.555555555555557,0.8935074834851825,0.029056915870211395,3.1786214233899983,0.03439751651206887,0.09189404611468563,0.0987711659292682,0.9905374745577012,0.9915554842886889,0.0895974749708179,0.056218853169298325,0.057519983319723925,0.0258143295234449,0.9998914316878533,0.8886957537152713,0.9999982026248306,0.8888783089382402,"[15, 6, 0, 0, 0, 0, 0, 0, 0]","[16, 32, 26, 26, 26, 26, 26, 26, 26]",0.06303763643492097,4.711913124234008,59.28808687576564,0.07362364256615637,0.9263763574338382,0.07947487214602553,0.031474498108212,0.029041945193490522,1.08375998572116,0.03878678293012587
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,rbf_elbow,47,5,128,8,4,8,task,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,0.001,16,16,16,18,18,0.3829787234042553,1.0588235294117647,0.6666666666666666,17.0,27,0.05,2.0,24.22222222222222,253,28.11111111111111,0.9460975508603904,0.025926994937694778,2.6702540961466035,0.03239461202782652,0.14431653575413886,0.1449558481221231,0.9789816626767315,0.979172737507966,0.08048171196605584,0.04974116797255339,0.06158491730781155,0.031361970716233416,0.9998243865337814,0.8885772092627611,0.9999854944576435,0.8888544254035504,"[13, 5, 0, 0, 0, 0, 0, 0, 0]","[16, 34, 29, 29, 29, 29, 29, 29, 29]",0.06533030791902948,5.033443229744256,58.96655677025556,0.078647550464754,0.9213524495352431,0.08536098265590412,0.05362486084870429,0.052014558886821285,1.030958677653825,0.0462958470989563
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,rbf_elbow,47,5,128,8,4,9,task,causal,seed,rbf,3.0,1.0,0.95,0.001,8,0.05,0,0.001,16,16,16,14,14,0.2978723404255319,0.8235294117647058,0.5185185185185185,17.0,27,0.05,1.5555555555555556,25.666666666666668,283,31.444444444444443,0.9032154604283021,0.027408826403526383,2.4197975159180873,0.03307687882422461,0.16058401598079727,0.16574099453953642,0.9733050656784812,0.9742127738115306,0.106950350357618,0.06605153538520349,0.08038472698405151,0.0437471787357219,0.9996480397116664,0.8881406172065882,0.9999276217397284,0.8886916597562149,"[11, 3, 0, 0, 0, 0, 0, 0, 0]","[16, 36, 33, 33, 33, 33, 33, 33, 33]",0.05964792815637649,4.251550680773738,59.74844931922629,0.06643047938708965,0.9335695206129108,0.07115750666696502,0.0793428825413173,0.08674035186157597,0.9147170934692094,0.03773855666361381
