exp,checkpoint,checkpoint_file,episode,d_x,n_layers,n_heads,selection_mode,span_mode,kernel_family,kernel_lengthscale,kernel_signal_var,excess_risk_frac,gamma,min_explainable_frac,n_causal,causal_damage_tau,causal_max_keep,ell,s,hidden_s,candidate_rank,participation_rank,entropy_rank,val_total_norm,val_explainable_frac,val_capture,val_resid_ratio,val_full_resid_ratio,top_singular_values_json,causal_max_damage,causal_mean_damage,causal_min_kept_damage,causal_sum_kept_damage,causal_selected_indices_json,causal_damages_json
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,1,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,1.0,4.0,28.0,34.0,2.785972383774707,3.8163243295361102,12.633644166477822,0.9999999999999938,0.963098447277769,0.19209776865498648,9.71651162564209e-13,"[3.171046380745617, 1.8978658737842977, 1.4184569133203002, 1.398001757752525, 0.6875233055784439, 0.3676091233169228, 0.23639166876007064, 0.2238811508414739]",0.08037367315459638,0.02428227781342809,0.05819912219208787,0.277991542428509,"[0, 4, 5, 6]","[0.07370917209828687, 0.039204442447879524, 0.04724750059082873, 0.03513102743086647, 0.08037367315459638, 0.06570957498353787, 0.05819912219208787, 0.04484956539561293, 0.03713656019479347, 0.034679043338536344, 0.025528335379440197, 0.02136917059198508, 0.014458452041199563, 0.023391115017445407, 0.022473002503732374, 0.017397535906669807, 0.01749952166338337, 0.01546718978422714, 0.010497485619161844, 0.013831532558078032, 0.011297290969295944, 0.009940349857118228, 0.01724291353072072, 0.012191429879126177, 0.006589176696307375, 0.011867566197528266, 0.005496382685098278, 0.01075553518537336, 0.006153656353917981, 0.010156970897749654, 0.007562052965069332, 0.005400683968744438, 0.00539954867650453, 0.00739086490165141]"
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,1,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,2.0,0.0,27.0,30.0,4.24479326853483,5.626274931456097,9.933713440322295,0.9999999999999899,0.9558706587800054,0.2100698484313837,5.195809178419006e-13,"[2.1265430479407583, 1.8685266300426189, 1.6217255986572525, 0.8850985121624463, 0.8277292767075172, 0.6574861954768774, 0.4541513464584922, 0.3250702653765859]",0.04461019230755364,0.017617339168272808,0.0,0.0,[],"[0.036504867708869244, 0.04461019230755364, 0.043906305963614785, 0.043618156262793, 0.02498208178527751, 0.03171751708406688, 0.02899127131620637, 0.02313639112246906, 0.015092944523717981, 0.014600516435386032, 0.014080735316044308, 0.022300071641553343, 0.011529174206885155, 0.018301928271626453, 0.011687595867532463, 0.011920919617289708, 0.008060610307668943, 0.01703821962288885, 0.012049200422605825, 0.010425548013315862, 0.01851728897003743, 0.013145692881760377, 0.007954291461798426, 0.006810062471259603, 0.005121032664974016, 0.00735554721357376, 0.006486120699581281, 0.004850548433708947, 0.006379828795347754, 0.007345513658777383]"
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,1,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,3.0,0.0,27.0,30.0,4.960652738218113,6.864432791649088,10.100501436097751,0.9999999999999902,0.9549410895806919,0.2122708421316936,2.4971025867342786e-13,"[2.7838772475856812, 2.4172278189143435, 1.8168311858398944, 1.5489521801341777, 1.1591208825990695, 1.05902725781116, 0.7521874628751303, 0.6728502803917595]",0.048305647724873745,0.015445782228266472,0.0,0.0,[],"[0.031352918851277625, 0.0315738242287643, 0.048305647724873745, 0.038465515321078884, 0.024122528521320328, 0.02264038150950637, 0.02005437744955679, 0.01495073225619416, 0.012431849371736258, 0.014264272166652815, 0.01316375304633267, 0.013476545500666423, 0.018131948912450197, 0.013758177444182907, 0.009555095340327656, 0.01527280491062632, 0.007299107560966965, 0.01228092638025009, 0.006388933015450834, 0.008895494161398631, 0.01138595108818463, 0.0169604419861338, 0.009030021921594005, 0.00763413284180894, 0.007674220727662226, 0.007790915294816306, 0.009041199755290462, 0.003173129848108379, 0.006465041025376002, 0.007833578685405478]"
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,1,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,4.0,0.0,28.0,30.0,5.476287720344731,7.729388740027407,10.51656936667373,0.999999999999991,0.9645691079697167,0.188230953964204,3.8885266339173925e-13,"[3.271788856413148, 2.8444139731338187, 2.170994988341996, 1.9171345101216477, 1.3924634457655736, 1.292649095563635, 0.993758550250986, 0.9684847857125151]",0.041225401382037404,0.011883267016225708,0.0,0.0,[],"[0.028207897012274014, 0.027290786191928096, 0.041225401382037404, 0.01444474983587435, 0.019236412117013182, 0.015149189509291882, 0.01128607952446706, 0.010780108306245848, 0.011950239989828831, 0.007878605556010219, 0.00750283893700155, 0.014262328462895942, 0.012984767444490019, 0.010395611947127043, 0.0075320227327383355, 0.0069280893226455, 0.01221114027746798, 0.00880135864523702, 0.00705450564868444, 0.00583530661532692, 0.011444361848497396, 0.009184246876380867, 0.006038262820082228, 0.011382551724202305, 0.00818724299593945, 0.004798037972787196, 0.004261525260885107, 0.008231360768924952, 0.005422141632678593, 0.006590839127807515]"
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,1,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,5.0,0.0,28.0,30.0,6.1854312248491,8.78974670825156,10.642821127661866,0.9999999999999912,0.962982832909219,0.1923984591694335,2.625165551251655e-13,"[3.5090997223684677, 2.9454208481971715, 2.4534954085090557, 2.094515828297968, 1.5956198646075197, 1.4731717106686977, 1.2023507368731594, 1.1596169887261667]",0.02804677420872997,0.008550171292544826,0.0,0.0,[],"[0.022176170091201552, 0.024648454298460493, 0.02804677420872997, 0.009547882240233, 0.012690323044176634, 0.008198793607515305, 0.005962253147644534, 0.00801253704774099, 0.007885974038861767, 0.006369026252855164, 0.004791867253631649, 0.00949840243990746, 0.009707078572586037, 0.006390286567325492, 0.005525711136516392, 0.005437595780710117, 0.008262969020725711, 0.007043111579829494, 0.006375422381392554, 0.006758657128051585, 0.007504414236478289, 0.0053119955759564855, 0.0036262273044970427, 0.008754133793366292, 0.007108880158112329, 0.002515437328405, 0.0036529273461628512, 0.006687517731573776, 0.003606560699003696, 0.004407754764693137]"
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,1,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,6.0,0.0,27.0,30.0,7.403250175941007,10.408351684000898,11.10181249804798,0.9999999999999919,0.9515584394455678,0.2200944355371667,3.1398419005412026e-13,"[3.517952218019745, 2.953917732130253, 2.503366443139256, 2.271437784484971, 1.7696177798887434, 1.5744813268768922, 1.4207609236375236, 1.266276508534248]",0.018451210149153466,0.004366794259968607,0.0,0.0,[],"[0.01137524054551808, 0.01100560663937611, 0.018451210149153466, 0.005118247848623489, 0.00794694364045054, 0.004942303794650246, 0.004014899094757622, 0.003990894204503791, 0.003138185649789072, 0.004104727508080123, 0.0034113030557964413, 0.003945907743092262, 0.003491464871234097, 0.0027988629884506864, 0.0023095072418135047, 0.0028523280937325594, 0.0026042324266796644, 0.004192740994364385, 0.00318439622468604, 0.002146246018595382, 0.00406575351256921, 0.0020207097639568035, 0.002317748912975725, 0.0031131069836613013, 0.0033467436415509037, 0.0016796365341844519, 0.0023036340420565875, 0.0030425142866220656, 0.001637703567618591, 0.0024510278205149972]"
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,1,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,7.0,0.0,27.0,30.0,7.268747017417839,10.578387405919253,12.367120361443227,0.9999999999999934,0.9543251453603452,0.21371676265480058,1.7642474257483717e-13,"[3.8104555175184025, 3.121530847232289, 2.4473626880302977, 2.319169397512816, 1.9684347691251365, 1.5899706477984186, 1.4610520795832467, 1.3361006348960554]",0.006954880017536985,0.0019546474025147437,0.0,0.0,[],"[0.004720164514345705, 0.004273510681245785, 0.006954880017536985, 0.00306751182248919, 0.004082389203486536, 0.003139084966785559, 0.001973895621558756, 0.0017528893419585865, 0.0016213209370294541, 0.001884784752761057, 0.002241283234806779, 0.0014282510990387008, 0.0014554182344749494, 0.0011517650961627589, 0.0009864836001038256, 0.0014507979817899076, 0.001365965429431357, 0.0017537909823986913, 0.0011055936679717534, 0.001169593817985275, 0.0015869290918962358, 0.0008728427520727719, 0.0011787950654304625, 0.0009620096888205503, 0.0010538047142757481, 0.0010708106702996198, 0.0009877744065491516, 0.0012482703726854245, 0.0009883514616838844, 0.0011104588483668407]"
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,1,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,8.0,0.0,27.0,30.0,6.9094314407890804,10.213483475234604,13.17644449676445,0.9999999999999942,0.9527863272219926,0.21728707457647278,1.732485074247125e-13,"[3.9588773449432386, 3.5631819955486996, 2.5528590654658383, 2.2079590021750097, 2.1003376914223995, 1.7066635104951706, 1.495566715578389, 1.3565028395153678]",0.0,0.0,0.0,0.0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,2,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,0.0,14.0,2.0,16.0,1.1075035351363192,1.322657280412425,297.7273623192981,0.9981266871518437,0.9620749857858032,0.19931703802223988,0.043281784253382104,"[238.38670857500338, 36.31024351299686, 25.59330348272433, 20.304417505913634, 17.313150327818516, 12.196024621468268, 6.971584401205701, 5.992450821651984]",0.9215565337115595,0.16791550659849525,0.058797252700828584,2.60351339633782,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15]","[0.9215565337115595, 0.21393816429936624, 0.2096600326322147, 0.20739925927756903, 0.2180047652770631, 0.15968389978303105, 0.10003408737493384, 0.12444474935995668, 0.0985081277453288, 0.061237734846363266, 0.06892152572549354, 0.08622362993479728, 0.07510363366931475, 0.04485037930615801, 0.03828432993194551, 0.058797252700828584]"
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,2,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,1.0,4.0,27.0,33.0,2.5439258902388753,3.320113384076535,12.468805804266392,0.9999999999999936,0.9536826786543133,0.21521459370981405,3.8923549270440654e-13,"[3.0321146330896003, 1.8776928705702374, 1.7093614289709846, 0.47706003267947533, 0.40310960276895197, 0.3286477101691143, 0.2506646703321605, 0.2336575552749694]",0.12794174010431483,0.028376510068236584,0.05777705184599743,0.3284022120796779,"[0, 3, 4, 5]","[0.12794174010431483, 0.04385140030000518, 0.03134251801887431, 0.06808818441010382, 0.05777705184599743, 0.07459523571926187, 0.04608197665284483, 0.04607176912294591, 0.03468580017859048, 0.04399568434858992, 0.031346843183051226, 0.04200736939707122, 0.025698645155964497, 0.019481822651529136, 0.0264979172128237, 0.016155532490941097, 0.02652210612438846, 0.012424539288859629, 0.01599071173781916, 0.02390373608460024, 0.011731645177962055, 0.01768954514033142, 0.007497049624056987, 0.013167749043307506, 0.006599046128105573, 0.008042884318594047, 0.01053719361793536, 0.015012225623662792, 0.0068674263645061495, 0.006886220538450869, 0.00572554669158766, 0.005060008295539134, 0.0071477076591907815]"
rbf,rbf_elbow_scratch_nctx47_ntgt64,/Users/fernandoruizmazo/Documents/GitHub/mech-ICL-KRR/experiments/rbf_elbow_training/results/nctx47_ntgt64_scratch_seed42/checkpoint_final.pt,2,5,8,4,causal,seed,rbf,3.0,1.0,0.05,0.95,0.001,8,0.05,0,2.0,0.0,25.0,29.0,4.029123070667549,5.676605830510068,10.232389471114997,0.9999999999999905,0.9531787807026427,0.2163821140883592,1.712427382302974e-13,"[2.1003608821227684, 1.9265822468276363, 1.2284506399765078, 1.0197050378243442, 0.6972273429937023, 0.502584869185926, 0.4317147156427349, 0.40731437003813403]",0.04650361502281485,0.019608163217428632,0.0,0.0,[],"[0.038650270884777835, 0.029619521512056744, 0.04650361502281485, 0.0445573857229489, 0.03128591600798228, 0.0229759239034599, 0.035184612466589486, 0.04099839547435153, 0.027221365205622086, 0.027120651732541464, 0.009475052860579538, 0.02071850319698886, 0.02861015568204527, 0.006872108687862674, 0.014355745235697017, 0.019905276368504223, 0.009864118191967974, 0.014662710157619017, 0.011328521640859046, 0.013183139709042205, 0.011331070416756796, 0.005943209809057899, 0.013658456461945221, 0.010424269793680859, 0.00723895566653371, 0.006581314652363761, 0.006276736591256721, 0.0078241318950072, 0.006265598354517099]"
