checkpoint,probe_kind,n,B_nat_mean,B_nat_std,E_F_T_mean,E_F_T_std,E_F_TQ_mean,E_F_TQ_std,E_TQ_T_mean,E_TQ_T_std,E_pointwise_F_T_mean,E_pointwise_F_T_std,X_sub_mean,X_sub_std,X_use_mean,X_use_std,d_model_mean,d_model_std,d_x_mean,d_x_std,dim_R_nat_mean,dim_R_nat_std,dim_over_nctx_mean,dim_over_nctx_std,max_closure_mean,max_closure_std,max_refinement_mean,max_refinement_std,mean_closure_mean,mean_closure_std,mean_refinement_mean,mean_refinement_std,mse_krr_mean,mse_krr_std,mse_model_mean,mse_model_std,mse_ratio_mean,mse_ratio_std,n_heads_mean,n_heads_std,n_layers_mean,n_layers_std,r_eff_T_task_mean,r_eff_T_task_std,smax_mean,smax_std,sweep_val_mean,sweep_val_std,tau_sv_mean,tau_sv_std,suite_exp,suite_smax
dx40,task,1,45.0,0.0,0.18423111514474652,0.0,0.3270891010524583,0.0,0.2765296408553126,0.0,0.20338147006688534,0.0,0.9235313577285824,0.0,0.8906375715518448,0.0,128.0,0.0,40.0,0.0,34.0,0.0,0.723404255319149,0.0,0.49129674153040775,0.0,0.9972916741861442,0.0,0.3292392723714998,0.0,0.8098607412633955,0.0,0.059705853325577415,0.0,0.05985089313319907,0.0,1.0024292393382397,0.0,4.0,0.0,8.0,0.0,16.0,0.0,1.0,0.0,40.0,0.0,0.001,0.0,2b,1
